	OBO_ID	OBO_LABEL	ENRICHMENT_P_VALUE	TOTAL_POPULATION	TOTAL_SUCCESSES	TOTAL_WORD_IGNORANCE	TOTAL_SUCCESSES_IN_WORD_IGNORANCE	BONFERRONI_CRRECTION_P_VALUE	BONFERRONI_CRRECTION_P_VALUE_REJECT	BH_CRRECTION_P_VALUE	BH_CRRECTION_P_VALUE_REJECT
4092	PR_000005311	CCAAT/enhancer-binding protein gamma	0.6537248775232443	51868	6	33885	4	1.0	False	1.0	False
3689	GO_0007224	smoothened signaling pathway	0.6537248775232443	51868	6	33885	4	1.0	False	1.0	False
311	PR_000016499	poly [ADP-ribose] polymerase tankyrase-2	0.6537248775232443	51868	6	33885	4	1.0	False	1.0	False
3598	CHEBI_62764	reactive nitrogen species	0.6537248775232443	51868	6	33885	4	1.0	False	1.0	False
10450	PR_000029959	smad9 isoform 3 (human)	0.6537248775232443	51868	6	33885	4	1.0	False	1.0	False
10285	GO_0042078	germ-line stem cell division	0.6537248775232443	51868	6	33885	4	1.0	False	1.0	False
310	PR_000010433	makorin-3	0.6537248775232443	51868	6	33885	4	1.0	False	1.0	False
8022	PR_000001386	interleukin-27 subunit beta	0.6537248775232443	51868	6	33885	4	1.0	False	1.0	False
11292	PR_000014459	serine--tRNA ligase, cytoplasmic	0.6537248775232443	51868	6	33885	4	1.0	False	1.0	False
4145	UBERON_0002201	vasculature of trunk	0.6537248775232443	51868	6	33885	4	1.0	False	1.0	False
5888	CL_0000722	cystoblast	0.6537248775232443	51868	6	33885	4	1.0	False	1.0	False
9935	CHEBI_4553	dihydroanhydropodorhizol	0.6537248775232443	51868	6	33885	4	1.0	False	1.0	False
657	PR_000009800	DNA ligase 1	0.6537248775232443	51868	6	33885	4	1.0	False	1.0	False
2795	PR_000004699	B-cell lymphoma 3 protein	0.6537248775232443	51868	6	33885	4	1.0	False	1.0	False
6294	CHEBI_37512	organic thiophosphate	0.6537248775232443	51868	6	33885	4	1.0	False	1.0	False
3796	GO_0042742	defense response to bacterium	0.6537248775232443	51868	6	33885	4	1.0	False	1.0	False
3299	GO_0007229	integrin-mediated signaling pathway	0.6537248775232443	51868	6	33885	4	1.0	False	1.0	False
5768	CHEBI_50673	methimazole	0.6537248775232443	51868	6	33885	4	1.0	False	1.0	False
5314	UBERON_0004134	proximal tubule	0.6537248775232443	51868	6	33885	4	1.0	False	1.0	False
2459	SO_0000336	pseudogene	0.6537248775232443	51868	6	33885	4	1.0	False	1.0	False
4421	UBERON_0000459	uterine wall	0.6537248775232443	51868	6	33885	4	1.0	False	1.0	False
10725	CL_0000346	hair follicle dermal papilla cell	0.6537248775232443	51868	6	33885	4	1.0	False	1.0	False
774	UBERON_0002375	cricoid cartilage	0.6537248775232443	51868	6	33885	4	1.0	False	1.0	False
7857	PR_000004105	AP-3 complex subunit beta-2	0.6537248775232443	51868	6	33885	4	1.0	False	1.0	False
7983	PR_000016262	transcription factor A, mitochondrial	0.6537248775232443	51868	6	33885	4	1.0	False	1.0	False
5746	UBERON_0000038	follicular fluid	0.6537248775232443	51868	6	33885	4	1.0	False	1.0	False
10507	UBERON_0000371	syncytiotrophoblast	0.6537248775232443	51868	6	33885	4	1.0	False	1.0	False
6059	PR_000029805	transmembrane protein 214	0.6537248775232443	51868	6	33885	4	1.0	False	1.0	False
11374	UBERON_0014756	Wulst	0.6537248775232443	51868	6	33885	4	1.0	False	1.0	False
9279	CHEBI_16136	hydrogen sulfide	0.6537248775232443	51868	6	33885	4	1.0	False	1.0	False
898	CHEBI_35493	antipyretic	0.6537248775232443	51868	6	33885	4	1.0	False	1.0	False
3405	GO_0044292	dendrite terminus	0.6537248775232443	51868	6	33885	4	1.0	False	1.0	False
6520	GO_0043039	tRNA aminoacylation	0.6537248775232443	51868	6	33885	4	1.0	False	1.0	False
5231	GO_0036503	ERAD pathway	0.6537248775232443	51868	6	33885	4	1.0	False	1.0	False
8524	UBERON_0007191	anterior paracentral gyrus	0.6537248775232443	51868	6	33885	4	1.0	False	1.0	False
998	CL_0002629	mature microglial cell	0.6537248775232443	51868	6	33885	4	1.0	False	1.0	False
4866	GO_0000278	mitotic cell cycle	0.6537248775232443	51868	6	33885	4	1.0	False	1.0	False
1933	CL_0000031	neuroblast (sensu Vertebrata)	0.6537248775232443	51868	6	33885	4	1.0	False	1.0	False
9101	PR_000015702	stabilin-2	0.6537248775232443	51868	6	33885	4	1.0	False	1.0	False
6206	GO_0034976	response to endoplasmic reticulum stress	0.6537248775232443	51868	6	33885	4	1.0	False	1.0	False
2440	UBERON_2000127	antorbital	0.6537248775232443	51868	6	33885	4	1.0	False	1.0	False
1237	CHEBI_76989	phytoestrogen	0.6537248775232443	51868	6	33885	4	1.0	False	1.0	False
563	CHEBI_23243	cineole	0.6537248775232443	51868	6	33885	4	1.0	False	1.0	False
6397	PR_000004080	annexin A7	0.6537248775232443	51868	6	33885	4	1.0	False	1.0	False
11340	PR_000003539	ATP-binding cassette sub-family A member 12	0.6537248775232443	51868	6	33885	4	1.0	False	1.0	False
1334	CHEBI_35482	opioid analgesic	0.6537248775232443	51868	6	33885	4	1.0	False	1.0	False
8339	GO_0071610	chemokine (C-C motif) ligand 1 production	0.6537248775232443	51868	6	33885	4	1.0	False	1.0	False
640	UBERON_0000051	fornix of vagina	0.6537248775232443	51868	6	33885	4	1.0	False	1.0	False
3733	PR_000006660	dipeptidyl peptidase 3	0.6537248775232443	51868	6	33885	4	1.0	False	1.0	False
2281	UBERON_0002216	symphysis	0.6537248775232443	51868	6	33885	4	1.0	False	1.0	False
1728	UBERON_0006849	scapula	0.6537248775232443	51868	6	33885	4	1.0	False	1.0	False
8457	UBERON_0002736	lateral nuclear group of thalamus	0.6537248775232443	51868	6	33885	4	1.0	False	1.0	False
146	GO_0070983	dendrite guidance	0.6537248775232443	51868	6	33885	4	1.0	False	1.0	False
6876	UBERON_0002073	hair follicle	0.6537248775232443	51868	6	33885	4	1.0	False	1.0	False
282	CHEBI_3647	chlorpromazine	0.6537248775232443	51868	6	33885	4	1.0	False	1.0	False
9912	UBERON_0001871	temporal lobe	0.6537248775232443	51868	6	33885	4	1.0	False	1.0	False
5569	GO_0005992	trehalose biosynthetic process	0.6537248775232443	51868	6	33885	4	1.0	False	1.0	False
3032	CHEBI_35204	tracer	0.6537248775232443	51868	6	33885	4	1.0	False	1.0	False
6556	CHEBI_6794	metaraminol	0.6537248775232443	51868	6	33885	4	1.0	False	1.0	False
2783	GO_0008542	visual learning	0.6537248775232443	51868	6	33885	4	1.0	False	1.0	False
315	UBERON_0022351	parietal serous membrane	0.6537248775232443	51868	6	33885	4	1.0	False	1.0	False
9837	PR_000008918	interferon alpha-5	0.6537248775232443	51868	6	33885	4	1.0	False	1.0	False
10138	PR_000005015	calpain-2 catalytic subunit	0.6537248775232443	51868	6	33885	4	1.0	False	1.0	False
7574	UBERON_0007614	extensor digiti minimi muscle	0.6537248775232443	51868	6	33885	4	1.0	False	1.0	False
7081	PR_000009871	LIM homeobox transcription factor 1-beta	0.6537248775232443	51868	6	33885	4	1.0	False	1.0	False
10087	CHEBI_6437	levetiracetam	0.6588477907461155	51868	22	33885	14	1.0	False	1.0	False
621	GO_0006457	protein folding	0.6588477907461155	51868	22	33885	14	1.0	False	1.0	False
8128	PR_000001364	interleukin-1 receptor type II	0.6588477907461155	51868	22	33885	14	1.0	False	1.0	False
86	GO_0042476	odontogenesis	0.6588477907461155	51868	22	33885	14	1.0	False	1.0	False
7024	GO_0001814	negative regulation of antibody-dependent cellular cytotoxicity	0.6689287219621752	51868	30	33885	19	1.0	False	1.0	False
6571	PR_000011469	high affinity nerve growth factor receptor	0.6689287219621752	51868	30	33885	19	1.0	False	1.0	False
3981	UBERON_0002264	olfactory bulb	0.6689287219621752	51868	30	33885	19	1.0	False	1.0	False
5096	CHEBI_66212	5,7,3',4'-tetrahydroxy-2'-(3,3-dimethylallyl)isoflavone	0.6695520665374823	51868	91	33885	58	1.0	False	1.0	False
8746	PR_000001443	cadherin-2	0.6767437742453346	51868	19	33885	12	1.0	False	1.0	False
9222	UBERON_0001052	rectum	0.6767437742453346	51868	19	33885	12	1.0	False	1.0	False
7187	GO_0042706	eye photoreceptor cell fate commitment	0.6767437742453346	51868	19	33885	12	1.0	False	1.0	False
644	PR_000014774	pulmonary surfactant-associated protein C	0.6767437742453346	51868	19	33885	12	1.0	False	1.0	False
7643	CHEBI_17033	biliverdin	0.6767437742453346	51868	19	33885	12	1.0	False	1.0	False
4636	GO_0060070	canonical Wnt signaling pathway	0.6769020638272678	51868	11	33885	7	1.0	False	1.0	False
5247	GO_0051615	histamine uptake	0.6769020638272678	51868	11	33885	7	1.0	False	1.0	False
3849	CHEBI_15430	protoporphyrin	0.6769020638272678	51868	11	33885	7	1.0	False	1.0	False
1745	GO_0007281	germ cell development	0.6769020638272678	51868	11	33885	7	1.0	False	1.0	False
3828	GO_0006099	tricarboxylic acid cycle	0.6769020638272678	51868	11	33885	7	1.0	False	1.0	False
6177	CL_0000635	Deiter's cell	0.6769020638272678	51868	11	33885	7	1.0	False	1.0	False
9293	CHEBI_6807	methadone	0.6769020638272678	51868	11	33885	7	1.0	False	1.0	False
609	PR_000008476	orexin	0.6769020638272678	51868	11	33885	7	1.0	False	1.0	False
4520	UBERON_0001463	manual digit 1	0.6769020638272678	51868	11	33885	7	1.0	False	1.0	False
4232	GO_0000080	mitotic G1 phase	0.6769020638272678	51868	11	33885	7	1.0	False	1.0	False
4477	PR_000013346	gamma-secretase subunit PEN-2	0.6769020638272678	51868	11	33885	7	1.0	False	1.0	False
7236	CHEBI_35475	non-steroidal anti-inflammatory drug	0.6769020638272678	51868	11	33885	7	1.0	False	1.0	False
3488	PR_000015060	solute carrier family 2, facilitated glucose transporter member 11	0.6769020638272678	51868	11	33885	7	1.0	False	1.0	False
882	CHEBI_72639	13-HODE	0.6769020638272678	51868	11	33885	7	1.0	False	1.0	False
3103	PR_000010435	homeobox protein Mohawk	0.6769020638272678	51868	11	33885	7	1.0	False	1.0	False
2220	CHEBI_46787	solvent	0.6769020638272678	51868	11	33885	7	1.0	False	1.0	False
2279	PR_000008953	insulin-like growth factor-binding protein 7	0.6769020638272678	51868	11	33885	7	1.0	False	1.0	False
2888	UBERON_0006250	infundibular recess of 3rd ventricle	0.6769020638272678	51868	11	33885	7	1.0	False	1.0	False
4160	SO_0001861	sterol_regulatory_element	0.6769020638272678	51868	11	33885	7	1.0	False	1.0	False
574	PR_000016711	TSC22 domain family protein 1	0.6769020638272678	51868	11	33885	7	1.0	False	1.0	False
11284	CHEBI_33340	zinc group element atom	0.6769020638272678	51868	11	33885	7	1.0	False	1.0	False
2680	GO_0005819	spindle	0.6769020638272678	51868	11	33885	7	1.0	False	1.0	False
2272	GO_0044308	axonal spine	0.6790439842966253	51868	38	33885	24	1.0	False	1.0	False
937	GO_0005764	lysosome	0.6790439842966253	51868	38	33885	24	1.0	False	1.0	False
7197	CL_0000990	conventional dendritic cell	0.6790439842966253	51868	38	33885	24	1.0	False	1.0	False
1337	GO_0030474	spindle pole body duplication	0.682968320663777	51868	27	33885	17	1.0	False	1.0	False
10524	GO_0044297	cell body	0.682968320663777	51868	27	33885	17	1.0	False	1.0	False
5173	UBERON_0000033	head	0.6832385301710058	51868	169	33885	108	1.0	False	1.0	False
1134	PR_000000035	BMP receptor type-1A	0.6857556808758732	51868	96	33885	61	1.0	False	1.0	False
9423	UBERON_0001637	artery	0.6870535675214866	51868	166	33885	106	1.0	False	1.0	False
10642	CL_0000895	naive thymus-derived CD4-positive, alpha-beta T cell	0.6887970333113839	51868	46	33885	29	1.0	False	1.0	False
9252	UBERON_0001137	dorsum	0.690820830114541	51868	35	33885	22	1.0	False	1.0	False
8382	GO_0005615	extracellular space	0.6981541787324566	51868	16	33885	10	1.0	False	1.0	False
1943	SO_0000857	homologous	0.6981541787324566	51868	16	33885	10	1.0	False	1.0	False
4254	CL_0002488	trophoblast giant cell	0.6981541787324566	51868	16	33885	10	1.0	False	1.0	False
619	CL_0002079	pancreatic ductal cell	0.6981541787324566	51868	16	33885	10	1.0	False	1.0	False
11589	CHEBI_35225	buffer	0.6981541787324566	51868	16	33885	10	1.0	False	1.0	False
8646	CL_0002082	type II cell of adrenal medulla	0.6981541787324566	51868	16	33885	10	1.0	False	1.0	False
10066	SO_0000383	MicF_RNA	0.6981541787324566	51868	16	33885	10	1.0	False	1.0	False
8995	UBERON_0002185	bronchus	0.6981541787324566	51868	16	33885	10	1.0	False	1.0	False
5274	CHEBI_66075	inflexin	0.6988327406400476	51868	24	33885	15	1.0	False	1.0	False
4393	CL_0000893	thymocyte	0.6988327406400476	51868	24	33885	15	1.0	False	1.0	False
11624	UBERON_2000660	epural	0.6988327406400476	51868	24	33885	15	1.0	False	1.0	False
10801	CHEBI_25501	neoxanthin	0.6990147114616525	51868	65	33885	41	1.0	False	1.0	False
919	PR_000007898	glutamate--cysteine ligase regulatory subunit	0.7037258051016883	51868	32	33885	20	1.0	False	1.0	False
15	PR_000010697	metallothionein-1E	0.7037258051016883	51868	32	33885	20	1.0	False	1.0	False
8572	PR_000007483	fibroblast growth factor 13	0.7037258051016883	51868	32	33885	20	1.0	False	1.0	False
4558	CHEBI_17126	carnitine	0.7072346051563935	51868	51	33885	32	1.0	False	1.0	False
6509	PR_000008954	insulin-like growth factor-binding protein-like 1	0.7072346051563935	51868	51	33885	32	1.0	False	1.0	False
1524	PR_000027594	histone H3	0.7073745164413852	51868	137	33885	87	1.0	False	1.0	False
11135	CHEBI_33252	atomic nucleus	0.7134394701776983	51868	8	33885	5	1.0	False	1.0	False
2421	PR_000002200	cytoplasmic tyrosine-protein kinase BMX	0.7134394701776983	51868	8	33885	5	1.0	False	1.0	False
3854	SO_0000478	C_gene_segment	0.7134394701776983	51868	8	33885	5	1.0	False	1.0	False
4307	CL_0002212	type II muscle cell	0.7134394701776983	51868	8	33885	5	1.0	False	1.0	False
1606	SO_0001062	propeptide	0.7134394701776983	51868	8	33885	5	1.0	False	1.0	False
3437	GO_0043653	mitochondrial fragmentation involved in apoptotic process	0.7134394701776983	51868	8	33885	5	1.0	False	1.0	False
5914	CHEBI_42068	idarubicin	0.7134394701776983	51868	8	33885	5	1.0	False	1.0	False
2209	UBERON_0003061	blood island	0.7134394701776983	51868	8	33885	5	1.0	False	1.0	False
8882	CHEBI_42797	gabapentin	0.7134394701776983	51868	8	33885	5	1.0	False	1.0	False
6911	UBERON_0001044	saliva-secreting gland	0.7134394701776983	51868	8	33885	5	1.0	False	1.0	False
7324	CHEBI_84903	22-methyltricosanoic acid	0.7134394701776983	51868	8	33885	5	1.0	False	1.0	False
3041	CL_0002496	intraepithelial lymphocyte	0.7134394701776983	51868	8	33885	5	1.0	False	1.0	False
9232	SO_0000858	orthologous	0.7134394701776983	51868	8	33885	5	1.0	False	1.0	False
2840	PR_000010830	myosin-7	0.7134394701776983	51868	8	33885	5	1.0	False	1.0	False
10612	UBERON_0006798	efferent nerve	0.7134394701776983	51868	8	33885	5	1.0	False	1.0	False
11324	UBERON_0000087	inner cell mass	0.7134394701776983	51868	8	33885	5	1.0	False	1.0	False
3395	PR_000010450	protein AF-10	0.7134394701776983	51868	8	33885	5	1.0	False	1.0	False
10698	UBERON_0001872	parietal lobe	0.7134394701776983	51868	8	33885	5	1.0	False	1.0	False
5604	PR_000010470	stromelysin-2	0.7134394701776983	51868	8	33885	5	1.0	False	1.0	False
10026	GO_0030153	bacteriocin immunity	0.7134394701776983	51868	8	33885	5	1.0	False	1.0	False
1025	PR_000010482	matrix metalloproteinase-23	0.7134394701776983	51868	8	33885	5	1.0	False	1.0	False
3339	PR_000004268	AT-rich interactive domain-containing protein 4B	0.7134394701776983	51868	8	33885	5	1.0	False	1.0	False
5972	UBERON_0001009	circulatory system	0.7134394701776983	51868	8	33885	5	1.0	False	1.0	False
4274	UBERON_0004922	postnatal subventricular zone	0.7134394701776983	51868	8	33885	5	1.0	False	1.0	False
10775	CHEBI_62945	thromboxane anion	0.7134394701776983	51868	8	33885	5	1.0	False	1.0	False
9914	UBERON_0001363	great saphenous vein	0.7134394701776983	51868	8	33885	5	1.0	False	1.0	False
11498	CL_0002084	Boettcher cell	0.7134394701776983	51868	8	33885	5	1.0	False	1.0	False
10364	CHEBI_51687	chrysene	0.7134394701776983	51868	8	33885	5	1.0	False	1.0	False
8294	PR_000006897	endothelin-1	0.7134394701776983	51868	8	33885	5	1.0	False	1.0	False
10306	PR_000009167	involucrin	0.7134394701776983	51868	8	33885	5	1.0	False	1.0	False
9751	CHEBI_35480	analgesic	0.7134394701776983	51868	8	33885	5	1.0	False	1.0	False
2627	GO_0016056	rhodopsin mediated signaling pathway	0.7134394701776983	51868	8	33885	5	1.0	False	1.0	False
5832	CHEBI_22563	anion	0.7134394701776983	51868	8	33885	5	1.0	False	1.0	False
5840	PR_000016297	protein-glutamine gamma-glutamyltransferase 6	0.7134394701776983	51868	8	33885	5	1.0	False	1.0	False
8549	CHEBI_15351	acetyl-CoA	0.7134394701776983	51868	8	33885	5	1.0	False	1.0	False
10946	UBERON_0002227	spiral organ of cochlea	0.7134394701776983	51868	8	33885	5	1.0	False	1.0	False
2245	PR_000010339	meteorin-like protein	0.7134394701776983	51868	8	33885	5	1.0	False	1.0	False
969	CHEBI_63618	pravastatin	0.7134394701776983	51868	8	33885	5	1.0	False	1.0	False
2938	PR_000012190	P2X purinoceptor 3	0.7134394701776983	51868	8	33885	5	1.0	False	1.0	False
11318	UBERON_0001154	vermiform appendix	0.7134394701776983	51868	8	33885	5	1.0	False	1.0	False
316	PR_000005866	cAMP-responsive element modulator	0.717014670220391	51868	21	33885	13	1.0	False	1.0	False
8824	GO_0008203	cholesterol metabolic process	0.717014670220391	51868	21	33885	13	1.0	False	1.0	False
11087	PR_000001180	opsin-5	0.717014670220391	51868	21	33885	13	1.0	False	1.0	False
5736	PR_000004518	aurora kinase C	0.7179771384900048	51868	29	33885	18	1.0	False	1.0	False
7158	CL_0000451	dendritic cell	0.7183473291441387	51868	92	33885	58	1.0	False	1.0	False
4293	CHEBI_25657	octyl group	0.722739096159484	51868	3	33885	2	1.0	False	1.0	False
4097	CHEBI_17002	cholesteryl ester	0.722739096159484	51868	3	33885	2	1.0	False	1.0	False
9759	CHEBI_10092	Yiamoloside B	0.722739096159484	51868	3	33885	2	1.0	False	1.0	False
11146	CHEBI_50818	hematite	0.722739096159484	51868	3	33885	2	1.0	False	1.0	False
6788	GO_0014051	gamma-aminobutyric acid secretion	0.722739096159484	51868	3	33885	2	1.0	False	1.0	False
4927	CHEBI_6011	isoficine	0.722739096159484	51868	3	33885	2	1.0	False	1.0	False
9347	PR_000007498	fibroblast growth factor 7	0.722739096159484	51868	3	33885	2	1.0	False	1.0	False
7239	UBERON_0002589	lateral corticospinal tract	0.722739096159484	51868	3	33885	2	1.0	False	1.0	False
5549	PR_000014843	protein shisa-3	0.722739096159484	51868	3	33885	2	1.0	False	1.0	False
7460	CHEBI_75272	splitomicin	0.722739096159484	51868	3	33885	2	1.0	False	1.0	False
3538	CHEBI_30913	L-pipecolic acid	0.722739096159484	51868	3	33885	2	1.0	False	1.0	False
6807	PR_000012593	phosphoglycerate mutase 2	0.722739096159484	51868	3	33885	2	1.0	False	1.0	False
8647	CHEBI_24593	hexyl group	0.722739096159484	51868	3	33885	2	1.0	False	1.0	False
3504	PR_000016335	tigger transposable element-derived protein 5	0.722739096159484	51868	3	33885	2	1.0	False	1.0	False
6804	UBERON_0001322	sciatic nerve	0.722739096159484	51868	3	33885	2	1.0	False	1.0	False
10473	CHEBI_44785	peroxide	0.722739096159484	51868	3	33885	2	1.0	False	1.0	False
7247	CHEBI_34763	flucythrinate	0.722739096159484	51868	3	33885	2	1.0	False	1.0	False
11464	CHEBI_50854	hydrocortamate hydrochloride	0.722739096159484	51868	3	33885	2	1.0	False	1.0	False
9335	PR_000008705	homeobox protein Hox-B8	0.722739096159484	51868	3	33885	2	1.0	False	1.0	False
7128	GO_1904106	protein localization to microvillus	0.722739096159484	51868	3	33885	2	1.0	False	1.0	False
2158	CL_0002241	pulmonary interstitial fibroblast	0.722739096159484	51868	3	33885	2	1.0	False	1.0	False
4908	GO_0009556	microsporogenesis	0.722739096159484	51868	3	33885	2	1.0	False	1.0	False
4918	CHEBI_86269	3-nitrotyrosine	0.722739096159484	51868	3	33885	2	1.0	False	1.0	False
10470	PR_000016677	N(2),N(2)-dimethylguanosine tRNA methyltransferase	0.722739096159484	51868	3	33885	2	1.0	False	1.0	False
3531	GO_0031058	positive regulation of histone modification	0.722739096159484	51868	3	33885	2	1.0	False	1.0	False
4900	CHEBI_60944	alpha-D-Galp-(1->3)-alpha-D-GalpNAc	0.722739096159484	51868	3	33885	2	1.0	False	1.0	False
3466	CL_0000020	spermatogonium	0.722739096159484	51868	3	33885	2	1.0	False	1.0	False
4012	GO_0007219	Notch signaling pathway	0.722739096159484	51868	3	33885	2	1.0	False	1.0	False
5684	GO_0018882	(+)-camphor metabolic process	0.722739096159484	51868	3	33885	2	1.0	False	1.0	False
5630	GO_0006303	double-strand break repair via nonhomologous end joining	0.722739096159484	51868	3	33885	2	1.0	False	1.0	False
10547	UBERON_0000924	ectoderm	0.722739096159484	51868	3	33885	2	1.0	False	1.0	False
9676	CHEBI_34653	Congo Red	0.722739096159484	51868	3	33885	2	1.0	False	1.0	False
4834	CHEBI_6453	Lichesterol	0.722739096159484	51868	3	33885	2	1.0	False	1.0	False
1340	PR_000006499	dickkopf-related protein 1	0.722739096159484	51868	3	33885	2	1.0	False	1.0	False
3279	UBERON_0001793	nerve fiber layer of retina	0.722739096159484	51868	3	33885	2	1.0	False	1.0	False
9375	UBERON_0001295	endometrium	0.722739096159484	51868	3	33885	2	1.0	False	1.0	False
3278	CHEBI_33866	mannonates	0.722739096159484	51868	3	33885	2	1.0	False	1.0	False
586	GO_0009589	detection of UV	0.722739096159484	51868	3	33885	2	1.0	False	1.0	False
8515	UBERON_0002689	supraoptic crest	0.722739096159484	51868	3	33885	2	1.0	False	1.0	False
7291	PR_000015559	speckle-type POZ protein	0.722739096159484	51868	3	33885	2	1.0	False	1.0	False
3308	GO_0035182	female germline ring canal outer rim	0.722739096159484	51868	3	33885	2	1.0	False	1.0	False
10173	CHEBI_22339	alkyne	0.722739096159484	51868	3	33885	2	1.0	False	1.0	False
5796	CL_0000548	animal cell	0.722739096159484	51868	3	33885	2	1.0	False	1.0	False
7754	SO_0000366	insertion_site	0.722739096159484	51868	3	33885	2	1.0	False	1.0	False
5807	CHEBI_7852	oxycodone	0.722739096159484	51868	3	33885	2	1.0	False	1.0	False
5809	GO_0006536	glutamate metabolic process	0.722739096159484	51868	3	33885	2	1.0	False	1.0	False
3248	GO_0035098	ESC/E(Z) complex	0.722739096159484	51868	3	33885	2	1.0	False	1.0	False
6679	CHEBI_7542	neurotensin	0.722739096159484	51868	3	33885	2	1.0	False	1.0	False
179	CHEBI_26435	pyrimidine deoxyribonucleoside triphosphate	0.722739096159484	51868	3	33885	2	1.0	False	1.0	False
10573	UBERON_0014848	tendon of quadriceps femoris	0.722739096159484	51868	3	33885	2	1.0	False	1.0	False
8308	UBERON_0002198	neurohypophysis	0.722739096159484	51868	3	33885	2	1.0	False	1.0	False
3226	GO_0072565	endothelial microparticle formation	0.722739096159484	51868	3	33885	2	1.0	False	1.0	False
276	CHEBI_30563	silicon dioxide	0.722739096159484	51868	3	33885	2	1.0	False	1.0	False
3309	UBERON_0006078	subdivision of spinal cord lateral column	0.722739096159484	51868	3	33885	2	1.0	False	1.0	False
9026	CHEBI_35785	sphingoid	0.722739096159484	51868	3	33885	2	1.0	False	1.0	False
8714	GO_0009408	response to heat	0.722739096159484	51868	3	33885	2	1.0	False	1.0	False
3455	PR_000004989	calcium/calmodulin-dependent protein kinase type 1D	0.722739096159484	51868	3	33885	2	1.0	False	1.0	False
3429	PR_000013441	protein tyrosine phosphatase type IVA 2	0.722739096159484	51868	3	33885	2	1.0	False	1.0	False
3426	CHEBI_72785	9-hydroxy-5E,7Z,11Z,14Z-eicosatetraenoic acid	0.722739096159484	51868	3	33885	2	1.0	False	1.0	False
5657	UBERON_0005928	external naris	0.722739096159484	51868	3	33885	2	1.0	False	1.0	False
3417	GO_0008365	adult chitin-based cuticle development	0.722739096159484	51868	3	33885	2	1.0	False	1.0	False
9097	UBERON_0002087	atrioventricular canal	0.722739096159484	51868	3	33885	2	1.0	False	1.0	False
4333	GO_0043090	amino acid import	0.722739096159484	51868	3	33885	2	1.0	False	1.0	False
9187	GO_0048866	stem cell fate specification	0.722739096159484	51868	3	33885	2	1.0	False	1.0	False
9712	PR_000011151	neuralized-like protein 4	0.722739096159484	51868	3	33885	2	1.0	False	1.0	False
4346	CHEBI_27452	styrene	0.722739096159484	51868	3	33885	2	1.0	False	1.0	False
9023	SO_0000162	splice_site	0.722739096159484	51868	3	33885	2	1.0	False	1.0	False
11149	CL_0000051	common lymphoid progenitor	0.722739096159484	51868	3	33885	2	1.0	False	1.0	False
4352	GO_0070897	transcription preinitiation complex assembly	0.722739096159484	51868	3	33885	2	1.0	False	1.0	False
10961	PR_000014868	sialic acid-binding Ig-like lectin 15	0.722739096159484	51868	3	33885	2	1.0	False	1.0	False
3370	PR_000015711	STAM-binding protein	0.722739096159484	51868	3	33885	2	1.0	False	1.0	False
7142	PR_000004291	ADP-ribosylation factor-like protein 6-interacting protein 1	0.722739096159484	51868	3	33885	2	1.0	False	1.0	False
3359	CHEBI_34938	propoxur	0.722739096159484	51868	3	33885	2	1.0	False	1.0	False
8073	CHEBI_72583	WR-1065	0.722739096159484	51868	3	33885	2	1.0	False	1.0	False
901	UBERON_0008883	osteoid	0.722739096159484	51868	3	33885	2	1.0	False	1.0	False
1803	PR_000009129	integrin alpha-4	0.722739096159484	51868	3	33885	2	1.0	False	1.0	False
3341	CL_0000448	white fat cell	0.722739096159484	51868	3	33885	2	1.0	False	1.0	False
5735	PR_000016191	trichoplein keratin filament-binding protein	0.722739096159484	51868	3	33885	2	1.0	False	1.0	False
11319	CL_0000706	choroid plexus epithelial cell	0.722739096159484	51868	3	33885	2	1.0	False	1.0	False
1094	GO_0006805	xenobiotic metabolic process	0.722739096159484	51868	3	33885	2	1.0	False	1.0	False
11461	GO_0016324	apical plasma membrane	0.722739096159484	51868	3	33885	2	1.0	False	1.0	False
6861	PR_000005349	centrosomal protein of 290 kDa	0.722739096159484	51868	3	33885	2	1.0	False	1.0	False
7463	UBERON_0001167	wall of stomach	0.722739096159484	51868	3	33885	2	1.0	False	1.0	False
3891	GO_0031040	micronucleus	0.722739096159484	51868	3	33885	2	1.0	False	1.0	False
1927	GO_0050919	negative chemotaxis	0.722739096159484	51868	3	33885	2	1.0	False	1.0	False
7020	UBERON_0015181	neck of tooth	0.722739096159484	51868	3	33885	2	1.0	False	1.0	False
1932	GO_0002244	hematopoietic progenitor cell differentiation	0.722739096159484	51868	3	33885	2	1.0	False	1.0	False
5004	UBERON_0000962	nerve of cervical vertebra	0.722739096159484	51868	3	33885	2	1.0	False	1.0	False
3877	UBERON_0001115	left lobe of liver	0.722739096159484	51868	3	33885	2	1.0	False	1.0	False
5254	PR_000013444	very-long-chain (3R)-3-hydroxyacyl-CoA dehydratase 3	0.722739096159484	51868	3	33885	2	1.0	False	1.0	False
3873	GO_0042989	sequestering of actin monomers	0.722739096159484	51868	3	33885	2	1.0	False	1.0	False
11417	GO_0042148	strand invasion	0.722739096159484	51868	3	33885	2	1.0	False	1.0	False
1941	PR_000010100	mastermind-like protein 3	0.722739096159484	51868	3	33885	2	1.0	False	1.0	False
11241	CHEBI_8059	Phendimetrazine	0.722739096159484	51868	3	33885	2	1.0	False	1.0	False
