TOTAL SENTENCE COUNT	327724
TOTAL IGNORANCE COUNT	182892

ARTICLE	TOTAL SENTENCE COUNT	TOTAL IGNORANCE COUNT
PMC4689556.nxml.gz_sentence_info.txt	196	84
PMC4690051.nxml.gz_sentence_info.txt	178	103
PMC4690060.nxml.gz_sentence_info.txt	155	88
PMC4691762.nxml.gz_sentence_info.txt	122	53
PMC4692114.nxml.gz_sentence_info.txt	77	35
PMC4693404.nxml.gz_sentence_info.txt	161	81
PMC4696221.nxml.gz_sentence_info.txt	163	57
PMC4699824.nxml.gz_sentence_info.txt	171	85
PMC4700169.nxml.gz_sentence_info.txt	76	34
PMC4701853.nxml.gz_sentence_info.txt	173	82
PMC4701936.nxml.gz_sentence_info.txt	286	138
PMC4703052.nxml.gz_sentence_info.txt	274	211
PMC4703068.nxml.gz_sentence_info.txt	523	273
PMC4714725.nxml.gz_sentence_info.txt	445	328
PMC4715834.nxml.gz_sentence_info.txt	66	36
PMC4716548.nxml.gz_sentence_info.txt	60	32
PMC4719746.nxml.gz_sentence_info.txt	163	88
PMC4721332.nxml.gz_sentence_info.txt	236	200
PMC4722751.nxml.gz_sentence_info.txt	164	91
PMC4726727.nxml.gz_sentence_info.txt	91	80
PMC4728620.nxml.gz_sentence_info.txt	204	182
PMC4728621.nxml.gz_sentence_info.txt	209	109
PMC4728639.nxml.gz_sentence_info.txt	201	70
PMC4728659.nxml.gz_sentence_info.txt	221	91
PMC4729160.nxml.gz_sentence_info.txt	134	62
PMC4729178.nxml.gz_sentence_info.txt	106	47
PMC4730270.nxml.gz_sentence_info.txt	143	111
PMC4730616.nxml.gz_sentence_info.txt	102	33
PMC4730776.nxml.gz_sentence_info.txt	179	94
PMC4732175.nxml.gz_sentence_info.txt	273	106
PMC4732505.nxml.gz_sentence_info.txt	116	63
PMC4733713.nxml.gz_sentence_info.txt	177	103
PMC4733817.nxml.gz_sentence_info.txt	153	92
PMC4734033.nxml.gz_sentence_info.txt	137	64
PMC4736099.nxml.gz_sentence_info.txt	288	202
PMC4738402.nxml.gz_sentence_info.txt	132	59
PMC4738404.nxml.gz_sentence_info.txt	104	85
PMC4739392.nxml.gz_sentence_info.txt	264	109
PMC4739499.nxml.gz_sentence_info.txt	434	353
PMC4740094.nxml.gz_sentence_info.txt	225	76
PMC4746875.nxml.gz_sentence_info.txt	135	79
PMC4752592.nxml.gz_sentence_info.txt	247	104
PMC4752899.nxml.gz_sentence_info.txt	173	80
PMC4754476.nxml.gz_sentence_info.txt	126	65
PMC4758803.nxml.gz_sentence_info.txt	67	58
PMC4763449.nxml.gz_sentence_info.txt	113	48
PMC4764019.nxml.gz_sentence_info.txt	85	68
PMC4764298.nxml.gz_sentence_info.txt	106	65
PMC4765009.nxml.gz_sentence_info.txt	82	44
PMC4765528.nxml.gz_sentence_info.txt	135	117
PMC4770602.nxml.gz_sentence_info.txt	82	52
PMC4772030.nxml.gz_sentence_info.txt	129	60
PMC4774132.nxml.gz_sentence_info.txt	317	168
PMC4775024.nxml.gz_sentence_info.txt	202	80
PMC4778858.nxml.gz_sentence_info.txt	140	67
PMC4778993.nxml.gz_sentence_info.txt	119	64
PMC4784858.nxml.gz_sentence_info.txt	256	119
PMC4785305.nxml.gz_sentence_info.txt	177	71
PMC4789467.nxml.gz_sentence_info.txt	230	179
PMC4794442.nxml.gz_sentence_info.txt	92	45
PMC4796349.nxml.gz_sentence_info.txt	134	77
PMC4798618.nxml.gz_sentence_info.txt	144	62
PMC4800153.nxml.gz_sentence_info.txt	136	70
PMC4800340.nxml.gz_sentence_info.txt	68	66
PMC4801195.nxml.gz_sentence_info.txt	91	74
PMC4803956.nxml.gz_sentence_info.txt	149	91
PMC4806285.nxml.gz_sentence_info.txt	212	176
PMC4807004.nxml.gz_sentence_info.txt	288	181
PMC4808868.nxml.gz_sentence_info.txt	119	73
PMC4810511.nxml.gz_sentence_info.txt	255	143
PMC4811107.nxml.gz_sentence_info.txt	118	74
PMC4811441.nxml.gz_sentence_info.txt	182	88
PMC4812622.nxml.gz_sentence_info.txt	148	74
PMC4820621.nxml.gz_sentence_info.txt	160	60
PMC4820961.nxml.gz_sentence_info.txt	325	163
PMC4821682.nxml.gz_sentence_info.txt	135	84
PMC4825100.nxml.gz_sentence_info.txt	250	111
PMC4825101.nxml.gz_sentence_info.txt	139	101
PMC4825102.nxml.gz_sentence_info.txt	255	190
PMC4829879.nxml.gz_sentence_info.txt	129	80
PMC4829940.nxml.gz_sentence_info.txt	137	59
PMC4832516.nxml.gz_sentence_info.txt	150	99
PMC4835505.nxml.gz_sentence_info.txt	447	155
PMC4840325.nxml.gz_sentence_info.txt	143	88
PMC4843009.nxml.gz_sentence_info.txt	191	72
PMC4846845.nxml.gz_sentence_info.txt	335	286
PMC4848664.nxml.gz_sentence_info.txt	153	58
PMC4848989.nxml.gz_sentence_info.txt	163	52
PMC4849435.nxml.gz_sentence_info.txt	117	113
PMC4856298.nxml.gz_sentence_info.txt	440	164
PMC4857329.nxml.gz_sentence_info.txt	105	48
PMC4857870.nxml.gz_sentence_info.txt	123	111
PMC4859539.nxml.gz_sentence_info.txt	130	59
PMC4861006.nxml.gz_sentence_info.txt	180	147
PMC4861121.nxml.gz_sentence_info.txt	102	51
PMC4861337.nxml.gz_sentence_info.txt	173	133
PMC4864049.nxml.gz_sentence_info.txt	428	335
PMC4865384.nxml.gz_sentence_info.txt	89	65
PMC4865386.nxml.gz_sentence_info.txt	137	62
PMC4865387.nxml.gz_sentence_info.txt	118	79
PMC4865392.nxml.gz_sentence_info.txt	97	38
PMC4866363.nxml.gz_sentence_info.txt	124	65
PMC4869271.nxml.gz_sentence_info.txt	464	316
PMC4871475.nxml.gz_sentence_info.txt	412	159
PMC4872432.nxml.gz_sentence_info.txt	133	57
PMC4873529.nxml.gz_sentence_info.txt	176	80
PMC4874157.nxml.gz_sentence_info.txt	137	51
PMC4874207.nxml.gz_sentence_info.txt	146	54
PMC4877864.nxml.gz_sentence_info.txt	116	74
PMC4877983.nxml.gz_sentence_info.txt	134	65
PMC4878056.nxml.gz_sentence_info.txt	145	98
PMC4881207.nxml.gz_sentence_info.txt	151	106
PMC4882683.nxml.gz_sentence_info.txt	173	103
PMC4882712.nxml.gz_sentence_info.txt	196	124
PMC4889866.nxml.gz_sentence_info.txt	142	84
PMC4891833.nxml.gz_sentence_info.txt	279	124
PMC4891888.nxml.gz_sentence_info.txt	187	111
PMC4892656.nxml.gz_sentence_info.txt	251	124
PMC4892663.nxml.gz_sentence_info.txt	392	170
PMC4892913.nxml.gz_sentence_info.txt	218	96
PMC4896250.nxml.gz_sentence_info.txt	9610	4288
PMC4897157.nxml.gz_sentence_info.txt	155	84
PMC4897523.nxml.gz_sentence_info.txt	254	204
PMC4903143.nxml.gz_sentence_info.txt	382	307
PMC4905827.nxml.gz_sentence_info.txt	107	51
PMC4907442.nxml.gz_sentence_info.txt	186	73
PMC4908484.nxml.gz_sentence_info.txt	179	71
PMC4910255.nxml.gz_sentence_info.txt	299	158
PMC4910734.nxml.gz_sentence_info.txt	297	236
PMC4912994.nxml.gz_sentence_info.txt	93	44
PMC4915063.nxml.gz_sentence_info.txt	251	122
PMC4918713.nxml.gz_sentence_info.txt	151	124
PMC4919374.nxml.gz_sentence_info.txt	241	185
PMC4919537.nxml.gz_sentence_info.txt	219	91
PMC4919621.nxml.gz_sentence_info.txt	211	86
PMC4921626.nxml.gz_sentence_info.txt	193	97
PMC4923982.nxml.gz_sentence_info.txt	147	97
PMC4924183.nxml.gz_sentence_info.txt	72	51
PMC4924192.nxml.gz_sentence_info.txt	165	118
PMC4925957.nxml.gz_sentence_info.txt	206	105
PMC4929134.nxml.gz_sentence_info.txt	200	111
PMC4930210.nxml.gz_sentence_info.txt	174	96
PMC4931906.nxml.gz_sentence_info.txt	281	149
PMC4933662.nxml.gz_sentence_info.txt	264	216
PMC4933715.nxml.gz_sentence_info.txt	605	397
PMC4934568.nxml.gz_sentence_info.txt	175	122
PMC4934634.nxml.gz_sentence_info.txt	309	217
PMC4934640.nxml.gz_sentence_info.txt	197	164
PMC4935697.nxml.gz_sentence_info.txt	332	245
PMC4936536.nxml.gz_sentence_info.txt	179	104
PMC4937150.nxml.gz_sentence_info.txt	155	61
PMC4939564.nxml.gz_sentence_info.txt	205	119
PMC4939634.nxml.gz_sentence_info.txt	213	87
PMC4940755.nxml.gz_sentence_info.txt	168	148
PMC4944244.nxml.gz_sentence_info.txt	232	128
PMC4944979.nxml.gz_sentence_info.txt	202	66
PMC4946587.nxml.gz_sentence_info.txt	141	103
PMC4949006.nxml.gz_sentence_info.txt	199	152
PMC4954778.nxml.gz_sentence_info.txt	114	52
PMC4955481.nxml.gz_sentence_info.txt	99	64
PMC4956033.nxml.gz_sentence_info.txt	170	77
PMC4956066.nxml.gz_sentence_info.txt	122	72
PMC4957279.nxml.gz_sentence_info.txt	156	96
PMC4958285.nxml.gz_sentence_info.txt	137	77
PMC4962409.nxml.gz_sentence_info.txt	137	78
PMC4964025.nxml.gz_sentence_info.txt	239	122
PMC4964214.nxml.gz_sentence_info.txt	131	83
PMC4967672.nxml.gz_sentence_info.txt	181	85
PMC4969253.nxml.gz_sentence_info.txt	95	71
PMC4971719.nxml.gz_sentence_info.txt	173	95
PMC4973215.nxml.gz_sentence_info.txt	107	70
PMC4974686.nxml.gz_sentence_info.txt	98	68
PMC4974775.nxml.gz_sentence_info.txt	200	92
PMC4975560.nxml.gz_sentence_info.txt	158	77
PMC4975765.nxml.gz_sentence_info.txt	138	88
PMC4975901.nxml.gz_sentence_info.txt	132	95
PMC4976416.nxml.gz_sentence_info.txt	90	61
PMC4977046.nxml.gz_sentence_info.txt	327	144
PMC4977047.nxml.gz_sentence_info.txt	274	137
PMC4977686.nxml.gz_sentence_info.txt	196	108
PMC4979151.nxml.gz_sentence_info.txt	166	84
PMC4979774.nxml.gz_sentence_info.txt	137	71
PMC4979959.nxml.gz_sentence_info.txt	177	81
PMC4980580.nxml.gz_sentence_info.txt	381	249
PMC4982007.nxml.gz_sentence_info.txt	363	245
PMC4982260.nxml.gz_sentence_info.txt	23	20
PMC4988030.nxml.gz_sentence_info.txt	199	96
PMC4988629.nxml.gz_sentence_info.txt	309	134
PMC4989298.nxml.gz_sentence_info.txt	673	510
PMC4990268.nxml.gz_sentence_info.txt	1219	888
PMC4990280.nxml.gz_sentence_info.txt	201	96
PMC4992225.nxml.gz_sentence_info.txt	286	139
PMC4993554.nxml.gz_sentence_info.txt	204	110
PMC4993958.nxml.gz_sentence_info.txt	192	92
PMC4995763.nxml.gz_sentence_info.txt	193	78
PMC4995778.nxml.gz_sentence_info.txt	150	65
PMC4995781.nxml.gz_sentence_info.txt	213	107
PMC4996336.nxml.gz_sentence_info.txt	50	37
PMC4996908.nxml.gz_sentence_info.txt	62	28
PMC4997301.nxml.gz_sentence_info.txt	238	81
PMC4997411.nxml.gz_sentence_info.txt	220	122
PMC4997421.nxml.gz_sentence_info.txt	142	79
PMC4997567.nxml.gz_sentence_info.txt	106	39
PMC4998730.nxml.gz_sentence_info.txt	104	64
PMC4998950.nxml.gz_sentence_info.txt	48	33
PMC4999029.nxml.gz_sentence_info.txt	229	135
PMC4999234.nxml.gz_sentence_info.txt	194	80
PMC4999868.nxml.gz_sentence_info.txt	179	74
PMC5000726.nxml.gz_sentence_info.txt	252	182
PMC5005165.nxml.gz_sentence_info.txt	133	83
PMC5005622.nxml.gz_sentence_info.txt	94	55
PMC5012699.nxml.gz_sentence_info.txt	131	80
PMC5013256.nxml.gz_sentence_info.txt	139	61
PMC5013576.nxml.gz_sentence_info.txt	155	87
PMC5014971.nxml.gz_sentence_info.txt	137	101
PMC5015791.nxml.gz_sentence_info.txt	73	32
PMC5016860.nxml.gz_sentence_info.txt	226	134
PMC5017073.nxml.gz_sentence_info.txt	165	105
PMC5017599.nxml.gz_sentence_info.txt	204	81
PMC5017622.nxml.gz_sentence_info.txt	221	124
PMC5019390.nxml.gz_sentence_info.txt	239	111
PMC5021204.nxml.gz_sentence_info.txt	129	77
PMC5021959.nxml.gz_sentence_info.txt	128	68
PMC5024431.nxml.gz_sentence_info.txt	217	113
PMC5024513.nxml.gz_sentence_info.txt	200	136
PMC5025055.nxml.gz_sentence_info.txt	340	125
PMC5025498.nxml.gz_sentence_info.txt	156	77
PMC5025575.nxml.gz_sentence_info.txt	215	99
PMC5025983.nxml.gz_sentence_info.txt	237	176
PMC5028238.nxml.gz_sentence_info.txt	215	138
PMC5029029.nxml.gz_sentence_info.txt	127	65
PMC5029041.nxml.gz_sentence_info.txt	154	138
PMC5030591.nxml.gz_sentence_info.txt	130	70
PMC5030620.nxml.gz_sentence_info.txt	413	263
PMC5031324.nxml.gz_sentence_info.txt	275	98
PMC5031987.nxml.gz_sentence_info.txt	139	65
PMC5035072.nxml.gz_sentence_info.txt	258	181
PMC5035449.nxml.gz_sentence_info.txt	122	76
PMC5035678.nxml.gz_sentence_info.txt	164	71
PMC5039809.nxml.gz_sentence_info.txt	147	73
PMC5041052.nxml.gz_sentence_info.txt	177	144
PMC5042197.nxml.gz_sentence_info.txt	110	59
PMC5045149.nxml.gz_sentence_info.txt	244	182
PMC5045784.nxml.gz_sentence_info.txt	95	53
PMC5051327.nxml.gz_sentence_info.txt	85	48
PMC5051406.nxml.gz_sentence_info.txt	96	31
PMC5052464.nxml.gz_sentence_info.txt	161	86
PMC5054480.nxml.gz_sentence_info.txt	161	91
PMC5054850.nxml.gz_sentence_info.txt	122	58
PMC5054961.nxml.gz_sentence_info.txt	161	76
PMC5058640.nxml.gz_sentence_info.txt	91	55
PMC5059968.nxml.gz_sentence_info.txt	308	196
PMC5059985.nxml.gz_sentence_info.txt	164	80
PMC5062299.nxml.gz_sentence_info.txt	2	0
PMC5062906.nxml.gz_sentence_info.txt	385	162
PMC5064894.nxml.gz_sentence_info.txt	197	64
PMC5065689.nxml.gz_sentence_info.txt	215	149
PMC5069446.nxml.gz_sentence_info.txt	232	167
PMC5070159.nxml.gz_sentence_info.txt	110	63
PMC5073052.nxml.gz_sentence_info.txt	178	87
PMC5073590.nxml.gz_sentence_info.txt	144	84
PMC5073870.nxml.gz_sentence_info.txt	317	128
PMC5084009.nxml.gz_sentence_info.txt	160	87
PMC5084016.nxml.gz_sentence_info.txt	223	174
PMC5084028.nxml.gz_sentence_info.txt	169	124
PMC5084041.nxml.gz_sentence_info.txt	159	82
PMC5084734.nxml.gz_sentence_info.txt	196	153
PMC5085625.nxml.gz_sentence_info.txt	177	109
PMC5088205.nxml.gz_sentence_info.txt	328	160
PMC5089547.nxml.gz_sentence_info.txt	236	140
PMC5090877.nxml.gz_sentence_info.txt	291	130
PMC5091916.nxml.gz_sentence_info.txt	764	305
PMC5093227.nxml.gz_sentence_info.txt	104	33
PMC5093279.nxml.gz_sentence_info.txt	257	203
PMC5093678.nxml.gz_sentence_info.txt	191	61
PMC5094567.nxml.gz_sentence_info.txt	265	140
PMC5095257.nxml.gz_sentence_info.txt	99	60
PMC5096291.nxml.gz_sentence_info.txt	214	109
PMC5100620.nxml.gz_sentence_info.txt	176	71
PMC5100627.nxml.gz_sentence_info.txt	187	118
PMC5108118.nxml.gz_sentence_info.txt	141	54
PMC5110566.nxml.gz_sentence_info.txt	88	79
PMC5115165.nxml.gz_sentence_info.txt	139	79
PMC5116101.nxml.gz_sentence_info.txt	236	116
PMC5117700.nxml.gz_sentence_info.txt	110	37
PMC5118763.nxml.gz_sentence_info.txt	207	89
PMC5118969.nxml.gz_sentence_info.txt	107	51
PMC5119728.nxml.gz_sentence_info.txt	290	147
PMC5121137.nxml.gz_sentence_info.txt	100	35
PMC5123236.nxml.gz_sentence_info.txt	150	80
PMC5126873.nxml.gz_sentence_info.txt	163	84
PMC5129285.nxml.gz_sentence_info.txt	470	387
PMC5129897.nxml.gz_sentence_info.txt	195	148
PMC5131456.nxml.gz_sentence_info.txt	237	140
PMC5133057.nxml.gz_sentence_info.txt	130	64
PMC5133065.nxml.gz_sentence_info.txt	157	71
PMC5133238.nxml.gz_sentence_info.txt	57	28
PMC5134748.nxml.gz_sentence_info.txt	98	42
PMC5137891.nxml.gz_sentence_info.txt	185	96
PMC5137972.nxml.gz_sentence_info.txt	239	157
PMC5139761.nxml.gz_sentence_info.txt	83	43
PMC5139892.nxml.gz_sentence_info.txt	266	179
PMC5142354.nxml.gz_sentence_info.txt	185	112
PMC5143410.nxml.gz_sentence_info.txt	39	13
PMC5146866.nxml.gz_sentence_info.txt	110	64
PMC5149655.nxml.gz_sentence_info.txt	164	92
PMC5149661.nxml.gz_sentence_info.txt	160	81
PMC5153572.nxml.gz_sentence_info.txt	191	142
PMC5155676.nxml.gz_sentence_info.txt	139	77
PMC5161647.nxml.gz_sentence_info.txt	206	105
PMC5165167.nxml.gz_sentence_info.txt	151	65
PMC5167470.nxml.gz_sentence_info.txt	108	100
PMC5168650.nxml.gz_sentence_info.txt	205	117
PMC5183755.nxml.gz_sentence_info.txt	187	96
PMC5187359.nxml.gz_sentence_info.txt	335	183
PMC5187820.nxml.gz_sentence_info.txt	109	83
PMC5188471.nxml.gz_sentence_info.txt	45	35
PMC5206289.nxml.gz_sentence_info.txt	191	126
PMC520832.nxml.gz_sentence_info.txt	144	60
PMC5215441.nxml.gz_sentence_info.txt	274	125
PMC5215617.nxml.gz_sentence_info.txt	140	55
PMC5216258.nxml.gz_sentence_info.txt	258	198
PMC5216338.nxml.gz_sentence_info.txt	258	106
PMC5219667.nxml.gz_sentence_info.txt	213	122
PMC5223368.nxml.gz_sentence_info.txt	203	127
PMC5226708.nxml.gz_sentence_info.txt	93	78
PMC5232347.nxml.gz_sentence_info.txt	275	155
PMC5240436.nxml.gz_sentence_info.txt	122	62
PMC5240907.nxml.gz_sentence_info.txt	146	75
PMC5241009.nxml.gz_sentence_info.txt	308	207
PMC5241768.nxml.gz_sentence_info.txt	479	354
PMC5243874.nxml.gz_sentence_info.txt	102	65
PMC5264377.nxml.gz_sentence_info.txt	110	58
PMC5273824.nxml.gz_sentence_info.txt	121	48
PMC5279975.nxml.gz_sentence_info.txt	240	115
PMC5282623.nxml.gz_sentence_info.txt	151	60
PMC5283658.nxml.gz_sentence_info.txt	233	91
PMC5286846.nxml.gz_sentence_info.txt	199	94
PMC5291080.nxml.gz_sentence_info.txt	174	93
PMC5291430.nxml.gz_sentence_info.txt	331	160
PMC5291557.nxml.gz_sentence_info.txt	122	61
PMC5292182.nxml.gz_sentence_info.txt	280	200
PMC5292192.nxml.gz_sentence_info.txt	110	56
PMC5295046.nxml.gz_sentence_info.txt	191	107
PMC5295118.nxml.gz_sentence_info.txt	164	68
PMC5295525.nxml.gz_sentence_info.txt	120	64
PMC5298530.nxml.gz_sentence_info.txt	55	17
PMC5303734.nxml.gz_sentence_info.txt	241	97
PMC5307851.nxml.gz_sentence_info.txt	332	123
PMC5307888.nxml.gz_sentence_info.txt	152	83
PMC5310660.nxml.gz_sentence_info.txt	91	52
PMC5318550.nxml.gz_sentence_info.txt	182	113
PMC5319084.nxml.gz_sentence_info.txt	94	54
PMC5320754.nxml.gz_sentence_info.txt	277	163
PMC5322422.nxml.gz_sentence_info.txt	123	64
PMC5325195.nxml.gz_sentence_info.txt	244	126
PMC5325607.nxml.gz_sentence_info.txt	270	103
PMC5325830.nxml.gz_sentence_info.txt	220	196
PMC5327873.nxml.gz_sentence_info.txt	377	228
PMC5328737.nxml.gz_sentence_info.txt	105	41
PMC5331611.nxml.gz_sentence_info.txt	152	64
PMC5332195.nxml.gz_sentence_info.txt	227	89
PMC5332602.nxml.gz_sentence_info.txt	284	104
PMC5334760.nxml.gz_sentence_info.txt	162	82
PMC5337314.nxml.gz_sentence_info.txt	131	70
PMC5337401.nxml.gz_sentence_info.txt	162	100
PMC5338078.nxml.gz_sentence_info.txt	125	42
PMC5340372.nxml.gz_sentence_info.txt	150	87
PMC5343397.nxml.gz_sentence_info.txt	145	64
PMC5345907.nxml.gz_sentence_info.txt	367	174
PMC5347102.nxml.gz_sentence_info.txt	579	381
PMC5350159.nxml.gz_sentence_info.txt	256	103
PMC5350457.nxml.gz_sentence_info.txt	205	148
PMC5351166.nxml.gz_sentence_info.txt	210	121
PMC5351212.nxml.gz_sentence_info.txt	316	144
PMC5357333.nxml.gz_sentence_info.txt	159	84
PMC5359797.nxml.gz_sentence_info.txt	198	98
PMC5359891.nxml.gz_sentence_info.txt	167	68
PMC5367805.nxml.gz_sentence_info.txt	237	147
PMC5368580.nxml.gz_sentence_info.txt	195	82
PMC5369775.nxml.gz_sentence_info.txt	191	93
PMC5371275.nxml.gz_sentence_info.txt	134	73
PMC5371292.nxml.gz_sentence_info.txt	358	115
PMC5371920.nxml.gz_sentence_info.txt	206	157
PMC5372136.nxml.gz_sentence_info.txt	97	37
PMC5372327.nxml.gz_sentence_info.txt	139	74
PMC5372860.nxml.gz_sentence_info.txt	136	82
PMC5372879.nxml.gz_sentence_info.txt	108	45
PMC5372933.nxml.gz_sentence_info.txt	128	66
PMC5379504.nxml.gz_sentence_info.txt	153	95
PMC5380514.nxml.gz_sentence_info.txt	144	69
PMC5381088.nxml.gz_sentence_info.txt	154	90
PMC5381535.nxml.gz_sentence_info.txt	205	108
PMC5384134.nxml.gz_sentence_info.txt	223	122
PMC5385335.nxml.gz_sentence_info.txt	251	114
PMC5385921.nxml.gz_sentence_info.txt	145	74
PMC5386978.nxml.gz_sentence_info.txt	222	97
PMC5387697.nxml.gz_sentence_info.txt	164	135
PMC5387760.nxml.gz_sentence_info.txt	198	83
PMC5391584.nxml.gz_sentence_info.txt	149	80
PMC5392925.nxml.gz_sentence_info.txt	173	60
PMC5393280.nxml.gz_sentence_info.txt	184	94
PMC5396145.nxml.gz_sentence_info.txt	295	84
PMC5396370.nxml.gz_sentence_info.txt	169	82
PMC5404142.nxml.gz_sentence_info.txt	169	87
PMC5405075.nxml.gz_sentence_info.txt	110	83
PMC5405375.nxml.gz_sentence_info.txt	171	81
PMC5408281.nxml.gz_sentence_info.txt	178	93
PMC5409656.nxml.gz_sentence_info.txt	201	103
PMC5410409.nxml.gz_sentence_info.txt	212	171
PMC5414300.nxml.gz_sentence_info.txt	209	70
PMC5415431.nxml.gz_sentence_info.txt	201	108
PMC5417583.nxml.gz_sentence_info.txt	175	131
PMC5418719.nxml.gz_sentence_info.txt	142	71
PMC5419021.nxml.gz_sentence_info.txt	101	83
PMC5420136.nxml.gz_sentence_info.txt	295	180
PMC5420151.nxml.gz_sentence_info.txt	229	114
PMC5421133.nxml.gz_sentence_info.txt	208	117
PMC5424337.nxml.gz_sentence_info.txt	173	109
PMC5424401.nxml.gz_sentence_info.txt	412	287
PMC5426325.nxml.gz_sentence_info.txt	166	90
PMC5431557.nxml.gz_sentence_info.txt	123	65
PMC5433134.nxml.gz_sentence_info.txt	184	103
PMC5434576.nxml.gz_sentence_info.txt	157	101
PMC5434919.nxml.gz_sentence_info.txt	347	176
PMC5436890.nxml.gz_sentence_info.txt	204	90
PMC5437202.nxml.gz_sentence_info.txt	169	103
PMC5437650.nxml.gz_sentence_info.txt	224	94
PMC5439533.nxml.gz_sentence_info.txt	158	71
PMC5441368.nxml.gz_sentence_info.txt	188	88
PMC5441441.nxml.gz_sentence_info.txt	129	72
PMC5442204.nxml.gz_sentence_info.txt	131	40
PMC5442804.nxml.gz_sentence_info.txt	443	129
PMC5443512.nxml.gz_sentence_info.txt	229	124
PMC5444625.nxml.gz_sentence_info.txt	449	160
PMC5445052.nxml.gz_sentence_info.txt	167	77
PMC5445501.nxml.gz_sentence_info.txt	394	240
PMC5445671.nxml.gz_sentence_info.txt	173	98
PMC5445675.nxml.gz_sentence_info.txt	154	62
PMC5448387.nxml.gz_sentence_info.txt	130	59
PMC544881.nxml.gz_sentence_info.txt	136	77
PMC5452160.nxml.gz_sentence_info.txt	239	121
PMC5457543.nxml.gz_sentence_info.txt	214	102
PMC5468564.nxml.gz_sentence_info.txt	128	59
PMC5470056.nxml.gz_sentence_info.txt	348	172
PMC5471582.nxml.gz_sentence_info.txt	132	55
PMC5471716.nxml.gz_sentence_info.txt	181	132
PMC5472316.nxml.gz_sentence_info.txt	348	154
PMC5473979.nxml.gz_sentence_info.txt	144	65
PMC5474873.nxml.gz_sentence_info.txt	197	108
PMC5482199.nxml.gz_sentence_info.txt	148	80
PMC5483961.nxml.gz_sentence_info.txt	248	77
PMC5483985.nxml.gz_sentence_info.txt	101	62
PMC5484502.nxml.gz_sentence_info.txt	212	88
PMC5485024.nxml.gz_sentence_info.txt	182	96
PMC5485039.nxml.gz_sentence_info.txt	234	150
PMC5485170.nxml.gz_sentence_info.txt	221	166
PMC5486026.nxml.gz_sentence_info.txt	174	88
PMC5486996.nxml.gz_sentence_info.txt	140	92
PMC5487839.nxml.gz_sentence_info.txt	393	344
PMC5489519.nxml.gz_sentence_info.txt	143	77
PMC5496067.nxml.gz_sentence_info.txt	298	140
PMC5501061.nxml.gz_sentence_info.txt	11	2
PMC5504744.nxml.gz_sentence_info.txt	197	97
PMC5510234.nxml.gz_sentence_info.txt	103	82
PMC5511638.nxml.gz_sentence_info.txt	309	196
PMC5513133.nxml.gz_sentence_info.txt	271	181
PMC5513447.nxml.gz_sentence_info.txt	148	96
PMC5513591.nxml.gz_sentence_info.txt	187	88
PMC5514114.nxml.gz_sentence_info.txt	193	98
PMC5516245.nxml.gz_sentence_info.txt	332	163
PMC5519616.nxml.gz_sentence_info.txt	124	72
PMC5519748.nxml.gz_sentence_info.txt	180	64
PMC5521778.nxml.gz_sentence_info.txt	295	88
PMC5523023.nxml.gz_sentence_info.txt	140	105
PMC5524288.nxml.gz_sentence_info.txt	139	67
PMC5526786.nxml.gz_sentence_info.txt	138	103
PMC5526977.nxml.gz_sentence_info.txt	360	144
PMC5531500.nxml.gz_sentence_info.txt	206	83
PMC5537520.nxml.gz_sentence_info.txt	93	80
PMC5537884.nxml.gz_sentence_info.txt	124	67
PMC5537904.nxml.gz_sentence_info.txt	186	96
PMC5538262.nxml.gz_sentence_info.txt	158	101
PMC5539663.nxml.gz_sentence_info.txt	107	54
PMC5539754.nxml.gz_sentence_info.txt	179	94
PMC5540678.nxml.gz_sentence_info.txt	123	74
PMC5541627.nxml.gz_sentence_info.txt	112	45
PMC5543438.nxml.gz_sentence_info.txt	196	128
PMC5546866.nxml.gz_sentence_info.txt	153	62
PMC5547508.nxml.gz_sentence_info.txt	174	60
PMC5551222.nxml.gz_sentence_info.txt	155	92
PMC5552255.nxml.gz_sentence_info.txt	143	108
PMC555773.nxml.gz_sentence_info.txt	291	211
PMC5562975.nxml.gz_sentence_info.txt	206	123
PMC5576167.nxml.gz_sentence_info.txt	107	70
PMC5576377.nxml.gz_sentence_info.txt	257	122
PMC5578746.nxml.gz_sentence_info.txt	243	138
PMC5579643.nxml.gz_sentence_info.txt	188	148
PMC5580292.nxml.gz_sentence_info.txt	164	63
PMC5585984.nxml.gz_sentence_info.txt	153	95
PMC5587553.nxml.gz_sentence_info.txt	165	99
PMC5590183.nxml.gz_sentence_info.txt	165	99
PMC5593991.nxml.gz_sentence_info.txt	290	161
PMC5594587.nxml.gz_sentence_info.txt	202	153
PMC5603094.nxml.gz_sentence_info.txt	131	68
PMC5606134.nxml.gz_sentence_info.txt	221	137
PMC5612564.nxml.gz_sentence_info.txt	184	54
PMC5621069.nxml.gz_sentence_info.txt	175	109
PMC5621970.nxml.gz_sentence_info.txt	87	38
PMC5623264.nxml.gz_sentence_info.txt	141	90
PMC5623322.nxml.gz_sentence_info.txt	152	48
PMC5623491.nxml.gz_sentence_info.txt	179	52
PMC5626729.nxml.gz_sentence_info.txt	278	63
PMC5627472.nxml.gz_sentence_info.txt	140	114
PMC5634437.nxml.gz_sentence_info.txt	334	185
