	OBO_ID	OBO_LABEL	ENRICHMENT_P_VALUE	TOTAL_POPULATION	TOTAL_SUCCESSES	TOTAL_VITAMIN_D_GENE_LIST	TOTAL_SUCCESSES_IN_VITAMIN_D_GENE_LIST	BONFERRONI_CRRECTION_P_VALUE	BONFERRONI_CRRECTION_P_VALUE_REJECT	BH_CRRECTION_P_VALUE	BH_CRRECTION_P_VALUE_REJECT
13955	UBERON_0014537	periamygdaloid cortex	0.1582673225082786	327724	1	51868	1	1.0	False	0.3342218204141381	False
13957	PR_000003844	anterior gradient protein 3	0.1582673225082786	327724	1	51868	1	1.0	False	0.3342218204141381	False
9372	PR_000007764	GA-binding protein subunit beta-1	0.1582673225082786	327724	1	51868	1	1.0	False	0.3342218204141381	False
14017	UBERON_0016925	juxtaductal region of aortic arch	0.1582673225082786	327724	1	51868	1	1.0	False	0.3342218204141381	False
14016	GO_0042781	3'-tRNA processing endoribonuclease activity	0.1582673225082786	327724	1	51868	1	1.0	False	0.3342218204141381	False
14012	GO_0042381	hemolymph coagulation	0.1582673225082786	327724	1	51868	1	1.0	False	0.3342218204141381	False
10358	CHEBI_7716	Obtusifolin 2-glucoside	0.1582673225082786	327724	1	51868	1	1.0	False	0.3342218204141381	False
14002	CHEBI_15761	N-methylpyridinium	0.1582673225082786	327724	1	51868	1	1.0	False	0.3342218204141381	False
14001	CHEBI_53724	poly(chloroprene) macromolecule	0.1582673225082786	327724	1	51868	1	1.0	False	0.3342218204141381	False
12324	PR_000016959	ubiquitin-associated protein 2	0.1582673225082786	327724	1	51868	1	1.0	False	0.3342218204141381	False
13997	GO_0006516	glycoprotein catabolic process	0.1582673225082786	327724	1	51868	1	1.0	False	0.3342218204141381	False
12327	GO_0035985	senescence-associated heterochromatin focus	0.1582673225082786	327724	1	51868	1	1.0	False	0.3342218204141381	False
12329	UBERON_0012170	core of nucleus accumbens	0.1582673225082786	327724	1	51868	1	1.0	False	0.3342218204141381	False
13993	CHEBI_73316	2'-deoxyribonucleoside 5'-diphosphate(3-)	0.1582673225082786	327724	1	51868	1	1.0	False	0.3342218204141381	False
13878	GO_0007635	chemosensory behavior	0.1582673225082786	327724	1	51868	1	1.0	False	0.3342218204141381	False
9388	GO_1904651	positive regulation of fat cell apoptotic process	0.1582673225082786	327724	1	51868	1	1.0	False	0.3342218204141381	False
13982	CHEBI_84369	cladoniamide D	0.1582673225082786	327724	1	51868	1	1.0	False	0.3342218204141381	False
9392	GO_0010438	cellular response to sulfur starvation	0.1582673225082786	327724	1	51868	1	1.0	False	0.3342218204141381	False
12331	GO_0070493	thrombin-activated receptor signaling pathway	0.1582673225082786	327724	1	51868	1	1.0	False	0.3342218204141381	False
12332	CL_0002175	primary follicular cell of ovary	0.1582673225082786	327724	1	51868	1	1.0	False	0.3342218204141381	False
9398	GO_0098627	protein arginine phosphatase activity	0.1582673225082786	327724	1	51868	1	1.0	False	0.3342218204141381	False
9399	GO_0003017	lymph circulation	0.1582673225082786	327724	1	51868	1	1.0	False	0.3342218204141381	False
12336	CL_0000052	totipotent stem cell	0.1582673225082786	327724	1	51868	1	1.0	False	0.3342218204141381	False
9405	PR_000010425	proliferation marker protein Ki-67	0.1582673225082786	327724	1	51868	1	1.0	False	0.3342218204141381	False
13972	PR_000010043	E3 ubiquitin-protein transferase MAEA	0.1582673225082786	327724	1	51868	1	1.0	False	0.3342218204141381	False
10351	PR_000007061	echinoderm microtubule-associated protein-like 6	0.1582673225082786	327724	1	51868	1	1.0	False	0.3342218204141381	False
12346	UBERON_0013777	skin of palm of manus	0.1582673225082786	327724	1	51868	1	1.0	False	0.3342218204141381	False
13967	PR_000000224	Muellerian-inhibiting factor sequence variant R123W (human)	0.1582673225082786	327724	1	51868	1	1.0	False	0.3342218204141381	False
13990	CHEBI_62063	chondroitin sulfate E anion	0.1582673225082786	327724	1	51868	1	1.0	False	0.3342218204141381	False
10326	PR_000003299	lymphocyte antigen 96 isoform 1, signal peptide removed N-glycosylated 1	0.1582673225082786	327724	1	51868	1	1.0	False	0.3342218204141381	False
9480	CHEBI_86612	dihydroferulic acid	0.1582673225082786	327724	1	51868	1	1.0	False	0.3342218204141381	False
9484	CHEBI_29153	Phe-tRNA(Phe)	0.1582673225082786	327724	1	51868	1	1.0	False	0.3342218204141381	False
9543	UBERON_0004368	Reichert's cartilage	0.1582673225082786	327724	1	51868	1	1.0	False	0.3342218204141381	False
12387	CHEBI_53613	2,5-dimethyl-p-phenylenediamine	0.1582673225082786	327724	1	51868	1	1.0	False	0.3342218204141381	False
9544	CHEBI_27415	(+-)-2-(4'-isobutylphenyl)propionitrile	0.1582673225082786	327724	1	51868	1	1.0	False	0.3342218204141381	False
13779	GO_0032158	septin band	0.1582673225082786	327724	1	51868	1	1.0	False	0.3342218204141381	False
13777	PR_000005955	centrosome and spindle pole-associated protein 1	0.1582673225082786	327724	1	51868	1	1.0	False	0.3342218204141381	False
12392	CHEBI_2746	Anopterine	0.1582673225082786	327724	1	51868	1	1.0	False	0.3342218204141381	False
13774	GO_0009780	photosynthetic NADP+ reduction	0.1582673225082786	327724	1	51868	1	1.0	False	0.3342218204141381	False
13772	CHEBI_24909	hydrocarbyladenosine	0.1582673225082786	327724	1	51868	1	1.0	False	0.3342218204141381	False
13768	SO_0001084	non_terminal_residue	0.1582673225082786	327724	1	51868	1	1.0	False	0.3342218204141381	False
13755	GO_0042447	hormone catabolic process	0.1582673225082786	327724	1	51868	1	1.0	False	0.3342218204141381	False
9558	CHEBI_50810	boron-carbon-nitrogen nanotube	0.1582673225082786	327724	1	51868	1	1.0	False	0.3342218204141381	False
9562	CHEBI_48274	tryptamine alkaloid	0.1582673225082786	327724	1	51868	1	1.0	False	0.3342218204141381	False
13783	GO_0050776	regulation of immune response	0.1582673225082786	327724	1	51868	1	1.0	False	0.3342218204141381	False
13754	GO_0006313	transposition, DNA-mediated	0.1582673225082786	327724	1	51868	1	1.0	False	0.3342218204141381	False
13750	GO_0034399	nuclear periphery	0.1582673225082786	327724	1	51868	1	1.0	False	0.3342218204141381	False
9566	GO_0014029	neural crest formation	0.1582673225082786	327724	1	51868	1	1.0	False	0.3342218204141381	False
9568	PR_000015055	equilibrative nucleoside transporter 2	0.1582673225082786	327724	1	51868	1	1.0	False	0.3342218204141381	False
13749	CHEBI_35112	barium monohydroxide	0.1582673225082786	327724	1	51868	1	1.0	False	0.3342218204141381	False
13746	GO_0051122	hepoxilin biosynthetic process	0.1582673225082786	327724	1	51868	1	1.0	False	0.3342218204141381	False
13745	GO_0097446	protein localization to eisosome filament	0.1582673225082786	327724	1	51868	1	1.0	False	0.3342218204141381	False
12394	PR_000017166	ubiquitin carboxyl-terminal hydrolase 28	0.1582673225082786	327724	1	51868	1	1.0	False	0.3342218204141381	False
9576	UBERON_0005417	forelimb bud	0.1582673225082786	327724	1	51868	1	1.0	False	0.3342218204141381	False
12401	SO_0000237	transcript_attribute	0.1582673225082786	327724	1	51868	1	1.0	False	0.3342218204141381	False
13742	GO_0043514	interleukin-12 complex	0.1582673225082786	327724	1	51868	1	1.0	False	0.3342218204141381	False
13734	CHEBI_48355	non-polar solvent	0.1582673225082786	327724	1	51868	1	1.0	False	0.3342218204141381	False
13724	PR_000029493	probable fibrosin-1	0.1582673225082786	327724	1	51868	1	1.0	False	0.3342218204141381	False
13753	GO_0030034	microvillar actin bundle assembly	0.1582673225082786	327724	1	51868	1	1.0	False	0.3342218204141381	False
13722	CHEBI_9656	Tremetone	0.1582673225082786	327724	1	51868	1	1.0	False	0.3342218204141381	False
13784	CHEBI_31598	Felbinac ethyl	0.1582673225082786	327724	1	51868	1	1.0	False	0.3342218204141381	False
13789	GO_0043409	negative regulation of MAPK cascade	0.1582673225082786	327724	1	51868	1	1.0	False	0.3342218204141381	False
12371	PR_000005830	cleavage and polyadenylation specificity factor subunit 3	0.1582673225082786	327724	1	51868	1	1.0	False	0.3342218204141381	False
13872	GO_0002070	epithelial cell maturation	0.1582673225082786	327724	1	51868	1	1.0	False	0.3342218204141381	False
13868	CHEBI_50696	EC 2.4.1.129 (peptidoglycan glycosyltransferase) inhibitor	0.1582673225082786	327724	1	51868	1	1.0	False	0.3342218204141381	False
13864	GO_0033197	response to vitamin E	0.1582673225082786	327724	1	51868	1	1.0	False	0.3342218204141381	False
12373	CHEBI_73954	8-desmethylnovobiocic acid(1-)	0.1582673225082786	327724	1	51868	1	1.0	False	0.3342218204141381	False
13855	CHEBI_86326	6-O-sulfo-N-acetyl-beta-D-glucosaminyl-(1->6)-[beta-D-galactosyl-(1->3)]-N-acetyl-alpha-D-galactosaminyl group	0.1582673225082786	327724	1	51868	1	1.0	False	0.3342218204141381	False
12377	PR_000014866	sialic acid-binding Ig-like lectin 12	0.1582673225082786	327724	1	51868	1	1.0	False	0.3342218204141381	False
10316	CHEBI_35568	mancude ring	0.1582673225082786	327724	1	51868	1	1.0	False	0.3342218204141381	False
13841	PR_000004529	Axin-1 up-regulated gene 1 protein	0.1582673225082786	327724	1	51868	1	1.0	False	0.3342218204141381	False
9506	PR_000009310	kinesin-like protein KIF2C	0.1582673225082786	327724	1	51868	1	1.0	False	0.3342218204141381	False
13838	UBERON_0001409	semispinalis capitis	0.1582673225082786	327724	1	51868	1	1.0	False	0.3342218204141381	False
10315	CHEBI_63778	CMP-pseudaminic acid	0.1582673225082786	327724	1	51868	1	1.0	False	0.3342218204141381	False
13786	CHEBI_25705	organochlorine insecticide	0.1582673225082786	327724	1	51868	1	1.0	False	0.3342218204141381	False
9522	PR_000016980	ubiquitin-conjugating enzyme E2 K	0.1582673225082786	327724	1	51868	1	1.0	False	0.3342218204141381	False
9525	PR_000008938	intraflagellar transport protein 80	0.1582673225082786	327724	1	51868	1	1.0	False	0.3342218204141381	False
13821	GO_0019812	type I site-specific deoxyribonuclease complex	0.1582673225082786	327724	1	51868	1	1.0	False	0.3342218204141381	False
10314	PR_000017351	inactive serine/threonine-protein kinase VRK3	0.1582673225082786	327724	1	51868	1	1.0	False	0.3342218204141381	False
13814	GO_0030104	water homeostasis	0.1582673225082786	327724	1	51868	1	1.0	False	0.3342218204141381	False
13811	UBERON_0001395	thoraco-acromial artery	0.1582673225082786	327724	1	51868	1	1.0	False	0.3342218204141381	False
13810	PR_000009122	inositol-3-phosphate synthase 1	0.1582673225082786	327724	1	51868	1	1.0	False	0.3342218204141381	False
13809	CHEBI_35258	glyco-amino acid	0.1582673225082786	327724	1	51868	1	1.0	False	0.3342218204141381	False
13803	CL_0000848	microvillous olfactory receptor neuron	0.1582673225082786	327724	1	51868	1	1.0	False	0.3342218204141381	False
9538	CHEBI_4066	cytochrome c-553	0.1582673225082786	327724	1	51868	1	1.0	False	0.3342218204141381	False
13801	CHEBI_72613	16-HDoHE	0.1582673225082786	327724	1	51868	1	1.0	False	0.3342218204141381	False
13798	UBERON_0011795	remex feather	0.1582673225082786	327724	1	51868	1	1.0	False	0.3342218204141381	False
12385	GO_0071939	vitamin A import	0.1582673225082786	327724	1	51868	1	1.0	False	0.3342218204141381	False
13830	GO_0002525	acute inflammatory response to non-antigenic stimulus	0.1582673225082786	327724	1	51868	1	1.0	False	0.3342218204141381	False
14019	CHEBI_68829	[alpha-D-GalNAc-(1->4)]4-alpha-D-GalNAc-(1->3)-alpha-D-diNAcBac-tritrans,heptacis-undecaprenyl diphosphate	0.1582673225082786	327724	1	51868	1	1.0	False	0.3342218204141381	False
13382	GO_0019284	L-methionine salvage from S-adenosylmethionine	0.1582673225082786	327724	1	51868	1	1.0	False	0.3342218204141381	False
13373	GO_2000351	regulation of endothelial cell apoptotic process	0.1582673225082786	327724	1	51868	1	1.0	False	0.3342218204141381	False
13005	CHEBI_37763	elemental silicon	0.1582673225082786	327724	1	51868	1	1.0	False	0.3342218204141381	False
13003	UBERON_0003658	hip muscle	0.1582673225082786	327724	1	51868	1	1.0	False	0.3342218204141381	False
12996	UBERON_0004292	cardiac skeleton	0.1582673225082786	327724	1	51868	1	1.0	False	0.3342218204141381	False
12995	UBERON_0014473	precentral fissure of cerebellum	0.1582673225082786	327724	1	51868	1	1.0	False	0.3342218204141381	False
12992	CHEBI_22927	bromine atom	0.1582673225082786	327724	1	51868	1	1.0	False	0.3342218204141381	False
12976	CHEBI_83920	4-(4-chlorophenyl)-2-phenyl-2-(1,2,4-triazol-1-ylmethyl)butanenitrile	0.1582673225082786	327724	1	51868	1	1.0	False	0.3342218204141381	False
10001	GO_0043624	cellular protein complex disassembly	0.1582673225082786	327724	1	51868	1	1.0	False	0.3342218204141381	False
12975	GO_0046246	terpene biosynthetic process	0.1582673225082786	327724	1	51868	1	1.0	False	0.3342218204141381	False
10003	SO_0000207	simple_sequence_length_variation	0.1582673225082786	327724	1	51868	1	1.0	False	0.3342218204141381	False
10185	CL_0002446	Ly49CI-negative natural killer cell, mouse	0.1582673225082786	327724	1	51868	1	1.0	False	0.3342218204141381	False
12974	UBERON_0014454	visceral abdominal adipose tissue	0.1582673225082786	327724	1	51868	1	1.0	False	0.3342218204141381	False
12971	PR_000029950	glutathione S-transferase pi	0.1582673225082786	327724	1	51868	1	1.0	False	0.3342218204141381	False
10182	GO_0015883	FAD transport	0.1582673225082786	327724	1	51868	1	1.0	False	0.3342218204141381	False
12966	PR_000008305	glutathione S-transferase theta-1	0.1582673225082786	327724	1	51868	1	1.0	False	0.3342218204141381	False
10010	GO_0044311	exoneme	0.1582673225082786	327724	1	51868	1	1.0	False	0.3342218204141381	False
10014	CHEBI_42017	2,4-dinitrophenol	0.1582673225082786	327724	1	51868	1	1.0	False	0.3342218204141381	False
10017	GO_0040029	regulation of gene expression, epigenetic	0.1582673225082786	327724	1	51868	1	1.0	False	0.3342218204141381	False
12964	CHEBI_51270	tetracenes	0.1582673225082786	327724	1	51868	1	1.0	False	0.3342218204141381	False
10179	UBERON_0001472	vaginal venous plexus	0.1582673225082786	327724	1	51868	1	1.0	False	0.3342218204141381	False
12961	CHEBI_520985	almotriptan	0.1582673225082786	327724	1	51868	1	1.0	False	0.3342218204141381	False
12673	PR_000015069	solute carrier family 2, facilitated glucose transporter member 6	0.1582673225082786	327724	1	51868	1	1.0	False	0.3342218204141381	False
12953	GO_0001825	blastocyst formation	0.1582673225082786	327724	1	51868	1	1.0	False	0.3342218204141381	False
10172	CHEBI_50049	D-cystyl group	0.1582673225082786	327724	1	51868	1	1.0	False	0.3342218204141381	False
12950	GO_0033096	amyloplast envelope	0.1582673225082786	327724	1	51868	1	1.0	False	0.3342218204141381	False
12946	GO_0030056	hemidesmosome	0.1582673225082786	327724	1	51868	1	1.0	False	0.3342218204141381	False
9991	SO_0000686	translocation_element	0.1582673225082786	327724	1	51868	1	1.0	False	0.3342218204141381	False
13008	PR_000015616	SLIT-ROBO Rho GTPase-activating protein 2	0.1582673225082786	327724	1	51868	1	1.0	False	0.3342218204141381	False
9989	GO_0010208	pollen wall assembly	0.1582673225082786	327724	1	51868	1	1.0	False	0.3342218204141381	False
12657	PR_000013194	peroxiredoxin-4	0.1582673225082786	327724	1	51868	1	1.0	False	0.3342218204141381	False
13060	UBERON_0003543	left lung respiratory bronchiole	0.1582673225082786	327724	1	51868	1	1.0	False	0.3342218204141381	False
9944	UBERON_0007316	deep external pudendal artery	0.1582673225082786	327724	1	51868	1	1.0	False	0.3342218204141381	False
12649	GO_0060441	epithelial tube branching involved in lung morphogenesis	0.1582673225082786	327724	1	51868	1	1.0	False	0.3342218204141381	False
9946	CHEBI_81454	gamma-L-Glutamyl-4-amino-2-hydroxybutyryl-[acp]	0.1582673225082786	327724	1	51868	1	1.0	False	0.3342218204141381	False
13047	GO_0033321	homomethionine metabolic process	0.1582673225082786	327724	1	51868	1	1.0	False	0.3342218204141381	False
13039	PR_000009896	phosphatidate phosphatase LPIN3	0.1582673225082786	327724	1	51868	1	1.0	False	0.3342218204141381	False
13037	CHEBI_24311	glutaconyl-CoA	0.1582673225082786	327724	1	51868	1	1.0	False	0.3342218204141381	False
9955	PR_000010515	2-acylglycerol O-acyltransferase 1	0.1582673225082786	327724	1	51868	1	1.0	False	0.3342218204141381	False
13036	CHEBI_75599	EC 6.3.2.2 (glutamate--cysteine ligase) inhibitor	0.1582673225082786	327724	1	51868	1	1.0	False	0.3342218204141381	False
9958	CHEBI_36047	antibacterial drug	0.1582673225082786	327724	1	51868	1	1.0	False	0.3342218204141381	False
13035	CHEBI_85647	avilamycin A precursor	0.1582673225082786	327724	1	51868	1	1.0	False	0.3342218204141381	False
13032	CHEBI_8427	probucol	0.1582673225082786	327724	1	51868	1	1.0	False	0.3342218204141381	False
12945	GO_0036370	D-alanyl carrier activity	0.1582673225082786	327724	1	51868	1	1.0	False	0.3342218204141381	False
12653	UBERON_0004752	palatoquadrate cartilage	0.1582673225082786	327724	1	51868	1	1.0	False	0.3342218204141381	False
9971	UBERON_0002148	locus ceruleus	0.1582673225082786	327724	1	51868	1	1.0	False	0.3342218204141381	False
13029	UBERON_0003588	forelimb connective tissue	0.1582673225082786	327724	1	51868	1	1.0	False	0.3342218204141381	False
9973	UBERON_0003888	extraembryonic coelomic cavity	0.1582673225082786	327724	1	51868	1	1.0	False	0.3342218204141381	False
9974	GO_2000425	regulation of apoptotic cell clearance	0.1582673225082786	327724	1	51868	1	1.0	False	0.3342218204141381	False
13022	CHEBI_61368	1-stannylbutan-2-ols	0.1582673225082786	327724	1	51868	1	1.0	False	0.3342218204141381	False
9980	GO_0051695	actin filament uncapping	0.1582673225082786	327724	1	51868	1	1.0	False	0.3342218204141381	False
12655	PR_000009740	L-lactate dehydrogenase A-like 6A	0.1582673225082786	327724	1	51868	1	1.0	False	0.3342218204141381	False
10190	GO_0045053	protein retention in Golgi apparatus	0.1582673225082786	327724	1	51868	1	1.0	False	0.3342218204141381	False
10188	PR_000010940	NEDD4-binding protein 2-like 2	0.1582673225082786	327724	1	51868	1	1.0	False	0.3342218204141381	False
13018	CHEBI_82701	idelalisib	0.1582673225082786	327724	1	51868	1	1.0	False	0.3342218204141381	False
13017	PR_000016523	tensin-4	0.1582673225082786	327724	1	51868	1	1.0	False	0.3342218204141381	False
13016	PR_000014070	RING finger protein 113B	0.1582673225082786	327724	1	51868	1	1.0	False	0.3342218204141381	False
13030	CHEBI_30853	glycyrrhetinic acid	0.1582673225082786	327724	1	51868	1	1.0	False	0.3342218204141381	False
10171	PR_000025444	transcriptional regulatory protein PhoP isoform 1	0.1582673225082786	327724	1	51868	1	1.0	False	0.3342218204141381	False
12940	CHEBI_28704	glycogen (amylose chain)n-[(1->6)-amylose chain]4	0.1582673225082786	327724	1	51868	1	1.0	False	0.3342218204141381	False
12685	PR_000004131	apoptosis inhibitor 5	0.1582673225082786	327724	1	51868	1	1.0	False	0.3342218204141381	False
10070	GO_1900160	plastid DNA packaging	0.1582673225082786	327724	1	51868	1	1.0	False	0.3342218204141381	False
12737	UBERON_0004262	upper leg skin	0.1582673225082786	327724	1	51868	1	1.0	False	0.3342218204141381	False
10073	GO_0035911	descending aorta morphogenesis	0.1582673225082786	327724	1	51868	1	1.0	False	0.3342218204141381	False
12757	UBERON_0014779	liver reticuloendothelial system	0.1582673225082786	327724	1	51868	1	1.0	False	0.3342218204141381	False
12822	GO_2000772	regulation of cellular senescence	0.1582673225082786	327724	1	51868	1	1.0	False	0.3342218204141381	False
10081	GO_0035262	gonad morphogenesis	0.1582673225082786	327724	1	51868	1	1.0	False	0.3342218204141381	False
12811	GO_0019666	nitrogenous compound fermentation	0.1582673225082786	327724	1	51868	1	1.0	False	0.3342218204141381	False
10082	CHEBI_73307	2-amino-5-[(1-methoxy-2-methylindolizin-3-yl)carbonyl]benzoic acid	0.1582673225082786	327724	1	51868	1	1.0	False	0.3342218204141381	False
12810	PR_000008130	golgin subfamily A member 1	0.1582673225082786	327724	1	51868	1	1.0	False	0.3342218204141381	False
10122	CHEBI_50998	trans-2-enoyl-CoA	0.1582673225082786	327724	1	51868	1	1.0	False	0.3342218204141381	False
10086	PR_000004587	beta-1,3-galactosyltransferase 6	0.1582673225082786	327724	1	51868	1	1.0	False	0.3342218204141381	False
12759	CHEBI_29016	arginine	0.1582673225082786	327724	1	51868	1	1.0	False	0.3342218204141381	False
12825	GO_0097356	perinucleolar compartment	0.1582673225082786	327724	1	51868	1	1.0	False	0.3342218204141381	False
12799	SO_0000385	RNase_MRP_RNA	0.1582673225082786	327724	1	51868	1	1.0	False	0.3342218204141381	False
10092	GO_0045178	basal part of cell	0.1582673225082786	327724	1	51868	1	1.0	False	0.3342218204141381	False
12795	GO_0007116	regulation of cell budding	0.1582673225082786	327724	1	51868	1	1.0	False	0.3342218204141381	False
12794	CHEBI_33598	carbocyclic compound	0.1582673225082786	327724	1	51868	1	1.0	False	0.3342218204141381	False
12791	UBERON_0005162	multi cell part structure	0.1582673225082786	327724	1	51868	1	1.0	False	0.3342218204141381	False
12788	CHEBI_46448	ubiquinone-7	0.1582673225082786	327724	1	51868	1	1.0	False	0.3342218204141381	False
10097	GO_0002501	peptide antigen assembly with MHC protein complex	0.1582673225082786	327724	1	51868	1	1.0	False	0.3342218204141381	False
12787	CHEBI_74325	2-[1-(p-chlorophenyl)ethyl]-4,6-dinitrophenol	0.1582673225082786	327724	1	51868	1	1.0	False	0.3342218204141381	False
12778	CHEBI_59778	8-chlorotheophylline(1-)	0.1582673225082786	327724	1	51868	1	1.0	False	0.3342218204141381	False
10105	PR_000007344	FERM, ARHGEF and pleckstrin domain-containing protein 2	0.1582673225082786	327724	1	51868	1	1.0	False	0.3342218204141381	False
10121	GO_1990120	messenger ribonucleoprotein complex assembly	0.1582673225082786	327724	1	51868	1	1.0	False	0.3342218204141381	False
12776	GO_0009415	response to water	0.1582673225082786	327724	1	51868	1	1.0	False	0.3342218204141381	False
12774	CHEBI_68621	boceprevir	0.1582673225082786	327724	1	51868	1	1.0	False	0.3342218204141381	False
12798	GO_0032068	type IV site-specific deoxyribonuclease complex	0.1582673225082786	327724	1	51868	1	1.0	False	0.3342218204141381	False
12644	CHEBI_31050	104-1	0.1582673225082786	327724	1	51868	1	1.0	False	0.3342218204141381	False
12826	CHEBI_38245	methyl (R)-3-hydroxypalmitate	0.1582673225082786	327724	1	51868	1	1.0	False	0.3342218204141381	False
12836	PR_000008529	hairy/enhancer-of-split related with YRPW motif protein 2	0.1582673225082786	327724	1	51868	1	1.0	False	0.3342218204141381	False
12916	GO_0009748	hexokinase-independent signaling	0.1582673225082786	327724	1	51868	1	1.0	False	0.3342218204141381	False
12915	CL_0002469	MHC-II-negative classical monocyte	0.1582673225082786	327724	1	51868	1	1.0	False	0.3342218204141381	False
12912	UBERON_0010229	ruminant esophageal groove	0.1582673225082786	327724	1	51868	1	1.0	False	0.3342218204141381	False
10037	CHEBI_82525	Pronetalol hydrochloride	0.1582673225082786	327724	1	51868	1	1.0	False	0.3342218204141381	False
10160	GO_0009889	regulation of biosynthetic process	0.1582673225082786	327724	1	51868	1	1.0	False	0.3342218204141381	False
10159	UBERON_0011275	nail of manual digit 3	0.1582673225082786	327724	1	51868	1	1.0	False	0.3342218204141381	False
12902	GO_0061624	fructose catabolic process to hydroxyacetone phosphate and glyceraldehyde-3-phosphate	0.1582673225082786	327724	1	51868	1	1.0	False	0.3342218204141381	False
10151	GO_0071601	sphere organelle	0.1582673225082786	327724	1	51868	1	1.0	False	0.3342218204141381	False
10044	GO_0000291	nuclear-transcribed mRNA catabolic process, exonucleolytic	0.1582673225082786	327724	1	51868	1	1.0	False	0.3342218204141381	False
12705	GO_0009746	response to hexose	0.1582673225082786	327724	1	51868	1	1.0	False	0.3342218204141381	False
12898	GO_0051477	mannosylglycerate transmembrane transporter activity	0.1582673225082786	327724	1	51868	1	1.0	False	0.3342218204141381	False
12891	UBERON_0022430	hippocampus cortex cingulum	0.1582673225082786	327724	1	51868	1	1.0	False	0.3342218204141381	False
12735	GO_0035358	regulation of peroxisome proliferator activated receptor signaling pathway	0.1582673225082786	327724	1	51868	1	1.0	False	0.3342218204141381	False
10141	CHEBI_50140	methadone hydrochloride	0.1582673225082786	327724	1	51868	1	1.0	False	0.3342218204141381	False
10140	CHEBI_65655	complestatin A	0.1582673225082786	327724	1	51868	1	1.0	False	0.3342218204141381	False
12874	PR_000012253	PAN2-PAN3 deadenylation complex catalytic subunit PAN2	0.1582673225082786	327724	1	51868	1	1.0	False	0.3342218204141381	False
10053	CHEBI_34310	(24S)-24-hydroxycholesterol	0.1582673225082786	327724	1	51868	1	1.0	False	0.3342218204141381	False
10137	CHEBI_42976	L-glycero-alpha-D-manno-heptopyranose	0.1582673225082786	327724	1	51868	1	1.0	False	0.3342218204141381	False
12869	CHEBI_82846	docosatrienoic acid	0.1582673225082786	327724	1	51868	1	1.0	False	0.3342218204141381	False
12864	GO_0031629	synaptic vesicle fusion to presynaptic active zone membrane	0.1582673225082786	327724	1	51868	1	1.0	False	0.3342218204141381	False
12863	PR_000005843	cellular retinoic acid-binding protein 1	0.1582673225082786	327724	1	51868	1	1.0	False	0.3342218204141381	False
12719	GO_0005912	adherens junction	0.1582673225082786	327724	1	51868	1	1.0	False	0.3342218204141381	False
12852	GO_1990917	ooplasm	0.1582673225082786	327724	1	51868	1	1.0	False	0.3342218204141381	False
10063	PR_000000689	cation channel sperm-associated protein 2 isoform 1	0.1582673225082786	327724	1	51868	1	1.0	False	0.3342218204141381	False
12725	UBERON_0002755	pyramidal decussation	0.1582673225082786	327724	1	51868	1	1.0	False	0.3342218204141381	False
12841	CHEBI_66479	siamenol	0.1582673225082786	327724	1	51868	1	1.0	False	0.3342218204141381	False
12881	PR_000029823	E3 ubiquitin ligase TRIM40	0.1582673225082786	327724	1	51868	1	1.0	False	0.3342218204141381	False
13381	CHEBI_38506	2-isopropylphenol	0.1582673225082786	327724	1	51868	1	1.0	False	0.3342218204141381	False
13066	UBERON_0014455	subcutaneous abdominal adipose tissue	0.1582673225082786	327724	1	51868	1	1.0	False	0.3342218204141381	False
12640	CL_0002663	myocardial endocrine cell of atrium	0.1582673225082786	327724	1	51868	1	1.0	False	0.3342218204141381	False
12577	UBERON_0001138	superior mesenteric vein	0.1582673225082786	327724	1	51868	1	1.0	False	0.3342218204141381	False
13301	CHEBI_82535	Sudan III	0.1582673225082786	327724	1	51868	1	1.0	False	0.3342218204141381	False
13297	GO_0009727	detection of ethylene stimulus	0.1582673225082786	327724	1	51868	1	1.0	False	0.3342218204141381	False
13294	PR_000002044	interferon regulatory factor 2	0.1582673225082786	327724	1	51868	1	1.0	False	0.3342218204141381	False
13291	CHEBI_86321	3-hydroxyoctanoyl-CoA	0.1582673225082786	327724	1	51868	1	1.0	False	0.3342218204141381	False
12579	PR_000015618	serglycin	0.1582673225082786	327724	1	51868	1	1.0	False	0.3342218204141381	False
10228	CHEBI_28666	leukotriene D4	0.1582673225082786	327724	1	51868	1	1.0	False	0.3342218204141381	False
9806	CHEBI_79374	ibho#22	0.1582673225082786	327724	1	51868	1	1.0	False	0.3342218204141381	False
12583	PR_000007147	epidermal growth factor receptor kinase substrate 8	0.1582673225082786	327724	1	51868	1	1.0	False	0.3342218204141381	False
12597	GO_0044294	dendritic growth cone	0.1582673225082786	327724	1	51868	1	1.0	False	0.3342218204141381	False
13283	CHEBI_4465	Dexchlorpheniramine maleate	0.1582673225082786	327724	1	51868	1	1.0	False	0.3342218204141381	False
13281	PR_000029449	extended synaptotagmin-3	0.1582673225082786	327724	1	51868	1	1.0	False	0.3342218204141381	False
9810	GO_0051459	regulation of corticotropin secretion	0.1582673225082786	327724	1	51868	1	1.0	False	0.3342218204141381	False
13280	PR_000012467	calcium/calmodulin-dependent 3',5'-cyclic nucleotide phosphodiesterase 1B	0.1582673225082786	327724	1	51868	1	1.0	False	0.3342218204141381	False
