	OBO_ID	OBO_LABEL	ENRICHMENT_P_VALUE	TOTAL_POPULATION	TOTAL_SUCCESSES	TOTAL_VITAMIN_D	TOTAL_SUCCESSES_IN_VITAMIN_D	BONFERRONI_CRRECTION_P_VALUE	BONFERRONI_CRRECTION_P_VALUE_REJECT	BH_CRRECTION_P_VALUE	BH_CRRECTION_P_VALUE_REJECT
13146	CHEBI_16842	formaldehyde	1.0	327724	75	10841	0	1.0	False	1.0	False
13148	GO_0048807	female genitalia morphogenesis	1.0	327724	1	10841	0	1.0	False	1.0	False
13149	CHEBI_79992	GW 1929	1.0	327724	8	10841	0	1.0	False	1.0	False
13150	CHEBI_3570	Chalcogran	1.0	327724	1	10841	0	1.0	False	1.0	False
13152	PR_000008311	TFIIA-alpha and beta-like factor	1.0	327724	1	10841	0	1.0	False	1.0	False
13153	GO_0031251	PAN complex	1.0	327724	1	10841	0	1.0	False	1.0	False
13154	GO_0055003	cardiac myofibril assembly	1.0	327724	2	10841	0	1.0	False	1.0	False
13155	PR_000004556	A-kinase anchor protein 7	1.0	327724	1	10841	0	1.0	False	1.0	False
13157	GO_0070058	tRNA gene clustering	1.0	327724	1	10841	0	1.0	False	1.0	False
13159	CHEBI_9594	Tiglyl tiglate	1.0	327724	1	10841	0	1.0	False	1.0	False
13160	PR_000008559	putative spermatid-specific linker histone H1-like protein	1.0	327724	1	10841	0	1.0	False	1.0	False
13161	GO_0034586	21U-RNA catabolic process	1.0	327724	1	10841	0	1.0	False	1.0	False
13163	PR_000007140	epsin-3	1.0	327724	49	10841	0	1.0	False	1.0	False
13164	GO_0035458	cellular response to interferon-beta	1.0	327724	1	10841	0	1.0	False	1.0	False
13131	PR_000010744	mitochondrial 18 kDa protein	1.0	327724	1	10841	0	1.0	False	1.0	False
13087	GO_0010266	response to vitamin B1	1.0	327724	1	10841	0	1.0	False	1.0	False
13130	PR_000012838	1-phosphatidylinositol 4,5-bisphosphate phosphodiesterase eta-1	1.0	327724	8	10841	0	1.0	False	1.0	False
13128	PR_000012200	transmembrane prolyl 4-hydroxylase	1.0	327724	1	10841	0	1.0	False	1.0	False
13089	CHEBI_9946	Veprisinium	1.0	327724	1	10841	0	1.0	False	1.0	False
13090	GO_0019668	anaerobic catabolism of pairs of amino acids	1.0	327724	3	10841	0	1.0	False	1.0	False
13091	CHEBI_5764	hordenine	1.0	327724	1	10841	0	1.0	False	1.0	False
13092	CHEBI_33295	diagnostic agent	1.0	327724	1	10841	0	1.0	False	1.0	False
13095	CL_0000253	eurydendroid cell	1.0	327724	2	10841	0	1.0	False	1.0	False
13096	CHEBI_23524	cytidines	1.0	327724	2	10841	0	1.0	False	1.0	False
13097	UBERON_0004752	palatoquadrate cartilage	1.0	327724	1	10841	0	1.0	False	1.0	False
13100	GO_0044428	nuclear part	1.0	327724	3	10841	0	1.0	False	1.0	False
13101	PR_000016700	transient receptor potential cation channel subfamily M member 4	1.0	327724	1	10841	0	1.0	False	1.0	False
13102	PR_000014828	SH3 domain-containing kinase-binding protein 1	1.0	327724	9	10841	0	1.0	False	1.0	False
13103	GO_0038084	vascular endothelial growth factor signaling pathway	1.0	327724	11	10841	0	1.0	False	1.0	False
13104	GO_0000917	division septum assembly	1.0	327724	10	10841	0	1.0	False	1.0	False
13108	PR_000016263	transcription factor AP-2-alpha	1.0	327724	1	10841	0	1.0	False	1.0	False
13109	UBERON_0000358	blastocyst	1.0	327724	71	10841	0	1.0	False	1.0	False
13110	UBERON_0010402	epidermis suprabasal layer	1.0	327724	24	10841	0	1.0	False	1.0	False
13111	GO_0060531	neuroendocrine cell differentiation involved in prostate gland acinus development	1.0	327724	4	10841	0	1.0	False	1.0	False
13112	CL_0002642	epithelial cell of esophageal cardiac gland	1.0	327724	1	10841	0	1.0	False	1.0	False
13113	GO_0003342	proepicardium development	1.0	327724	2	10841	0	1.0	False	1.0	False
13115	CHEBI_5801	hydroxychloroquine	1.0	327724	3	10841	0	1.0	False	1.0	False
13116	GO_0060638	mesenchymal-epithelial cell signaling	1.0	327724	1	10841	0	1.0	False	1.0	False
13118	PR_000015622	tyrosine-protein kinase Srms	1.0	327724	1	10841	0	1.0	False	1.0	False
13119	CHEBI_38833	decanamide	1.0	327724	4	10841	0	1.0	False	1.0	False
13122	CHEBI_67207	pseudoionone	1.0	327724	3	10841	0	1.0	False	1.0	False
13123	GO_0070582	theta DNA replication	1.0	327724	2	10841	0	1.0	False	1.0	False
13125	CHEBI_24862	iodoamino acid	1.0	327724	3	10841	0	1.0	False	1.0	False
13126	CHEBI_28088	genistein	1.0	327724	48	10841	0	1.0	False	1.0	False
13127	CHEBI_63932	EC 1.14.16.2 (tyrosine 3-monooxygenase) inhibitor	1.0	327724	1	10841	0	1.0	False	1.0	False
13129	GO_0051606	detection of stimulus	1.0	327724	3	10841	0	1.0	False	1.0	False
13016	GO_0061068	urethra development	1.0	327724	1	10841	0	1.0	False	1.0	False
13015	CHEBI_28499	kaempferol	1.0	327724	1	10841	0	1.0	False	1.0	False
13013	CL_0000137	osteocyte	1.0	327724	14	10841	0	1.0	False	1.0	False
12910	CHEBI_36039	icosa-5,8,10,14-tetraenoic acid	1.0	327724	1	10841	0	1.0	False	1.0	False
12911	PR_000001215	atypical chemokine receptor 2	1.0	327724	4	10841	0	1.0	False	1.0	False
12913	UBERON_0001950	neocortex	1.0	327724	46	10841	0	1.0	False	1.0	False
12914	UBERON_0004471	musculature of pectoral girdle	1.0	327724	1	10841	0	1.0	False	1.0	False
12916	UBERON_0005179	pelvic region element	1.0	327724	1	10841	0	1.0	False	1.0	False
12919	CHEBI_2129	5-fluorodeoxyuridine monophosphate	1.0	327724	1	10841	0	1.0	False	1.0	False
12920	GO_0031631	negative regulation of synaptic vesicle fusion to presynaptic active zone membrane	1.0	327724	1	10841	0	1.0	False	1.0	False
12921	CHEBI_69814	isovitexin 8-C-beta-glucoside	1.0	327724	1	10841	0	1.0	False	1.0	False
12922	UBERON_0000344	mucosa	1.0	327724	238	10841	0	1.0	False	1.0	False
12923	CHEBI_30956	trichloroacetic acid	1.0	327724	2	10841	0	1.0	False	1.0	False
12924	PR_000007774	gamma-aminobutyric acid receptor subunit beta-3	1.0	327724	24	10841	0	1.0	False	1.0	False
12925	PR_000005588	chronic lymphocytic leukemia deletion region gene 6 protein	1.0	327724	1	10841	0	1.0	False	1.0	False
12926	PR_000015643	sex-determining region Y protein	1.0	327724	41	10841	0	1.0	False	1.0	False
12927	PR_000002015	MHC class II histocompatibility antigen alpha chain DRA	1.0	327724	22	10841	0	1.0	False	1.0	False
12928	GO_0009299	mRNA transcription	1.0	327724	4	10841	0	1.0	False	1.0	False
12929	CHEBI_25381	monoalkyl phosphate	1.0	327724	1	10841	0	1.0	False	1.0	False
12930	UBERON_0001044	saliva-secreting gland	1.0	327724	8	10841	0	1.0	False	1.0	False
12931	SO_0000169	RNApol_I_promoter	1.0	327724	2	10841	0	1.0	False	1.0	False
12932	GO_0006145	purine nucleobase catabolic process	1.0	327724	3	10841	0	1.0	False	1.0	False
12933	UBERON_0025593	serotonergic system	1.0	327724	6	10841	0	1.0	False	1.0	False
12934	UBERON_0022262	auditory radiation	1.0	327724	2	10841	0	1.0	False	1.0	False
12935	UBERON_0001127	serratus dorsalis inferior muscle	1.0	327724	5	10841	0	1.0	False	1.0	False
12936	GO_0006919	activation of cysteine-type endopeptidase activity involved in apoptotic process	1.0	327724	21	10841	0	1.0	False	1.0	False
12937	CHEBI_26196	polyphenylpropanoid	1.0	327724	132	10841	0	1.0	False	1.0	False
12938	PR_000006305	dermcidin	1.0	327724	28	10841	0	1.0	False	1.0	False
12939	CHEBI_34918	phenyl salicylate	1.0	327724	4	10841	0	1.0	False	1.0	False
12940	PR_000003911	proline-rich AKT1 substrate 1	1.0	327724	3	10841	0	1.0	False	1.0	False
12909	CHEBI_68631	tetrasulfocyanine acid	1.0	327724	1	10841	0	1.0	False	1.0	False
12941	CHEBI_68641	(-)-cotinine	1.0	327724	1	10841	0	1.0	False	1.0	False
12908	CHEBI_83306	(2R,5S)-4-dodecyl-2,5-dimethylmorpholine	1.0	327724	1	10841	0	1.0	False	1.0	False
12906	GO_0006690	icosanoid metabolic process	1.0	327724	1	10841	0	1.0	False	1.0	False
12878	PR_000015229	solute carrier organic anion transporter family member 4A1	1.0	327724	50	10841	0	1.0	False	1.0	False
12879	UBERON_0002018	synovial membrane of synovial joint	1.0	327724	1	10841	0	1.0	False	1.0	False
12880	GO_0000905	sporocarp development involved in asexual reproduction	1.0	327724	1	10841	0	1.0	False	1.0	False
12881	CHEBI_39291	flonicamid	1.0	327724	2	10841	0	1.0	False	1.0	False
12882	CHEBI_27819	clavaldehyde	1.0	327724	1	10841	0	1.0	False	1.0	False
12883	PR_000004211	brefeldin A-inhibited guanine nucleotide-exchange protein 3	1.0	327724	1	10841	0	1.0	False	1.0	False
12884	GO_0016358	dendrite development	1.0	327724	128	10841	0	1.0	False	1.0	False
12885	GO_0042093	T-helper cell differentiation	1.0	327724	3	10841	0	1.0	False	1.0	False
12886	CHEBI_37684	mannose	1.0	327724	7	10841	0	1.0	False	1.0	False
12887	GO_0000123	histone acetyltransferase complex	1.0	327724	1	10841	0	1.0	False	1.0	False
12888	CHEBI_29769	hydroxyamino group	1.0	327724	1	10841	0	1.0	False	1.0	False
12889	GO_0010021	amylopectin biosynthetic process	1.0	327724	2	10841	0	1.0	False	1.0	False
12890	CL_0002591	smooth muscle cell of the pulmonary artery	1.0	327724	1	10841	0	1.0	False	1.0	False
12892	GO_0051654	establishment of mitochondrion localization	1.0	327724	1	10841	0	1.0	False	1.0	False
12893	GO_0051234	establishment of localization	1.0	327724	2	10841	0	1.0	False	1.0	False
12894	UBERON_0005352	spermatic cord	1.0	327724	1	10841	0	1.0	False	1.0	False
12895	CHEBI_34905	paraquat	1.0	327724	3	10841	0	1.0	False	1.0	False
12896	CHEBI_73417	CB2 receptor antagonist	1.0	327724	1	10841	0	1.0	False	1.0	False
12897	UBERON_0001925	ventral lateral nucleus of thalamus	1.0	327724	5	10841	0	1.0	False	1.0	False
12898	UBERON_0018344	parastyle	1.0	327724	5	10841	0	1.0	False	1.0	False
12899	GO_0048821	erythrocyte development	1.0	327724	9	10841	0	1.0	False	1.0	False
12900	GO_0046755	viral budding	1.0	327724	2	10841	0	1.0	False	1.0	False
12901	CHEBI_33780	beryllium molecular entity	1.0	327724	1	10841	0	1.0	False	1.0	False
12902	CHEBI_76897	beta-D-Manp-(1->3)-beta-D-Manp-(1->3)-alpha-L-Rhap-(1->3)-beta-D-Glcp-yl group	1.0	327724	1	10841	0	1.0	False	1.0	False
12903	PR_000005840	inactive carboxypeptidase-like protein X2	1.0	327724	1	10841	0	1.0	False	1.0	False
12904	GO_0006904	vesicle docking involved in exocytosis	1.0	327724	9	10841	0	1.0	False	1.0	False
12905	GO_0050898	nitrile metabolic process	1.0	327724	2	10841	0	1.0	False	1.0	False
12907	PR_000016292	protein-glutamine gamma-glutamyltransferase K	1.0	327724	5	10841	0	1.0	False	1.0	False
12942	CHEBI_52453	xenon-129 atom	1.0	327724	1	10841	0	1.0	False	1.0	False
12944	GO_0035543	positive regulation of SNARE complex assembly	1.0	327724	1	10841	0	1.0	False	1.0	False
12945	GO_0002315	marginal zone B cell differentiation	1.0	327724	1	10841	0	1.0	False	1.0	False
12984	CHEBI_59380	GPL-26	1.0	327724	10	10841	0	1.0	False	1.0	False
12986	CHEBI_72314	aspartate salt	1.0	327724	1	10841	0	1.0	False	1.0	False
12988	UBERON_0001874	putamen	1.0	327724	11	10841	0	1.0	False	1.0	False
12989	UBERON_0006615	venous sinus	1.0	327724	1	10841	0	1.0	False	1.0	False
12990	PR_000001308	CD48 molecule	1.0	327724	1	10841	0	1.0	False	1.0	False
12991	CHEBI_21553	N-acetyl-L-glutamine	1.0	327724	1	10841	0	1.0	False	1.0	False
12992	GO_0089705	protein localization to outer membrane	1.0	327724	1	10841	0	1.0	False	1.0	False
12993	PR_000006677	protein dpy-30	1.0	327724	14	10841	0	1.0	False	1.0	False
12994	UBERON_0016458	esophageal hiatus	1.0	327724	1	10841	0	1.0	False	1.0	False
12995	GO_1901648	regulation of actomyosin contractile ring localization	1.0	327724	1	10841	0	1.0	False	1.0	False
12996	CHEBI_36764	eta(1)-cyclopentadienyl group	1.0	327724	1	10841	0	1.0	False	1.0	False
12997	GO_0006059	hexitol metabolic process	1.0	327724	1	10841	0	1.0	False	1.0	False
12998	PR_000005403	chromatin assembly factor 1 subunit B	1.0	327724	6	10841	0	1.0	False	1.0	False
12999	PR_000004833	B box and SPRY domain-containing protein	1.0	327724	4	10841	0	1.0	False	1.0	False
13000	CHEBI_37594	N-(2-chloroethyl)-N'-(6-chloro-2-methoxyacridin-9-yl)-N-ethylpropane-1,3-diamine	1.0	327724	3	10841	0	1.0	False	1.0	False
13001	GO_0001815	positive regulation of antibody-dependent cellular cytotoxicity	1.0	327724	14	10841	0	1.0	False	1.0	False
13002	PR_000012913	PMS1 protein homolog 1	1.0	327724	1	10841	0	1.0	False	1.0	False
13003	SO_0001030	forward	1.0	327724	107	10841	0	1.0	False	1.0	False
13004	CHEBI_64014	(5Z,8Z,10E,12E)-icosatetraenoic acid	1.0	327724	1	10841	0	1.0	False	1.0	False
13005	CL_0000257	Eumycetozoan cell	1.0	327724	1	10841	0	1.0	False	1.0	False
13006	PR_000007501	fibroblast growth factor-binding protein 1	1.0	327724	2	10841	0	1.0	False	1.0	False
13007	CHEBI_82664	iron(0)	1.0	327724	1	10841	0	1.0	False	1.0	False
13008	CHEBI_39230	emamectin	1.0	327724	1	10841	0	1.0	False	1.0	False
13009	CL_0011006	Lugaro cell	1.0	327724	3	10841	0	1.0	False	1.0	False
13010	PR_000004102	AP-2 complex subunit mu	1.0	327724	2	10841	0	1.0	False	1.0	False
13011	PR_000003891	A-kinase anchor protein 4	1.0	327724	2	10841	0	1.0	False	1.0	False
13012	PR_000029510	ceramide-1-phosphate transfer protein	1.0	327724	1	10841	0	1.0	False	1.0	False
12983	CL_0005010	renal intercalated cell	1.0	327724	1	10841	0	1.0	False	1.0	False
12982	UBERON_0004178	aorta smooth muscle tissue	1.0	327724	3	10841	0	1.0	False	1.0	False
12980	CHEBI_23012	carbon disulfide	1.0	327724	1	10841	0	1.0	False	1.0	False
12979	CHEBI_53072	beta-L-galactose 1-phosphate	1.0	327724	1	10841	0	1.0	False	1.0	False
12947	PR_000015043	testis anion transporter 1	1.0	327724	2	10841	0	1.0	False	1.0	False
12948	PR_000001948	tumor necrosis factor ligand superfamily member 13B	1.0	327724	1	10841	0	1.0	False	1.0	False
12949	GO_0030894	replisome	1.0	327724	1	10841	0	1.0	False	1.0	False
12951	GO_0006366	transcription by RNA polymerase II	1.0	327724	1	10841	0	1.0	False	1.0	False
12952	UBERON_0034873	bodily gas	1.0	327724	3	10841	0	1.0	False	1.0	False
12953	UBERON_0011959	glenoid labrum of scapula	1.0	327724	2	10841	0	1.0	False	1.0	False
12954	GO_1903259	exon-exon junction complex disassembly	1.0	327724	1	10841	0	1.0	False	1.0	False
12955	GO_0048103	somatic stem cell division	1.0	327724	4	10841	0	1.0	False	1.0	False
12956	CHEBI_60606	opioid receptor agonist	1.0	327724	4	10841	0	1.0	False	1.0	False
12957	PR_000004110	AP-3 complex subunit sigma-2	1.0	327724	4	10841	0	1.0	False	1.0	False
12959	CHEBI_15862	ethylamine	1.0	327724	6	10841	0	1.0	False	1.0	False
12960	CHEBI_76007	dolutegravir sodium	1.0	327724	2	10841	0	1.0	False	1.0	False
12961	GO_0097500	receptor localization to non-motile cilium	1.0	327724	2	10841	0	1.0	False	1.0	False
13165	GO_0008585	female gonad development	1.0	327724	1	10841	0	1.0	False	1.0	False
12962	CHEBI_65913	FR207944	1.0	327724	3	10841	0	1.0	False	1.0	False
12964	CHEBI_30304	antimony(0)	1.0	327724	1	10841	0	1.0	False	1.0	False
12966	CHEBI_71566	precorrin-7	1.0	327724	1	10841	0	1.0	False	1.0	False
12967	CHEBI_37526	tigliane	1.0	327724	1	10841	0	1.0	False	1.0	False
12968	UBERON_0000091	bilaminar disc	1.0	327724	15	10841	0	1.0	False	1.0	False
12969	CHEBI_6110	Kandelin A-1	1.0	327724	1	10841	0	1.0	False	1.0	False
12970	PR_000008666	heterogeneous nuclear ribonucleoprotein H	1.0	327724	5	10841	0	1.0	False	1.0	False
12971	UBERON_0002330	exocrine system	1.0	327724	3	10841	0	1.0	False	1.0	False
12972	GO_0072567	chemokine (C-X-C motif) ligand 2 production	1.0	327724	1	10841	0	1.0	False	1.0	False
12974	PR_000013592	Ras-related protein Rab-1B	1.0	327724	1	10841	0	1.0	False	1.0	False
12975	UBERON_0005252	lesser sac cavity	1.0	327724	3	10841	0	1.0	False	1.0	False
12976	CHEBI_34556	bendiocarb	1.0	327724	1	10841	0	1.0	False	1.0	False
12977	GO_0051947	regulation of gamma-aminobutyric acid uptake involved in transmission of nerve impulse	1.0	327724	2	10841	0	1.0	False	1.0	False
12978	GO_0005764	lysosome	1.0	327724	38	10841	0	1.0	False	1.0	False
12963	CHEBI_75855	2,3-dilinolenoyl-sn-glycerol	1.0	327724	5	10841	0	1.0	False	1.0	False
13456	GO_0018974	2,4,6-trinitrotoluene metabolic process	1.0	327724	1	10841	0	1.0	False	1.0	False
13166	CHEBI_37758	iodoform	1.0	327724	19	10841	0	1.0	False	1.0	False
13170	CHEBI_41055	butyrylthiocholine	1.0	327724	1	10841	0	1.0	False	1.0	False
13354	PR_000004739	class E basic helix-loop-helix protein 23	1.0	327724	3	10841	0	1.0	False	1.0	False
13357	PR_000007060	echinoderm microtubule-associated protein-like 5	1.0	327724	2	10841	0	1.0	False	1.0	False
13358	PR_000008234	glutamate receptor 2	1.0	327724	1	10841	0	1.0	False	1.0	False
13359	PR_000014333	R-spondin-4	1.0	327724	1	10841	0	1.0	False	1.0	False
13360	CHEBI_6904	metoprolol	1.0	327724	1	10841	0	1.0	False	1.0	False
13361	UBERON_2005116	secondary posterior lateral line primordium	1.0	327724	3	10841	0	1.0	False	1.0	False
13362	UBERON_2000280	medial division	1.0	327724	2	10841	0	1.0	False	1.0	False
13363	PR_000001889	CD14 molecule	1.0	327724	2	10841	0	1.0	False	1.0	False
13364	CHEBI_21658	N-acylglutamic acid	1.0	327724	1	10841	0	1.0	False	1.0	False
13366	CHEBI_64136	4-hydroxy-3-all-trans-decaprenylbenzoic acid	1.0	327724	1	10841	0	1.0	False	1.0	False
13367	PR_000011291	nicotinamide/nicotinic acid mononucleotide adenylyltransferase 2	1.0	327724	3	10841	0	1.0	False	1.0	False
13368	GO_0036039	curcumin metabolic process	1.0	327724	1	10841	0	1.0	False	1.0	False
13369	CHEBI_66524	streptokordin	1.0	327724	24	10841	0	1.0	False	1.0	False
13370	CHEBI_38697	anthocyanin	1.0	327724	11	10841	0	1.0	False	1.0	False
13371	SO_0001304	N6_glycinylcarbamoyladenosine	1.0	327724	1	10841	0	1.0	False	1.0	False
13372	UBERON_0008904	neuromast	1.0	327724	2	10841	0	1.0	False	1.0	False
13373	CHEBI_52948	YoYo-3(4+)	1.0	327724	1	10841	0	1.0	False	1.0	False
13374	CL_0002638	bronchioalveolar stem cell	1.0	327724	3	10841	0	1.0	False	1.0	False
13375	UBERON_4300133	upper jaw symphyseal region	1.0	327724	4	10841	0	1.0	False	1.0	False
13377	GO_0005681	spliceosomal complex	1.0	327724	2	10841	0	1.0	False	1.0	False
13378	GO_0060928	atrioventricular node cell development	1.0	327724	4	10841	0	1.0	False	1.0	False
13379	GO_0044393	microspike	1.0	327724	1	10841	0	1.0	False	1.0	False
13381	CHEBI_13643	glycol	1.0	327724	3	10841	0	1.0	False	1.0	False
13382	CHEBI_24845	5'-inosinyl group	1.0	327724	1	10841	0	1.0	False	1.0	False
13383	CL_0000679	glutamatergic neuron	1.0	327724	2	10841	0	1.0	False	1.0	False
13384	CHEBI_35336	lycophyll	1.0	327724	1	10841	0	1.0	False	1.0	False
13385	CHEBI_48117	1-glycosylimidazole	1.0	327724	1	10841	0	1.0	False	1.0	False
13353	GO_0002070	epithelial cell maturation	1.0	327724	1	10841	0	1.0	False	1.0	False
13386	UBERON_0005750	glomerular parietal epithelium	1.0	327724	3	10841	0	1.0	False	1.0	False
13352	GO_0055016	hypochord development	1.0	327724	1	10841	0	1.0	False	1.0	False
13349	CHEBI_5007	Fenothiocarb sulfoxide	1.0	327724	1	10841	0	1.0	False	1.0	False
13316	PR_000013031	periostin	1.0	327724	1	10841	0	1.0	False	1.0	False
13317	CHEBI_85186	1-palmitoleoyl-2-stearoyl-sn-glycero-3-phospho-(1'-sn-glycerol)	1.0	327724	8	10841	0	1.0	False	1.0	False
13318	GO_0042048	olfactory behavior	1.0	327724	15	10841	0	1.0	False	1.0	False
13320	UBERON_0002726	cervical spinal cord	1.0	327724	2	10841	0	1.0	False	1.0	False
13321	CHEBI_15648	(6aR,11aR)-3,9-dihydroxypterocarpan	1.0	327724	1	10841	0	1.0	False	1.0	False
13323	UBERON_3010657	subhyoideus	1.0	327724	2	10841	0	1.0	False	1.0	False
13324	PR_000010209	matrin-3	1.0	327724	1	10841	0	1.0	False	1.0	False
13325	CHEBI_75937	monooleoylglycerol	1.0	327724	3	10841	0	1.0	False	1.0	False
13326	UBERON_0004101	nasolabial region	1.0	327724	1	10841	0	1.0	False	1.0	False
13327	CHEBI_2520	Agrostophyllin	1.0	327724	1	10841	0	1.0	False	1.0	False
13328	PR_000013450	tyrosine-protein phosphatase non-receptor type 12	1.0	327724	1	10841	0	1.0	False	1.0	False
13329	CHEBI_29020	neral	1.0	327724	14	10841	0	1.0	False	1.0	False
13330	GO_0034440	lipid oxidation	1.0	327724	6	10841	0	1.0	False	1.0	False
13331	PR_000016844	twinfilin-1	1.0	327724	3	10841	0	1.0	False	1.0	False
13332	UBERON_0000083	mesonephric tubule	1.0	327724	1	10841	0	1.0	False	1.0	False
13333	GO_0042824	MHC class I peptide loading complex	1.0	327724	1	10841	0	1.0	False	1.0	False
13335	GO_0003232	bulbus arteriosus development	1.0	327724	2	10841	0	1.0	False	1.0	False
13336	CHEBI_51757	1-methyl-eta(5)-borole group	1.0	327724	1	10841	0	1.0	False	1.0	False
13337	CHEBI_83507	N-ethylperfluorooctane sulfonamidoacetic acid	1.0	327724	1	10841	0	1.0	False	1.0	False
13338	PR_000009881	peroxisomal Lon protease 2	1.0	327724	15	10841	0	1.0	False	1.0	False
13339	UBERON_0001020	nervous system commissure	1.0	327724	5	10841	0	1.0	False	1.0	False
13341	CHEBI_34583	Bolasterone	1.0	327724	2	10841	0	1.0	False	1.0	False
13342	CHEBI_39470	disodium (alpha-D-galactopyranosyluronate)-(1->4)-alpha-D-galactopyranuronate	1.0	327724	1	10841	0	1.0	False	1.0	False
13343	GO_0031528	microvillus membrane	1.0	327724	5	10841	0	1.0	False	1.0	False
13345	PR_000006747	dual specificity protein phosphatase 21	1.0	327724	17	10841	0	1.0	False	1.0	False
13346	CL_0000940	mucosal invariant T cell	1.0	327724	1	10841	0	1.0	False	1.0	False
13347	CHEBI_34605	CX-516	1.0	327724	4	10841	0	1.0	False	1.0	False
13350	UBERON_0008813	helicotrema	1.0	327724	1	10841	0	1.0	False	1.0	False
13315	CHEBI_78869	octacosapentaenoic acid	1.0	327724	21	10841	0	1.0	False	1.0	False
13387	UBERON_0034986	sacral nerve plexus	1.0	327724	65	10841	0	1.0	False	1.0	False
13390	CHEBI_52468	organotellurate	1.0	327724	2	10841	0	1.0	False	1.0	False
13426	GO_0042038	peptidyl-histidine methylation, to form tele-methylhistidine	1.0	327724	1	10841	0	1.0	False	1.0	False
13427	GO_0035183	female germline ring canal inner rim	1.0	327724	1	10841	0	1.0	False	1.0	False
13428	CHEBI_16234	hydroxide	1.0	327724	5	10841	0	1.0	False	1.0	False
13429	GO_0002253	activation of immune response	1.0	327724	2	10841	0	1.0	False	1.0	False
13430	UBERON_0004145	outflow tract	1.0	327724	115	10841	0	1.0	False	1.0	False
13431	PR_000016677	N(2),N(2)-dimethylguanosine tRNA methyltransferase	1.0	327724	3	10841	0	1.0	False	1.0	False
13432	CHEBI_33655	aromatic compound	1.0	327724	7	10841	0	1.0	False	1.0	False
13434	GO_0046370	fructose biosynthetic process	1.0	327724	1	10841	0	1.0	False	1.0	False
13435	UBERON_0003619	aorta tunica intima	1.0	327724	5	10841	0	1.0	False	1.0	False
13436	PR_000014866	sialic acid-binding Ig-like lectin 12	1.0	327724	1	10841	0	1.0	False	1.0	False
13437	CHEBI_35451	UDP-D-mannose	1.0	327724	1	10841	0	1.0	False	1.0	False
13438	PR_000008701	homeobox protein Hox-B4	1.0	327724	1	10841	0	1.0	False	1.0	False
13439	GO_0043679	axon terminus	1.0	327724	5	10841	0	1.0	False	1.0	False
13440	CHEBI_18407	hydrogen cyanide	1.0	327724	3	10841	0	1.0	False	1.0	False
13441	GO_0033388	putrescine biosynthetic process from arginine	1.0	327724	2	10841	0	1.0	False	1.0	False
13442	GO_0050853	B cell receptor signaling pathway	1.0	327724	5	10841	0	1.0	False	1.0	False
13443	GO_0006367	transcription initiation from RNA polymerase II promoter	1.0	327724	17	10841	0	1.0	False	1.0	False
13444	CHEBI_73612	Met-Pro	1.0	327724	1	10841	0	1.0	False	1.0	False
13445	PR_000008289	GSK3B-interacting protein	1.0	327724	10	10841	0	1.0	False	1.0	False
13446	GO_1901737	(R)-mevalonic acid biosynthetic process	1.0	327724	1	10841	0	1.0	False	1.0	False
13447	GO_0000422	autophagy of mitochondrion	1.0	327724	20	10841	0	1.0	False	1.0	False
13448	CHEBI_5138	fluvoxamine	1.0	327724	27	10841	0	1.0	False	1.0	False
13449	GO_0006177	GMP biosynthetic process	1.0	327724	1	10841	0	1.0	False	1.0	False
13450	GO_1901661	quinone metabolic process	1.0	327724	4	10841	0	1.0	False	1.0	False
13451	CHEBI_34902	Olprinone hydrochloride	1.0	327724	4	10841	0	1.0	False	1.0	False
13452	CHEBI_48238	mu-hydrido group	1.0	327724	2	10841	0	1.0	False	1.0	False
13453	GO_0043039	tRNA aminoacylation	1.0	327724	15	10841	0	1.0	False	1.0	False
13425	CHEBI_51899	C5-oxacyanine	1.0	327724	1	10841	0	1.0	False	1.0	False
13389	CHEBI_64243	monosodium L-glutamate	1.0	327724	1	10841	0	1.0	False	1.0	False
13424	GO_0046831	regulation of RNA export from nucleus	1.0	327724	1	10841	0	1.0	False	1.0	False
13422	PR_000015899	synaptotagmin-14	1.0	327724	1	10841	0	1.0	False	1.0	False
13391	UBERON_0012643	plume	1.0	327724	2	10841	0	1.0	False	1.0	False
13392	UBERON_0002626	head of caudate nucleus	1.0	327724	4	10841	0	1.0	False	1.0	False
13393	GO_0036338	viral membrane	1.0	327724	1	10841	0	1.0	False	1.0	False
13394	CHEBI_35005	tetrachlorvinphos	1.0	327724	2	10841	0	1.0	False	1.0	False
13396	UBERON_0003074	mesonephric duct	1.0	327724	1	10841	0	1.0	False	1.0	False
13397	CHEBI_8349	pradimicin A	1.0	327724	1	10841	0	1.0	False	1.0	False
13398	GO_0007006	mitochondrial membrane organization	1.0	327724	1	10841	0	1.0	False	1.0	False
13399	CHEBI_50037	N-benzoylanthranilic acid	1.0	327724	2	10841	0	1.0	False	1.0	False
13400	20	ABCA2 (human)	1.0	327724	4	10841	0	1.0	False	1.0	False
13402	UBERON_0002973	parahippocampal gyrus	1.0	327724	4	10841	0	1.0	False	1.0	False
13403	CHEBI_68974	squamostatin-D	1.0	327724	7	10841	0	1.0	False	1.0	False
13404	CHEBI_8382	prednisone	1.0	327724	29	10841	0	1.0	False	1.0	False
13405	GO_0097101	blood vessel endothelial cell fate specification	1.0	327724	1	10841	0	1.0	False	1.0	False
