	OBO_ID	OBO_LABEL	ENRICHMENT_P_VALUE	TOTAL_POPULATION	TOTAL_SUCCESSES	TOTAL_IGNORANCE_CATEGORY	TOTAL_SUCCESSES_IN_IGNORANCE_CATEGORY	BONFERRONI_CRRECTION_P_VALUE	BONFERRONI_CRRECTION_P_VALUE_REJECT	BH_CRRECTION_P_VALUE	BH_CRRECTION_P_VALUE_REJECT
11649	PR_000008475	MHC class I histocompatibility antigen protein P5	1.0	182892	2	8688	0	1.0	False	1.0	False
12830	PR_000005211	Cdc42 effector protein 4	1.0	182892	4	8688	0	1.0	False	1.0	False
11585	CL_0002675	H plus	1.0	182892	1	8688	0	1.0	False	1.0	False
11586	CHEBI_33704	alpha-amino acid	1.0	182892	4	8688	0	1.0	False	1.0	False
11587	UBERON_0010034	copula linguae	1.0	182892	1	8688	0	1.0	False	1.0	False
11588	PR_000003655	long-chain-fatty-acid--CoA ligase ACSBG1	1.0	182892	2	8688	0	1.0	False	1.0	False
11589	UBERON_0004619	lumbar vertebra 3	1.0	182892	12	8688	0	1.0	False	1.0	False
11590	CHEBI_33837	conjugated protein	1.0	182892	8	8688	0	1.0	False	1.0	False
11591	UBERON_0009571	ventral midline	1.0	182892	18	8688	0	1.0	False	1.0	False
11583	UBERON_0002736	lateral nuclear group of thalamus	1.0	182892	4	8688	0	1.0	False	1.0	False
12829	GO_0045455	ecdysteroid metabolic process	1.0	182892	1	8688	0	1.0	False	1.0	False
11593	CHEBI_17884	N(2)-phenylacetyl-L-glutamine	1.0	182892	2	8688	0	1.0	False	1.0	False
11594	PR_000010482	matrix metalloproteinase-23	1.0	182892	9	8688	0	1.0	False	1.0	False
11595	PR_000014866	sialic acid-binding Ig-like lectin 12	1.0	182892	1	8688	0	1.0	False	1.0	False
11596	GO_0030509	BMP signaling pathway	1.0	182892	17	8688	0	1.0	False	1.0	False
11598	PR_000017635	zinc finger protein 2 homolog	1.0	182892	2	8688	0	1.0	False	1.0	False
11599	CHEBI_3093	bifenthrin	1.0	182892	2	8688	0	1.0	False	1.0	False
11600	GO_0035530	chemokine (C-C motif) ligand 6 production	1.0	182892	1	8688	0	1.0	False	1.0	False
11601	GO_0002090	regulation of receptor internalization	1.0	182892	5	8688	0	1.0	False	1.0	False
12828	CHEBI_7823	oxazepam	1.0	182892	4	8688	0	1.0	False	1.0	False
11602	CHEBI_67462	3-epi-caryoptin	1.0	182892	2	8688	0	1.0	False	1.0	False
11582	GO_0009452	7-methylguanosine RNA capping	1.0	182892	1	8688	0	1.0	False	1.0	False
11580	CHEBI_85262	N-(tetradecanoyl)ethanolamine	1.0	182892	1	8688	0	1.0	False	1.0	False
12834	UBERON_0004087	vena cava	1.0	182892	2	8688	0	1.0	False	1.0	False
11560	PR_000009871	LIM homeobox transcription factor 1-beta	1.0	182892	5	8688	0	1.0	False	1.0	False
11561	CHEBI_28716	palmitoleic acid	1.0	182892	10	8688	0	1.0	False	1.0	False
11562	GO_0035183	female germline ring canal inner rim	1.0	182892	1	8688	0	1.0	False	1.0	False
11563	GO_0034108	positive regulation of erythrocyte clearance	1.0	182892	1	8688	0	1.0	False	1.0	False
11564	GO_0035198	miRNA binding	1.0	182892	1	8688	0	1.0	False	1.0	False
11565	CHEBI_17939	puromycin	1.0	182892	1	8688	0	1.0	False	1.0	False
11566	GO_0006098	pentose-phosphate shunt	1.0	182892	38	8688	0	1.0	False	1.0	False
11581	CHEBI_26863	teasterone	1.0	182892	1	8688	0	1.0	False	1.0	False
11567	GO_0044209	AMP salvage	1.0	182892	3	8688	0	1.0	False	1.0	False
11569	CHEBI_35795	polyprenylbenzoquinone	1.0	182892	1	8688	0	1.0	False	1.0	False
11570	UBERON_0016552	phlegm	1.0	182892	1	8688	0	1.0	False	1.0	False
12833	CHEBI_50112	sex hormone	1.0	182892	10	8688	0	1.0	False	1.0	False
11572	CHEBI_10093	yohimbine	1.0	182892	2	8688	0	1.0	False	1.0	False
11573	CHEBI_81264	norrubrofusarin	1.0	182892	2	8688	0	1.0	False	1.0	False
11574	UBERON_0009978	epicondyle	1.0	182892	2	8688	0	1.0	False	1.0	False
11577	PR_000004593	N-acetyllactosaminide beta-1,3-N-acetylglucosaminyltransferase 3	1.0	182892	7	8688	0	1.0	False	1.0	False
11579	GO_0042081	GSI anchor metabolic process	1.0	182892	3	8688	0	1.0	False	1.0	False
11568	GO_0005618	cell wall	1.0	182892	9	8688	0	1.0	False	1.0	False
11739	GO_0043366	beta selection	1.0	182892	2	8688	0	1.0	False	1.0	False
11603	GO_0051686	establishment of ER localization	1.0	182892	1	8688	0	1.0	False	1.0	False
12827	GO_0046161	heme a catabolic process	1.0	182892	1	8688	0	1.0	False	1.0	False
12820	UBERON_0008909	perichordal bone	1.0	182892	1	8688	0	1.0	False	1.0	False
11634	GO_0061723	glycophagy	1.0	182892	3	8688	0	1.0	False	1.0	False
11635	CHEBI_9360	Supinidine	1.0	182892	2	8688	0	1.0	False	1.0	False
11636	CHEBI_38652	(S)-2,3-dimethylbutyric acid	1.0	182892	2	8688	0	1.0	False	1.0	False
11637	GO_0033597	mitotic checkpoint complex	1.0	182892	1	8688	0	1.0	False	1.0	False
11638	PR_000016522	tensin-3	1.0	182892	1	8688	0	1.0	False	1.0	False
12819	PR_000004516	aurora kinase A-interacting protein	1.0	182892	26	8688	0	1.0	False	1.0	False
11639	GO_0060857	establishment of glial blood-brain barrier	1.0	182892	1	8688	0	1.0	False	1.0	False
11629	GO_0005826	actomyosin contractile ring	1.0	182892	1	8688	0	1.0	False	1.0	False
11640	UBERON_0002042	lymphatic vessel endothelium	1.0	182892	1	8688	0	1.0	False	1.0	False
11642	UBERON_0006364	ureteric bud tip	1.0	182892	2	8688	0	1.0	False	1.0	False
12818	PR_000012930	paraneoplastic antigen Ma2	1.0	182892	3	8688	0	1.0	False	1.0	False
11644	GO_0009163	nucleoside biosynthetic process	1.0	182892	6	8688	0	1.0	False	1.0	False
12817	CHEBI_73702	wax	1.0	182892	1	8688	0	1.0	False	1.0	False
11646	CHEBI_32871	prolinate	1.0	182892	1	8688	0	1.0	False	1.0	False
12816	GO_0071732	cellular response to nitric oxide	1.0	182892	1	8688	0	1.0	False	1.0	False
11647	UBERON_0002735	transverse pontine fibers	1.0	182892	2	8688	0	1.0	False	1.0	False
12815	PR_000007893	GTP cyclohydrolase 1	1.0	182892	1	8688	0	1.0	False	1.0	False
11641	UBERON_0006671	orbital fat pad	1.0	182892	2	8688	0	1.0	False	1.0	False
11604	CHEBI_60360	(S)-ethotoin	1.0	182892	1	8688	0	1.0	False	1.0	False
11627	GO_0007174	epidermal growth factor catabolic process	1.0	182892	2	8688	0	1.0	False	1.0	False
12822	CHEBI_33780	beryllium molecular entity	1.0	182892	1	8688	0	1.0	False	1.0	False
11607	PR_000004730	protein BEX4	1.0	182892	1	8688	0	1.0	False	1.0	False
11608	CHEBI_15846	NAD(+)	1.0	182892	38	8688	0	1.0	False	1.0	False
11609	CL_0002280	type N enteroendocrine cell	1.0	182892	3	8688	0	1.0	False	1.0	False
11610	GO_0007205	protein kinase C-activating G protein-coupled receptor signaling pathway	1.0	182892	5	8688	0	1.0	False	1.0	False
11611	PR_000005770	cytochrome c oxidase assembly protein COX11, mitochondrial	1.0	182892	1	8688	0	1.0	False	1.0	False
12824	PR_000008295	glutathione S-transferase A2	1.0	182892	4	8688	0	1.0	False	1.0	False
11613	CHEBI_29270	peroxynitrate	1.0	182892	13	8688	0	1.0	False	1.0	False
11614	CHEBI_46672	antigorite	1.0	182892	7	8688	0	1.0	False	1.0	False
12821	PR_000001985	C-C motif chemokine 1	1.0	182892	1	8688	0	1.0	False	1.0	False
11615	PR_000014333	R-spondin-4	1.0	182892	1	8688	0	1.0	False	1.0	False
11617	GO_0043107	type IV pilus-dependent motility	1.0	182892	1	8688	0	1.0	False	1.0	False
11618	GO_0001667	ameboidal-type cell migration	1.0	182892	13	8688	0	1.0	False	1.0	False
11620	GO_0031051	scnRNA processing	1.0	182892	3	8688	0	1.0	False	1.0	False
11621	GO_0060133	somatotropin secreting cell development	1.0	182892	4	8688	0	1.0	False	1.0	False
12823	CHEBI_9288	streptozocin	1.0	182892	6	8688	0	1.0	False	1.0	False
11623	CHEBI_77393	tripalmitin	1.0	182892	5	8688	0	1.0	False	1.0	False
11625	SO_0001944	H2AK9_acetylation_site	1.0	182892	1	8688	0	1.0	False	1.0	False
11626	UBERON_0002348	epicardium	1.0	182892	2	8688	0	1.0	False	1.0	False
11616	UBERON_0006585	vestibular organ	1.0	182892	1	8688	0	1.0	False	1.0	False
11559	CHEBI_15972	dTDP-4-amino-4,6-dideoxy-D-galactose	1.0	182892	1	8688	0	1.0	False	1.0	False
11740	PR_000010991	little elongation complex subunit 2	1.0	182892	1	8688	0	1.0	False	1.0	False
12796	UBERON_0009913	renal lobe	1.0	182892	1	8688	0	1.0	False	1.0	False
11856	UBERON_2005032	optic vein	1.0	182892	5	8688	0	1.0	False	1.0	False
11857	CL_0000648	kidney granular cell	1.0	182892	3	8688	0	1.0	False	1.0	False
11858	PR_000013094	protein phosphatase 1F	1.0	182892	1	8688	0	1.0	False	1.0	False
11859	GO_0001574	ganglioside biosynthetic process	1.0	182892	2	8688	0	1.0	False	1.0	False
11861	CHEBI_35373	D-glucosaminide	1.0	182892	1	8688	0	1.0	False	1.0	False
11862	CHEBI_83162	propolis extract	1.0	182892	1	8688	0	1.0	False	1.0	False
11863	PR_000004163	apolipoprotein L6	1.0	182892	2	8688	0	1.0	False	1.0	False
11864	GO_0003016	respiratory system process	1.0	182892	10	8688	0	1.0	False	1.0	False
11865	CHEBI_50939	tetraethynylborate	1.0	182892	1	8688	0	1.0	False	1.0	False
11866	GO_1904633	regulation of glomerular visceral epithelial cell apoptotic process	1.0	182892	1	8688	0	1.0	False	1.0	False
11867	GO_0051615	histamine uptake	1.0	182892	106	8688	0	1.0	False	1.0	False
12770	PR_000011412	nuclear receptor subfamily 5 group A member 2	1.0	182892	7	8688	0	1.0	False	1.0	False
11869	GO_0097274	urea homeostasis	1.0	182892	3	8688	0	1.0	False	1.0	False
11870	CHEBI_8100	3-phenyllactate	1.0	182892	2	8688	0	1.0	False	1.0	False
11871	PR_000006267	dystroglycan	1.0	182892	3	8688	0	1.0	False	1.0	False
11872	GO_0051606	detection of stimulus	1.0	182892	3	8688	0	1.0	False	1.0	False
11873	CHEBI_34612	carfecillin sodium	1.0	182892	1	8688	0	1.0	False	1.0	False
11855	GO_0007110	meiosis I cytokinesis	1.0	182892	1	8688	0	1.0	False	1.0	False
11854	CHEBI_31422	Clorprenaline hydrochloride	1.0	182892	4	8688	0	1.0	False	1.0	False
12772	PR_000030888	coiled-coil domain-containing protein 28A	1.0	182892	1	8688	0	1.0	False	1.0	False
11851	GO_0000943	retrotransposon nucleocapsid	1.0	182892	2	8688	0	1.0	False	1.0	False
11835	CHEBI_23623	deoxyglucose	1.0	182892	2	8688	0	1.0	False	1.0	False
11836	UBERON_0002020	gray matter	1.0	182892	11	8688	0	1.0	False	1.0	False
12778	CHEBI_24843	inosine phosphate	1.0	182892	1	8688	0	1.0	False	1.0	False
11838	CHEBI_34852	mirex	1.0	182892	9	8688	0	1.0	False	1.0	False
11839	GO_0001820	serotonin secretion	1.0	182892	1	8688	0	1.0	False	1.0	False
11840	GO_0009924	octadecanal decarbonylase activity	1.0	182892	3	8688	0	1.0	False	1.0	False
12777	CHEBI_37166	xylan	1.0	182892	1	8688	0	1.0	False	1.0	False
11842	CHEBI_47381	diclofenac	1.0	182892	2	8688	0	1.0	False	1.0	False
11874	CHEBI_15765	L-dopa	1.0	182892	3	8688	0	1.0	False	1.0	False
11843	PR_000012044	oxysterol-binding protein 2	1.0	182892	25	8688	0	1.0	False	1.0	False
12775	CHEBI_5147	formoterol	1.0	182892	6	8688	0	1.0	False	1.0	False
12774	CHEBI_27929	2,5-dichlorophenol	1.0	182892	1	8688	0	1.0	False	1.0	False
11846	CHEBI_26195	polyphenol	1.0	182892	70	8688	0	1.0	False	1.0	False
11847	PR_000015170	sodium/myo-inositol cotransporter	1.0	182892	7	8688	0	1.0	False	1.0	False
11848	GO_0000089	mitotic metaphase	1.0	182892	1	8688	0	1.0	False	1.0	False
11849	PR_000010758	mucin-12	1.0	182892	6	8688	0	1.0	False	1.0	False
11850	UBERON_0006595	presumptive endoderm	1.0	182892	1	8688	0	1.0	False	1.0	False
12773	CHEBI_86329	(9E)-9-nitrooctadecenoic acid	1.0	182892	1	8688	0	1.0	False	1.0	False
12776	CHEBI_4470	dextromethorphan	1.0	182892	5	8688	0	1.0	False	1.0	False
12769	CHEBI_51318	2-vinylaziridine	1.0	182892	1	8688	0	1.0	False	1.0	False
11876	GO_0030183	B cell differentiation	1.0	182892	2	8688	0	1.0	False	1.0	False
12768	CHEBI_16891	glyoxylic acid	1.0	182892	1	8688	0	1.0	False	1.0	False
11899	GO_0050798	activated T cell proliferation	1.0	182892	3	8688	0	1.0	False	1.0	False
11900	CL_0000311	keratin accumulating cell	1.0	182892	1	8688	0	1.0	False	1.0	False
12765	GO_0001974	blood vessel remodeling	1.0	182892	1	8688	0	1.0	False	1.0	False
11901	CHEBI_36946	thiourea	1.0	182892	19	8688	0	1.0	False	1.0	False
11902	CHEBI_6762	mepyramine	1.0	182892	8	8688	0	1.0	False	1.0	False
11903	UBERON_0002556	corticotectal tract	1.0	182892	4	8688	0	1.0	False	1.0	False
11904	GO_0040010	positive regulation of growth rate	1.0	182892	3	8688	0	1.0	False	1.0	False
11905	UBERON_0006114	lateral occipital cortex	1.0	182892	1	8688	0	1.0	False	1.0	False
11898	CHEBI_42471	forskolin	1.0	182892	1	8688	0	1.0	False	1.0	False
11906	CL_0002070	type I vestibular sensory cell	1.0	182892	1	8688	0	1.0	False	1.0	False
11908	UBERON_2001856	gill ray	1.0	182892	1	8688	0	1.0	False	1.0	False
12764	CHEBI_6426	leupeptin	1.0	182892	2	8688	0	1.0	False	1.0	False
11910	PR_000013344	presenilin-1	1.0	182892	2	8688	0	1.0	False	1.0	False
11911	GO_0071830	triglyceride-rich lipoprotein particle clearance	1.0	182892	2	8688	0	1.0	False	1.0	False
11912	CHEBI_64746	potassium citrate monohydrate	1.0	182892	1	8688	0	1.0	False	1.0	False
11913	GO_0015670	carbon dioxide transport	1.0	182892	1	8688	0	1.0	False	1.0	False
11914	UBERON_0003051	ear vesicle	1.0	182892	1	8688	0	1.0	False	1.0	False
11915	PR_000016499	poly [ADP-ribose] polymerase tankyrase-2	1.0	182892	4	8688	0	1.0	False	1.0	False
11907	PR_000006448	diacylglycerol kinase iota	1.0	182892	2	8688	0	1.0	False	1.0	False
12780	CHEBI_66900	prostaglandin receptor agonist	1.0	182892	1	8688	0	1.0	False	1.0	False
11897	GO_0007436	larval salivary gland morphogenesis	1.0	182892	2	8688	0	1.0	False	1.0	False
11895	CHEBI_67939	erythrodiol	1.0	182892	1	8688	0	1.0	False	1.0	False
11877	CHEBI_50048	phenylethylamine	1.0	182892	1	8688	0	1.0	False	1.0	False
11878	CL_0000198	pain receptor cell	1.0	182892	1	8688	0	1.0	False	1.0	False
12766	CHEBI_36049	sodium arsanilate	1.0	182892	1	8688	0	1.0	False	1.0	False
11880	GO_0006193	ITP catabolic process	1.0	182892	1	8688	0	1.0	False	1.0	False
11881	GO_0001172	transcription, RNA-templated	1.0	182892	1	8688	0	1.0	False	1.0	False
11882	GO_0006388	tRNA splicing, via endonucleolytic cleavage and ligation	1.0	182892	2	8688	0	1.0	False	1.0	False
11883	GO_0048823	nucleate erythrocyte development	1.0	182892	1	8688	0	1.0	False	1.0	False
11884	PR_000014705	pigment epithelium-derived factor	1.0	182892	1	8688	0	1.0	False	1.0	False
11896	CL_0000133	neurectodermal cell	1.0	182892	1	8688	0	1.0	False	1.0	False
11885	PR_000005393	cingulin	1.0	182892	13	8688	0	1.0	False	1.0	False
11887	GO_0031499	TRAMP complex	1.0	182892	1	8688	0	1.0	False	1.0	False
11888	CHEBI_63313	1,5-dihydrocoenzyme F420-6	1.0	182892	1	8688	0	1.0	False	1.0	False
11889	UBERON_0018344	parastyle	1.0	182892	3	8688	0	1.0	False	1.0	False
11890	UBERON_0002708	posterior periventricular nucleus	1.0	182892	1	8688	0	1.0	False	1.0	False
11891	CHEBI_87160	3,4-dimethylindole-2-carboxylate	1.0	182892	3	8688	0	1.0	False	1.0	False
11892	GO_0006784	heme A biosynthetic process	1.0	182892	2	8688	0	1.0	False	1.0	False
11893	GO_0048572	short-day photoperiodism	1.0	182892	2	8688	0	1.0	False	1.0	False
11894	GO_0036246	phytochelatin 2 import into vacuole	1.0	182892	1	8688	0	1.0	False	1.0	False
11886	GO_0030968	endoplasmic reticulum unfolded protein response	1.0	182892	6	8688	0	1.0	False	1.0	False
11833	PR_000015179	sodium- and chloride-dependent GABA transporter 2	1.0	182892	2	8688	0	1.0	False	1.0	False
11832	UBERON_0003619	aorta tunica intima	1.0	182892	5	8688	0	1.0	False	1.0	False
11831	UBERON_0001976	epithelium of esophagus	1.0	182892	6	8688	0	1.0	False	1.0	False
11765	CHEBI_10115	zingiberene	1.0	182892	1	8688	0	1.0	False	1.0	False
11766	PR_000006459	desert hedgehog protein	1.0	182892	3	8688	0	1.0	False	1.0	False
11767	GO_0051611	regulation of serotonin uptake	1.0	182892	1	8688	0	1.0	False	1.0	False
11768	GO_0014015	positive regulation of gliogenesis	1.0	182892	1	8688	0	1.0	False	1.0	False
11769	CHEBI_86321	3-hydroxyoctanoyl-CoA	1.0	182892	1	8688	0	1.0	False	1.0	False
11770	GO_0030153	bacteriocin immunity	1.0	182892	14	8688	0	1.0	False	1.0	False
11771	CHEBI_9688	trichodermin	1.0	182892	1	8688	0	1.0	False	1.0	False
11772	PR_000006060	CWF19-like protein 1	1.0	182892	8	8688	0	1.0	False	1.0	False
11764	CHEBI_24860	iodine molecular entity	1.0	182892	1	8688	0	1.0	False	1.0	False
11773	UBERON_0001211	Peyer's patch	1.0	182892	2	8688	0	1.0	False	1.0	False
11775	CHEBI_7772	omeprazole	1.0	182892	4	8688	0	1.0	False	1.0	False
11776	GO_0006612	protein targeting to membrane	1.0	182892	1	8688	0	1.0	False	1.0	False
11777	GO_0034970	histone H3-R2 methylation	1.0	182892	2	8688	0	1.0	False	1.0	False
12792	PR_000014661	septin-9	1.0	182892	12	8688	0	1.0	False	1.0	False
12791	PR_000008488	histone deacetylase 9	1.0	182892	16	8688	0	1.0	False	1.0	False
12790	GO_0031903	microbody membrane	1.0	182892	1	8688	0	1.0	False	1.0	False
11779	GO_0030186	melatonin metabolic process	1.0	182892	1	8688	0	1.0	False	1.0	False
11780	CHEBI_82827	oleanolic aldehyde	1.0	182892	1	8688	0	1.0	False	1.0	False
11774	CHEBI_86922	Pinoresinol biphenyl	1.0	182892	1	8688	0	1.0	False	1.0	False
12789	CHEBI_25501	neoxanthin	1.0	182892	162	8688	0	1.0	False	1.0	False
11763	UBERON_0005252	lesser sac cavity	1.0	182892	3	8688	0	1.0	False	1.0	False
11760	CHEBI_33773	scandium group molecular entity	1.0	182892	1	8688	0	1.0	False	1.0	False
11743	UBERON_0017615	vomerine dentition	1.0	182892	1	8688	0	1.0	False	1.0	False
11744	GO_0070063	RNA polymerase binding	1.0	182892	8	8688	0	1.0	False	1.0	False
11746	GO_0002756	MyD88-independent toll-like receptor signaling pathway	1.0	182892	2	8688	0	1.0	False	1.0	False
11747	GO_0060571	morphogenesis of an epithelial fold	1.0	182892	6	8688	0	1.0	False	1.0	False
11748	GO_0030261	chromosome condensation	1.0	182892	12	8688	0	1.0	False	1.0	False
11749	CHEBI_70230	Izumiphenazine C	1.0	182892	3	8688	0	1.0	False	1.0	False
11750	CHEBI_8502	6-propyl-2-thiouracil	1.0	182892	2	8688	0	1.0	False	1.0	False
11751	CHEBI_3723	citalopram	1.0	182892	34	8688	0	1.0	False	1.0	False
11762	CHEBI_34690	dichlorvos	1.0	182892	4	8688	0	1.0	False	1.0	False
11752	GO_0032601	connective tissue growth factor production	1.0	182892	17	8688	0	1.0	False	1.0	False
11754	GO_0010258	NADH dehydrogenase complex (plastoquinone) assembly	1.0	182892	18	8688	0	1.0	False	1.0	False
12795	CHEBI_16086	mycothione	1.0	182892	1	8688	0	1.0	False	1.0	False
11755	GO_0042351	'de novo' GDP-L-fucose biosynthetic process	1.0	182892	1	8688	0	1.0	False	1.0	False
12794	UBERON_0014454	visceral abdominal adipose tissue	1.0	182892	1	8688	0	1.0	False	1.0	False
12793	PR_000013488	securin-2	1.0	182892	1	8688	0	1.0	False	1.0	False
11757	CHEBI_23066	cephalosporin	1.0	182892	1	8688	0	1.0	False	1.0	False
11758	CHEBI_25505	neuraminate	1.0	182892	1	8688	0	1.0	False	1.0	False
11759	UBERON_0000411	visual cortex	1.0	182892	2	8688	0	1.0	False	1.0	False
11753	CHEBI_72819	ethyl sorbate	1.0	182892	4	8688	0	1.0	False	1.0	False
11741	CHEBI_25355	mitochondrial respiratory-chain inhibitor	1.0	182892	1	8688	0	1.0	False	1.0	False
11782	CHEBI_16648	dialkyl phosphate	1.0	182892	3	8688	0	1.0	False	1.0	False
11785	PR_000016470	transmembrane and ubiquitin-like domain-containing protein 1	1.0	182892	3	8688	0	1.0	False	1.0	False
11816	CHEBI_80820	Eucarvone	1.0	182892	11	8688	0	1.0	False	1.0	False
11817	PR_000005453	acetylcholine receptor subunit alpha	1.0	182892	1	8688	0	1.0	False	1.0	False
11818	CHEBI_16714	codeine	1.0	182892	2	8688	0	1.0	False	1.0	False
11819	CHEBI_5568	guattegaumerine	1.0	182892	1	8688	0	1.0	False	1.0	False
12783	CHEBI_16635	Met-tRNA(Met)	1.0	182892	3	8688	0	1.0	False	1.0	False
11820	CL_0000510	paneth cell	1.0	182892	15	8688	0	1.0	False	1.0	False
11821	CHEBI_47621	2-(2,4-dichlorobenzoylamino)-5-(pyrimidin-2-yloxy)benzoic acid	1.0	182892	1	8688	0	1.0	False	1.0	False
11822	CHEBI_46927	dioxanecarboxylic acid	1.0	182892	3	8688	0	1.0	False	1.0	False
11815	CHEBI_7443	nabumetone	1.0	182892	4	8688	0	1.0	False	1.0	False
11823	CHEBI_27905	phenyl hydrogen sulfate	1.0	182892	1	8688	0	1.0	False	1.0	False
11825	UBERON_0011827	areolar gland	1.0	182892	1	8688	0	1.0	False	1.0	False
12782	GO_0035371	microtubule plus-end	1.0	182892	1	8688	0	1.0	False	1.0	False
11826	CHEBI_31305	Bromperidol	1.0	182892	1	8688	0	1.0	False	1.0	False
12781	CHEBI_39237	farnesene	1.0	182892	1	8688	0	1.0	False	1.0	False
11827	PR_000007380	putative F-box/LRR-repeat protein 21	1.0	182892	38	8688	0	1.0	False	1.0	False
11828	CHEBI_63466	beta-seco-amyrin	1.0	182892	1	8688	0	1.0	False	1.0	False
11829	CHEBI_87222	diacylglycerol 40:4	1.0	182892	1	8688	0	1.0	False	1.0	False
11830	GO_0005903	brush border	1.0	182892	2	8688	0	1.0	False	1.0	False
11824	UBERON_0006765	left anterior vena cava	1.0	182892	1	8688	0	1.0	False	1.0	False
11783	GO_0070090	metaphase plate	1.0	182892	7	8688	0	1.0	False	1.0	False
12784	PR_000001594	leukotriene B4 receptor 1	1.0	182892	14	8688	0	1.0	False	1.0	False
11810	GO_0043043	peptide biosynthetic process	1.0	182892	2	8688	0	1.0	False	1.0	False
12788	GO_0021544	subpallium development	1.0	182892	6	8688	0	1.0	False	1.0	False
11789	UBERON_0001097	axillary lymph node	1.0	182892	2	8688	0	1.0	False	1.0	False
11790	PR_000005830	cleavage and polyadenylation specificity factor subunit 3	1.0	182892	1	8688	0	1.0	False	1.0	False
11791	UBERON_0002109	pair of nares	1.0	182892	147	8688	0	1.0	False	1.0	False
11792	GO_0019251	anaerobic cobalamin biosynthetic process	1.0	182892	1	8688	0	1.0	False	1.0	False
11793	UBERON_0002378	muscle of abdomen	1.0	182892	2	8688	0	1.0	False	1.0	False
11794	CHEBI_15551	prostaglandin E2	1.0	182892	9	8688	0	1.0	False	1.0	False
11795	GO_0046337	phosphatidylethanolamine metabolic process	1.0	182892	1	8688	0	1.0	False	1.0	False
11813	GO_0039670	viral capsid, turret	1.0	182892	1	8688	0	1.0	False	1.0	False
11796	CHEBI_31548	Epoprostenol sodium	1.0	182892	1	8688	0	1.0	False	1.0	False
11798	GO_0043585	nose morphogenesis	1.0	182892	1	8688	0	1.0	False	1.0	False
12787	CHEBI_31547	eplerenone	1.0	182892	2	8688	0	1.0	False	1.0	False
11799	PR_000010246	DNA replication licensing factor MCM4	1.0	182892	1	8688	0	1.0	False	1.0	False
11800	GO_0000290	deadenylation-dependent decapping of nuclear-transcribed mRNA	1.0	182892	4	8688	0	1.0	False	1.0	False
11801	CHEBI_32316	zotepine	1.0	182892	3	8688	0	1.0	False	1.0	False
11802	PR_000016297	protein-glutamine gamma-glutamyltransferase 6	1.0	182892	8	8688	0	1.0	False	1.0	False
11804	CHEBI_37926	fluorescein isothiocyanate	1.0	182892	2	8688	0	1.0	False	1.0	False
11807	CHEBI_52235	tin-115 atom	1.0	182892	7	8688	0	1.0	False	1.0	False
11797	PR_000016501	tenascin-N	1.0	182892	5	8688	0	1.0	False	1.0	False
11558	CHEBI_35518	campestane	1.0	182892	13	8688	0	1.0	False	1.0	False
11557	CHEBI_37152	1,2-dibromobenzene	1.0	182892	4	8688	0	1.0	False	1.0	False
11556	GO_0031016	pancreas development	1.0	182892	20	8688	0	1.0	False	1.0	False
12873	GO_0042450	arginine biosynthetic process via ornithine	1.0	182892	1	8688	0	1.0	False	1.0	False
11319	CHEBI_31634	Fosfluconazole	1.0	182892	1	8688	0	1.0	False	1.0	False
12872	CHEBI_15347	acetone	1.0	182892	6	8688	0	1.0	False	1.0	False
11321	CHEBI_29237	deuterium atom	1.0	182892	5	8688	0	1.0	False	1.0	False
11323	UBERON_0002316	white matter	1.0	182892	52	8688	0	1.0	False	1.0	False
11324	UBERON_0011692	enameloid	1.0	182892	9	8688	0	1.0	False	1.0	False
11325	GO_0046361	2-oxobutyrate metabolic process	1.0	182892	2	8688	0	1.0	False	1.0	False
11326	PR_000004802	BRCA1-associated protein	1.0	182892	1	8688	0	1.0	False	1.0	False
11327	SO_0002072	sequence_comparison	1.0	182892	1	8688	0	1.0	False	1.0	False
11328	CHEBI_23239	chromopeptide	1.0	182892	22	8688	0	1.0	False	1.0	False
12871	GO_0030033	microvillus assembly	1.0	182892	1	8688	0	1.0	False	1.0	False
11330	CHEBI_45147	pentasulfide(2-)	1.0	182892	2	8688	0	1.0	False	1.0	False
11331	UBERON_0002589	lateral corticospinal tract	1.0	182892	11	8688	0	1.0	False	1.0	False
12870	GO_0019875	6-aminohexanoate-dimer hydrolase activity	1.0	182892	1	8688	0	1.0	False	1.0	False
11332	CHEBI_26616	seco-androstane	1.0	182892	2	8688	0	1.0	False	1.0	False
11333	CHEBI_9656	Tremetone	1.0	182892	1	8688	0	1.0	False	1.0	False
11334	GO_0033323	choline biosynthetic process via CDP-choline	1.0	182892	2	8688	0	1.0	False	1.0	False
11317	GO_0006196	AMP catabolic process	1.0	182892	6	8688	0	1.0	False	1.0	False
11316	CHEBI_47778	glyceride	1.0	182892	7	8688	0	1.0	False	1.0	False
11315	CHEBI_14314	D-glucose 6-phosphate	1.0	182892	5	8688	0	1.0	False	1.0	False
11311	CL_0002498	secondary trophoblast giant cell	1.0	182892	32	8688	0	1.0	False	1.0	False
12880	GO_0010422	regulation of brassinosteroid biosynthetic process	1.0	182892	1	8688	0	1.0	False	1.0	False
11294	GO_0009867	jasmonic acid mediated signaling pathway	1.0	182892	4	8688	0	1.0	False	1.0	False
11295	GO_0046657	folic acid catabolic process	1.0	182892	2	8688	0	1.0	False	1.0	False
