	OBO_ID	OBO_LABEL	ENRICHMENT_P_VALUE	TOTAL_POPULATION	TOTAL_SUCCESSES	TOTAL_IGNORANCE_CATEGORY	TOTAL_SUCCESSES_IN_IGNORANCE_CATEGORY	BONFERRONI_CRRECTION_P_VALUE	BONFERRONI_CRRECTION_P_VALUE_REJECT	BH_CRRECTION_P_VALUE	BH_CRRECTION_P_VALUE_REJECT
4085	GO_0061566	CMP phosphorylation	0.18527327606096156	182892	1	33885	1	1.0	False	0.3860733536636584	False
4086	PR_000006774	cytoplasmic dynein 1 light intermediate chain 2	0.18527327606096156	182892	1	33885	1	1.0	False	0.3860733536636584	False
3055	GO_0007294	germarium-derived oocyte fate determination	0.18527327606096156	182892	1	33885	1	1.0	False	0.3860733536636584	False
12211	UBERON_0003909	sinusoid	0.18527327606096156	182892	1	33885	1	1.0	False	0.3860733536636584	False
3062	UBERON_0011380	female external urethral sphincter	0.18527327606096156	182892	1	33885	1	1.0	False	0.3860733536636584	False
9138	GO_0044593	iron-sulfur-molybdenum cofactor assembly	0.18527327606096156	182892	1	33885	1	1.0	False	0.3860733536636584	False
4117	UBERON_0000977	pleura	0.18527327606096156	182892	1	33885	1	1.0	False	0.3860733536636584	False
12210	PR_000012045	oxysterol-binding protein-related protein 10	0.18527327606096156	182892	1	33885	1	1.0	False	0.3860733536636584	False
9160	CHEBI_67440	ananolignan C	0.18527327606096156	182892	1	33885	1	1.0	False	0.3860733536636584	False
9159	PR_000010703	metallothionein-1X	0.18527327606096156	182892	1	33885	1	1.0	False	0.3860733536636584	False
4151	PR_000015218	sodium/hydrogen exchanger 6	0.18527327606096156	182892	1	33885	1	1.0	False	0.3860733536636584	False
344	PR_000004139	adipocyte plasma membrane-associated protein	0.18527327606096156	182892	1	33885	1	1.0	False	0.3860733536636584	False
12205	CHEBI_35941	serotonergic agonist	0.18527327606096156	182892	1	33885	1	1.0	False	0.3860733536636584	False
9152	UBERON_0001357	inferior rectal artery	0.18527327606096156	182892	1	33885	1	1.0	False	0.3860733536636584	False
4158	UBERON_0003092	ultimobranchial body	0.18527327606096156	182892	1	33885	1	1.0	False	0.3860733536636584	False
4159	PR_000016643	E3 ubiquitin-protein ligase TRIM13	0.18527327606096156	182892	1	33885	1	1.0	False	0.3860733536636584	False
9161	PR_000006137	cytochrome P450 4B1	0.18527327606096156	182892	1	33885	1	1.0	False	0.3860733536636584	False
10389	CHEBI_3403	carboprost	0.18527327606096156	182892	1	33885	1	1.0	False	0.3860733536636584	False
10390	132	ADK (human)	0.18527327606096156	182892	1	33885	1	1.0	False	0.3860733536636584	False
10393	CHEBI_15722	peptidyl amide	0.18527327606096156	182892	1	33885	1	1.0	False	0.3860733536636584	False
4164	CHEBI_48141	disiloxane	0.18527327606096156	182892	1	33885	1	1.0	False	0.3860733536636584	False
4165	UBERON_0001566	cricothyroid muscle	0.18527327606096156	182892	1	33885	1	1.0	False	0.3860733536636584	False
12395	CHEBI_40574	acetyl group	0.18527327606096156	182892	1	33885	1	1.0	False	0.3860733536636584	False
4169	GO_0060347	heart trabecula formation	0.18527327606096156	182892	1	33885	1	1.0	False	0.3860733536636584	False
12398	CHEBI_32049	premithramycin A3'	0.18527327606096156	182892	1	33885	1	1.0	False	0.3860733536636584	False
4174	UBERON_0001563	longus capitis muscle	0.18527327606096156	182892	1	33885	1	1.0	False	0.3860733536636584	False
4161	CHEBI_35568	mancude ring	0.18527327606096156	182892	1	33885	1	1.0	False	0.3860733536636584	False
10351	GO_0036339	lymphocyte adhesion to endothelial cell of high endothelial venule	0.18527327606096156	182892	1	33885	1	1.0	False	0.3860733536636584	False
9166	GO_0043132	NAD transport	0.18527327606096156	182892	1	33885	1	1.0	False	0.3860733536636584	False
4142	CHEBI_8889	Ropinirole hydrochloride	0.18527327606096156	182892	1	33885	1	1.0	False	0.3860733536636584	False
12209	CHEBI_23698	dichlorobenzoyl-CoA	0.18527327606096156	182892	1	33885	1	1.0	False	0.3860733536636584	False
505	CHEBI_51860	dexmethylphenidate	0.18527327606096156	182892	1	33885	1	1.0	False	0.3860733536636584	False
3038	GO_0010043	response to zinc ion	0.18527327606096156	182892	1	33885	1	1.0	False	0.3860733536636584	False
4125	UBERON_0004917	urethral sphincter	0.18527327606096156	182892	1	33885	1	1.0	False	0.3860733536636584	False
13104	CHEBI_70729	ceftaroline	0.18527327606096156	182892	1	33885	1	1.0	False	0.3860733536636584	False
3035	GO_0005940	septin ring	0.18527327606096156	182892	1	33885	1	1.0	False	0.3860733536636584	False
9175	GO_0051340	regulation of ligase activity	0.18527327606096156	182892	1	33885	1	1.0	False	0.3860733536636584	False
9173	PR_000004207	ADP-ribosylation factor GTPase-activating protein 2	0.18527327606096156	182892	1	33885	1	1.0	False	0.3860733536636584	False
3024	CHEBI_82701	idelalisib	0.18527327606096156	182892	1	33885	1	1.0	False	0.3860733536636584	False
10370	GO_0015127	bilirubin transmembrane transporter activity	0.18527327606096156	182892	1	33885	1	1.0	False	0.3860733536636584	False
9170	GO_0019410	aerobic respiration, using carbon monoxide as electron donor	0.18527327606096156	182892	1	33885	1	1.0	False	0.3860733536636584	False
4134	GO_0035685	helper T cell diapedesis	0.18527327606096156	182892	1	33885	1	1.0	False	0.3860733536636584	False
12383	GO_0035458	cellular response to interferon-beta	0.18527327606096156	182892	1	33885	1	1.0	False	0.3860733536636584	False
4136	UBERON_0022262	auditory radiation	0.18527327606096156	182892	1	33885	1	1.0	False	0.3860733536636584	False
4137	PR_000004078	annexin A5	0.18527327606096156	182892	1	33885	1	1.0	False	0.3860733536636584	False
12388	PR_000006944	EH domain-containing protein 3	0.18527327606096156	182892	1	33885	1	1.0	False	0.3860733536636584	False
12206	CHEBI_63473	aromatic amino-acid anion	0.18527327606096156	182892	1	33885	1	1.0	False	0.3860733536636584	False
4141	GO_0046135	pyrimidine nucleoside catabolic process	0.18527327606096156	182892	1	33885	1	1.0	False	0.3860733536636584	False
13290	CHEBI_83306	(2R,5S)-4-dodecyl-2,5-dimethylmorpholine	0.18527327606096156	182892	1	33885	1	1.0	False	0.3860733536636584	False
10463	CHEBI_52231	tin-120 atom	0.18527327606096156	182892	1	33885	1	1.0	False	0.3860733536636584	False
3851	SO_0000209	rRNA_primary_transcript	0.18527327606096156	182892	1	33885	1	1.0	False	0.3860733536636584	False
12343	GO_0005621	cellular bud scar	0.18527327606096156	182892	1	33885	1	1.0	False	0.3860733536636584	False
9739	PR_000016477	tumor necrosis factor alpha-induced protein 8-like protein 1	0.18527327606096156	182892	1	33885	1	1.0	False	0.3860733536636584	False
9738	PR_000014945	monocarboxylate transporter 10	0.18527327606096156	182892	1	33885	1	1.0	False	0.3860733536636584	False
10009	CHEBI_33320	actinoid atom	0.18527327606096156	182892	1	33885	1	1.0	False	0.3860733536636584	False
12285	GO_0051035	DNA transmembrane transporter activity	0.18527327606096156	182892	1	33885	1	1.0	False	0.3860733536636584	False
13190	GO_0072679	thymocyte migration	0.18527327606096156	182892	1	33885	1	1.0	False	0.3860733536636584	False
10015	PR_000009295	kinesin-like protein KIF1A	0.18527327606096156	182892	1	33885	1	1.0	False	0.3860733536636584	False
13193	GO_0035831	palmatine biosynthetic process	0.18527327606096156	182892	1	33885	1	1.0	False	0.3860733536636584	False
10022	GO_0018974	2,4,6-trinitrotoluene metabolic process	0.18527327606096156	182892	1	33885	1	1.0	False	0.3860733536636584	False
1286	PR_000005733	coatomer subunit alpha	0.18527327606096156	182892	1	33885	1	1.0	False	0.3860733536636584	False
9729	GO_0002121	inter-male aggressive behavior	0.18527327606096156	182892	1	33885	1	1.0	False	0.3860733536636584	False
13196	PR_000009362	krueppel-like factor 2	0.18527327606096156	182892	1	33885	1	1.0	False	0.3860733536636584	False
13149	PR_000016580	tropomyosin beta chain	0.18527327606096156	182892	1	33885	1	1.0	False	0.3860733536636584	False
3582	CL_0002337	keratinocyte stem cell	0.18527327606096156	182892	1	33885	1	1.0	False	0.3860733536636584	False
9722	GO_0048532	anatomical structure arrangement	0.18527327606096156	182892	1	33885	1	1.0	False	0.3860733536636584	False
12261	CHEBI_7449	nafenopin	0.18527327606096156	182892	1	33885	1	1.0	False	0.3860733536636584	False
9719	GO_0030142	COPI-coated Golgi to ER transport vesicle	0.18527327606096156	182892	1	33885	1	1.0	False	0.3860733536636584	False
13148	GO_0071606	chemokine (C-C motif) ligand 4 production	0.18527327606096156	182892	1	33885	1	1.0	False	0.3860733536636584	False
3588	PR_000003799	apoptosis-enhancing nuclease	0.18527327606096156	182892	1	33885	1	1.0	False	0.3860733536636584	False
3578	PR_000005344	centrosomal protein of 170 kDa	0.18527327606096156	182892	1	33885	1	1.0	False	0.3860733536636584	False
10031	GO_0042349	guiding stereospecific synthesis activity	0.18527327606096156	182892	1	33885	1	1.0	False	0.3860733536636584	False
10006	PR_000010410	mesoderm induction early response protein 1	0.18527327606096156	182892	1	33885	1	1.0	False	0.3860733536636584	False
3563	CHEBI_48373	amidyl group	0.18527327606096156	182892	1	33885	1	1.0	False	0.3860733536636584	False
9770	CHEBI_21658	N-acylglutamic acid	0.18527327606096156	182892	1	33885	1	1.0	False	0.3860733536636584	False
9993	GO_0045112	integrin biosynthetic process	0.18527327606096156	182892	1	33885	1	1.0	False	0.3860733536636584	False
13185	GO_0006566	threonine metabolic process	0.18527327606096156	182892	1	33885	1	1.0	False	0.3860733536636584	False
9757	PR_000005308	CCAAT/enhancer-binding protein beta	0.18527327606096156	182892	1	33885	1	1.0	False	0.3860733536636584	False
9753	CHEBI_31403	cinnarizine	0.18527327606096156	182892	1	33885	1	1.0	False	0.3860733536636584	False
3550	CHEBI_15443	inulin	0.18527327606096156	182892	1	33885	1	1.0	False	0.3860733536636584	False
12281	CHEBI_3740	cleomiscosin A	0.18527327606096156	182892	1	33885	1	1.0	False	0.3860733536636584	False
427	GO_0010328	auxin influx transmembrane transporter activity	0.18527327606096156	182892	1	33885	1	1.0	False	0.3860733536636584	False
10005	GO_0048070	regulation of developmental pigmentation	0.18527327606096156	182892	1	33885	1	1.0	False	0.3860733536636584	False
9996	PR_000004772	bone morphogenetic protein 15	0.18527327606096156	182892	1	33885	1	1.0	False	0.3860733536636584	False
10003	GO_0051678	pullulan catabolic process	0.18527327606096156	182892	1	33885	1	1.0	False	0.3860733536636584	False
9747	CHEBI_34800	isophorone	0.18527327606096156	182892	1	33885	1	1.0	False	0.3860733536636584	False
1319	PR_000004296	ADP-ribosylation factor-like protein 8B	0.18527327606096156	182892	1	33885	1	1.0	False	0.3860733536636584	False
1288	CHEBI_32871	prolinate	0.18527327606096156	182892	1	33885	1	1.0	False	0.3860733536636584	False
3348	PR_000008540	hematopoietically-expressed homeobox protein HHEX	0.18527327606096156	182892	1	33885	1	1.0	False	0.3860733536636584	False
12264	UBERON_0006683	posterior fontanelle	0.18527327606096156	182892	1	33885	1	1.0	False	0.3860733536636584	False
3561	CHEBI_47992	N-hydroxy-L-tryptophan	0.18527327606096156	182892	1	33885	1	1.0	False	0.3860733536636584	False
3562	UBERON_0011827	areolar gland	0.18527327606096156	182892	1	33885	1	1.0	False	0.3860733536636584	False
3554	GO_0048774	cyanophore differentiation	0.18527327606096156	182892	1	33885	1	1.0	False	0.3860733536636584	False
3543	UBERON_0001122	scalenus medius	0.18527327606096156	182892	1	33885	1	1.0	False	0.3860733536636584	False
13198	UBERON_0012284	animal hemisphere	0.18527327606096156	182892	1	33885	1	1.0	False	0.3860733536636584	False
3329	UBERON_0001748	capsule of parathyroid gland	0.18527327606096156	182892	1	33885	1	1.0	False	0.3860733536636584	False
10065	GO_0071321	cellular response to cGMP	0.18527327606096156	182892	1	33885	1	1.0	False	0.3860733536636584	False
13147	SO_1001285	UGA_stop_codon_signal	0.18527327606096156	182892	1	33885	1	1.0	False	0.3860733536636584	False
12255	GO_0046945	N-terminal peptidyl-alanine N-carbamoylation	0.18527327606096156	182892	1	33885	1	1.0	False	0.3860733536636584	False
3628	GO_0018967	tetrachloroethylene metabolic process	0.18527327606096156	182892	1	33885	1	1.0	False	0.3860733536636584	False
3629	CHEBI_67916	2alpha,3beta,23-trihydroxylup-20(29)-en-28-oic acid	0.18527327606096156	182892	1	33885	1	1.0	False	0.3860733536636584	False
9678	GO_0042104	positive regulation of activated T cell proliferation	0.18527327606096156	182892	1	33885	1	1.0	False	0.3860733536636584	False
10074	CL_1000606	kidney nerve cell	0.18527327606096156	182892	1	33885	1	1.0	False	0.3860733536636584	False
3309	GO_0046348	amino sugar catabolic process	0.18527327606096156	182892	1	33885	1	1.0	False	0.3860733536636584	False
13210	UBERON_0010168	collection of eyelashes	0.18527327606096156	182892	1	33885	1	1.0	False	0.3860733536636584	False
3633	CL_0000971	IgM memory B cell	0.18527327606096156	182892	1	33885	1	1.0	False	0.3860733536636584	False
10081	GO_0072530	purine-containing compound transmembrane transport	0.18527327606096156	182892	1	33885	1	1.0	False	0.3860733536636584	False
10087	CHEBI_53724	poly(chloroprene) macromolecule	0.18527327606096156	182892	1	33885	1	1.0	False	0.3860733536636584	False
9670	SO_0000862	capped_mRNA	0.18527327606096156	182892	1	33885	1	1.0	False	0.3860733536636584	False
9666	PR_000004890	complement C1q tumor necrosis factor-related protein 8	0.18527327606096156	182892	1	33885	1	1.0	False	0.3860733536636584	False
1328	PR_000010277	methyl-CpG-binding protein 2	0.18527327606096156	182892	1	33885	1	1.0	False	0.3860733536636584	False
3641	CHEBI_77308	ethylenebis(dithiocarbamate)	0.18527327606096156	182892	1	33885	1	1.0	False	0.3860733536636584	False
413	SO_0000686	translocation_element	0.18527327606096156	182892	1	33885	1	1.0	False	0.3860733536636584	False
1274	PR_000004580	beta-2-microglobulin	0.18527327606096156	182892	1	33885	1	1.0	False	0.3860733536636584	False
9672	GO_0048661	positive regulation of smooth muscle cell proliferation	0.18527327606096156	182892	1	33885	1	1.0	False	0.3860733536636584	False
3592	PR_000005989	cancer/testis antigen 2	0.18527327606096156	182892	1	33885	1	1.0	False	0.3860733536636584	False
3317	PR_000010515	2-acylglycerol O-acyltransferase 1	0.18527327606096156	182892	1	33885	1	1.0	False	0.3860733536636584	False
10056	GO_0019445	tyrosine catabolic process to fumarate	0.18527327606096156	182892	1	33885	1	1.0	False	0.3860733536636584	False
10037	UBERON_0018154	ligament of middle ear	0.18527327606096156	182892	1	33885	1	1.0	False	0.3860733536636584	False
3596	PR_000006505	Rho GTPase-activating protein 7	0.18527327606096156	182892	1	33885	1	1.0	False	0.3860733536636584	False
13201	CHEBI_26253	polyprenylhydroquinone	0.18527327606096156	182892	1	33885	1	1.0	False	0.3860733536636584	False
418	SO_0000055	hyperploid	0.18527327606096156	182892	1	33885	1	1.0	False	0.3860733536636584	False
9707	CHEBI_51998	fulvenes	0.18527327606096156	182892	1	33885	1	1.0	False	0.3860733536636584	False
12259	CHEBI_36954	condensed ureas	0.18527327606096156	182892	1	33885	1	1.0	False	0.3860733536636584	False
10042	CHEBI_36631	acyclic carboxylic anhydride	0.18527327606096156	182892	1	33885	1	1.0	False	0.3860733536636584	False
3602	PR_000015727	double-stranded RNA-binding protein Staufen homolog 2	0.18527327606096156	182892	1	33885	1	1.0	False	0.3860733536636584	False
3318	PR_000011619	protein Mis18-beta	0.18527327606096156	182892	1	33885	1	1.0	False	0.3860733536636584	False
10052	GO_0060207	diestrus	0.18527327606096156	182892	1	33885	1	1.0	False	0.3860733536636584	False
3321	GO_0043661	peribacteroid membrane	0.18527327606096156	182892	1	33885	1	1.0	False	0.3860733536636584	False
13208	UBERON_0002532	epiblast (generic)	0.18527327606096156	182892	1	33885	1	1.0	False	0.3860733536636584	False
415	GO_0035902	response to immobilization stress	0.18527327606096156	182892	1	33885	1	1.0	False	0.3860733536636584	False
10054	UBERON_0003118	pharyngeal arch artery 1	0.18527327606096156	182892	1	33885	1	1.0	False	0.3860733536636584	False
9690	UBERON_0019252	8-cell stage embryo	0.18527327606096156	182892	1	33885	1	1.0	False	0.3860733536636584	False
3615	CHEBI_81673	7,9,12-Octaketide intermediate 1	0.18527327606096156	182892	1	33885	1	1.0	False	0.3860733536636584	False
9689	UBERON_0013157	1st arch maxillary-mandibular cleft	0.18527327606096156	182892	1	33885	1	1.0	False	0.3860733536636584	False
3618	UBERON_0015847	upper left incisor tooth	0.18527327606096156	182892	1	33885	1	1.0	False	0.3860733536636584	False
13205	SO_0001007	cryptic_prophage	0.18527327606096156	182892	1	33885	1	1.0	False	0.3860733536636584	False
13213	CHEBI_38915	borate esters	0.18527327606096156	182892	1	33885	1	1.0	False	0.3860733536636584	False
9771	UBERON_2005080	anterior mesenteric artery	0.18527327606096156	182892	1	33885	1	1.0	False	0.3860733536636584	False
9988	GO_0035911	descending aorta morphogenesis	0.18527327606096156	182892	1	33885	1	1.0	False	0.3860733536636584	False
9853	UBERON_0013516	uterine tube magnum	0.18527327606096156	182892	1	33885	1	1.0	False	0.3860733536636584	False
3467	CHEBI_37547	L-altrarate(2-)	0.18527327606096156	182892	1	33885	1	1.0	False	0.3860733536636584	False
3468	GO_0007190	activation of adenylate cyclase activity	0.18527327606096156	182892	1	33885	1	1.0	False	0.3860733536636584	False
748	CHEBI_51539	halooxometallate anion	0.18527327606096156	182892	1	33885	1	1.0	False	0.3860733536636584	False
9852	CHEBI_83493	perfluoroundecanoic acid	0.18527327606096156	182892	1	33885	1	1.0	False	0.3860733536636584	False
439	PR_000016011	transcriptional adapter 2-beta	0.18527327606096156	182892	1	33885	1	1.0	False	0.3860733536636584	False
3473	CHEBI_83080	alpha-chrysopine	0.18527327606096156	182892	1	33885	1	1.0	False	0.3860733536636584	False
1300	CHEBI_51824	N-(3-aminopropyl)-4-aminobutanal	0.18527327606096156	182892	1	33885	1	1.0	False	0.3860733536636584	False
3465	GO_0097191	extrinsic apoptotic signaling pathway	0.18527327606096156	182892	1	33885	1	1.0	False	0.3860733536636584	False
9849	GO_0002115	store-operated calcium entry	0.18527327606096156	182892	1	33885	1	1.0	False	0.3860733536636584	False
3406	CHEBI_61368	1-stannylbutan-2-ols	0.18527327606096156	182892	1	33885	1	1.0	False	0.3860733536636584	False
3405	UBERON_0000910	chyme	0.18527327606096156	182892	1	33885	1	1.0	False	0.3860733536636584	False
9844	GO_0009746	response to hexose	0.18527327606096156	182892	1	33885	1	1.0	False	0.3860733536636584	False
1310	PR_000044781	putative pregnancy-specific beta-1-glycoprotein 7	0.18527327606096156	182892	1	33885	1	1.0	False	0.3860733536636584	False
13175	PR_000010718	metal-response element-binding transcription factor 2	0.18527327606096156	182892	1	33885	1	1.0	False	0.3860733536636584	False
9923	CHEBI_87200	dicarboximide antifungal agent	0.18527327606096156	182892	1	33885	1	1.0	False	0.3860733536636584	False
12271	CHEBI_50247	antidote	0.18527327606096156	182892	1	33885	1	1.0	False	0.3860733536636584	False
3487	PR_000012572	prefoldin subunit 1	0.18527327606096156	182892	1	33885	1	1.0	False	0.3860733536636584	False
448	GO_0001757	somite specification	0.18527327606096156	182892	1	33885	1	1.0	False	0.3860733536636584	False
9831	CHEBI_24115	fuconate	0.18527327606096156	182892	1	33885	1	1.0	False	0.3860733536636584	False
440	GO_0060071	Wnt signaling pathway, planar cell polarity pathway	0.18527327606096156	182892	1	33885	1	1.0	False	0.3860733536636584	False
12273	SO_0000339	recombination_hotspot	0.18527327606096156	182892	1	33885	1	1.0	False	0.3860733536636584	False
3437	GO_0008386	cholesterol monooxygenase (side-chain-cleaving) activity	0.18527327606096156	182892	1	33885	1	1.0	False	0.3860733536636584	False
3441	CHEBI_24857	iodic acid	0.18527327606096156	182892	1	33885	1	1.0	False	0.3860733536636584	False
3442	CHEBI_86652	H b S	0.18527327606096156	182892	1	33885	1	1.0	False	0.3860733536636584	False
442	GO_0051905	establishment of pigment granule localization	0.18527327606096156	182892	1	33885	1	1.0	False	0.3860733536636584	False
3432	PR_000015005	mitochondrial dicarboxylate carrier	0.18527327606096156	182892	1	33885	1	1.0	False	0.3860733536636584	False
3431	CHEBI_33362	nickel group element atom	0.18527327606096156	182892	1	33885	1	1.0	False	0.3860733536636584	False
9868	UBERON_0001570	inferior pharyngeal constrictor	0.18527327606096156	182892	1	33885	1	1.0	False	0.3860733536636584	False
3429	CHEBI_45713	trans-resveratrol	0.18527327606096156	182892	1	33885	1	1.0	False	0.3860733536636584	False
447	GO_0006792	regulation of sulfur utilization	0.18527327606096156	182892	1	33885	1	1.0	False	0.3860733536636584	False
3450	GO_0016323	basolateral plasma membrane	0.18527327606096156	182892	1	33885	1	1.0	False	0.3860733536636584	False
9905	CL_0000765	erythroblast	0.18527327606096156	182892	1	33885	1	1.0	False	0.3860733536636584	False
3421	CHEBI_5784	hydroflumethiazide	0.18527327606096156	182892	1	33885	1	1.0	False	0.3860733536636584	False
13163	UBERON_0006716	mesopodium region	0.18527327606096156	182892	1	33885	1	1.0	False	0.3860733536636584	False
3455	CHEBI_4779	emedastine	0.18527327606096156	182892	1	33885	1	1.0	False	0.3860733536636584	False
13162	CHEBI_34473	6alpha-Chloro-17-acetoxyprogesterone	0.18527327606096156	182892	1	33885	1	1.0	False	0.3860733536636584	False
9863	GO_0030684	preribosome	0.18527327606096156	182892	1	33885	1	1.0	False	0.3860733536636584	False
9860	CHEBI_8990	SN38 glucuronide	0.18527327606096156	182892	1	33885	1	1.0	False	0.3860733536636584	False
9908	PR_000014525	sodium channel subunit beta-4	0.18527327606096156	182892	1	33885	1	1.0	False	0.3860733536636584	False
3423	UBERON_0004359	corpus epididymis	0.18527327606096156	182892	1	33885	1	1.0	False	0.3860733536636584	False
9990	CHEBI_5088	flavoxate	0.18527327606096156	182892	1	33885	1	1.0	False	0.3860733536636584	False
9830	CL_0000058	chondroblast	0.18527327606096156	182892	1	33885	1	1.0	False	0.3860733536636584	False
12864	SO_0000410	protein_binding_site	0.18527327606096156	182892	1	33885	1	1.0	False	0.3860733536636584	False
1317	CHEBI_85644	UMP 2',3'-cyclic phosphate(2-) residue	0.18527327606096156	182892	1	33885	1	1.0	False	0.3860733536636584	False
12265	SO_0001232	ribothymidine	0.18527327606096156	182892	1	33885	1	1.0	False	0.3860733536636584	False
9958	CHEBI_5568	guattegaumerine	0.18527327606096156	182892	1	33885	1	1.0	False	0.3860733536636584	False
9797	CHEBI_82710	S-alkyl-L-cysteine zwitterion	0.18527327606096156	182892	1	33885	1	1.0	False	0.3860733536636584	False
3523	PR_000004606	beta-1,4-galactosyltransferase 2	0.18527327606096156	182892	1	33885	1	1.0	False	0.3860733536636584	False
13179	GO_0036038	MKS complex	0.18527327606096156	182892	1	33885	1	1.0	False	0.3860733536636584	False
9968	CHEBI_37510	anthralin	0.18527327606096156	182892	1	33885	1	1.0	False	0.3860733536636584	False
3526	GO_0044295	axonal growth cone	0.18527327606096156	182892	1	33885	1	1.0	False	0.3860733536636584	False
3376	CHEBI_45285	pyrazinecarboxamide	0.18527327606096156	182892	1	33885	1	1.0	False	0.3860733536636584	False
454	GO_0033151	V(D)J recombination	0.18527327606096156	182892	1	33885	1	1.0	False	0.3860733536636584	False
9787	GO_0019812	type I site-specific deoxyribonuclease complex	0.18527327606096156	182892	1	33885	1	1.0	False	0.3860733536636584	False
9786	UBERON_0008605	tragicus muscle	0.18527327606096156	182892	1	33885	1	1.0	False	0.3860733536636584	False
9780	GO_0030194	positive regulation of blood coagulation	0.18527327606096156	182892	1	33885	1	1.0	False	0.3860733536636584	False
9980	PR_000002189	FAS-associated death domain protein	0.18527327606096156	182892	1	33885	1	1.0	False	0.3860733536636584	False
9984	UBERON_0016932	triangular ridge of tooth	0.18527327606096156	182892	1	33885	1	1.0	False	0.3860733536636584	False
3534	UBERON_2000586	preural 2 vertebra	0.18527327606096156	182892	1	33885	1	1.0	False	0.3860733536636584	False
9985	CHEBI_38689	fonofos	0.18527327606096156	182892	1	33885	1	1.0	False	0.3860733536636584	False
455	PR_000029883	zinc finger BED domain-containing protein 5	0.18527327606096156	182892	1	33885	1	1.0	False	0.3860733536636584	False
9789	PR_000016818	tubulin beta-4B chain	0.18527327606096156	182892	1	33885	1	1.0	False	0.3860733536636584	False
1313	CHEBI_48376	carbamimidic acid	0.18527327606096156	182892	1	33885	1	1.0	False	0.3860733536636584	False
13156	GO_0048406	nerve growth factor binding	0.18527327606096156	182892	1	33885	1	1.0	False	0.3860733536636584	False
9945	PR_000012443	cyclin-dependent kinase 18	0.18527327606096156	182892	1	33885	1	1.0	False	0.3860733536636584	False
13176	GO_0048617	embryonic foregut morphogenesis	0.18527327606096156	182892	1	33885	1	1.0	False	0.3860733536636584	False
1314	UBERON_0000017	exocrine pancreas	0.18527327606096156	182892	1	33885	1	1.0	False	0.3860733536636584	False
12278	UBERON_0003709	circle of Willis	0.18527327606096156	182892	1	33885	1	1.0	False	0.3860733536636584	False
3497	SO_0000751	proviral_location	0.18527327606096156	182892	1	33885	1	1.0	False	0.3860733536636584	False
3498	GO_0070802	regulation of metula development	0.18527327606096156	182892	1	33885	1	1.0	False	0.3860733536636584	False
9825	GO_0006261	DNA-dependent DNA replication	0.18527327606096156	182892	1	33885	1	1.0	False	0.3860733536636584	False
3501	PR_000001544	programmed cell death 1 ligand 2	0.18527327606096156	182892	1	33885	1	1.0	False	0.3860733536636584	False
9939	PR_000007964	glutathione hydrolase 6	0.18527327606096156	182892	1	33885	1	1.0	False	0.3860733536636584	False
3515	CHEBI_17826	methylarsonous acid	0.18527327606096156	182892	1	33885	1	1.0	False	0.3860733536636584	False
9940	SO_0001469	five_prime_RST	0.18527327606096156	182892	1	33885	1	1.0	False	0.3860733536636584	False
12279	PR_000007559	flotillin-2	0.18527327606096156	182892	1	33885	1	1.0	False	0.3860733536636584	False
3506	CHEBI_73966	nitric oxide synthase activator	0.18527327606096156	182892	1	33885	1	1.0	False	0.3860733536636584	False
12280	UBERON_0003973	nasal concha of ethmoid bone	0.18527327606096156	182892	1	33885	1	1.0	False	0.3860733536636584	False
9943	PR_000007754	GRB2-associated-binding protein 2	0.18527327606096156	182892	1	33885	1	1.0	False	0.3860733536636584	False
3383	PR_000004205	ADP-ribosylation factor 6	0.18527327606096156	182892	1	33885	1	1.0	False	0.3860733536636584	False
3382	GO_0007191	adenylate cyclase-activating dopamine receptor signaling pathway	0.18527327606096156	182892	1	33885	1	1.0	False	0.3860733536636584	False
9808	PR_000016180	transcription factor 21	0.18527327606096156	182892	1	33885	1	1.0	False	0.3860733536636584	False
9944	CHEBI_35371	lipooligosaccharide	0.18527327606096156	182892	1	33885	1	1.0	False	0.3860733536636584	False
3385	GO_0006314	intron homing	0.18527327606096156	182892	1	33885	1	1.0	False	0.3860733536636584	False
3850	GO_0000914	phragmoplast assembly	0.18527327606096156	182892	1	33885	1	1.0	False	0.3860733536636584	False
10091	CHEBI_24849	inosyl group	0.18527327606096156	182892	1	33885	1	1.0	False	0.3860733536636584	False
9663	PR_000008091	guanine nucleotide-binding protein G(t) subunit alpha-1	0.18527327606096156	182892	1	33885	1	1.0	False	0.3860733536636584	False
3777	CHEBI_27413	beta-aminopropionitrile	0.18527327606096156	182892	1	33885	1	1.0	False	0.3860733536636584	False
3219	GO_0070977	bone maturation	0.18527327606096156	182892	1	33885	1	1.0	False	0.3860733536636584	False
12232	UBERON_0004021	spongiotrophoblast layer	0.18527327606096156	182892	1	33885	1	1.0	False	0.3860733536636584	False
3781	PR_000011413	nuclear receptor subfamily 6 group A member 1	0.18527327606096156	182892	1	33885	1	1.0	False	0.3860733536636584	False
392	CHEBI_51268	drying control chemical additive	0.18527327606096156	182892	1	33885	1	1.0	False	0.3860733536636584	False
12328	PR_000012797	group XIIB secretory phospholipase A2-like protein	0.18527327606096156	182892	1	33885	1	1.0	False	0.3860733536636584	False
3785	PR_000029653	tRNA (cytosine(34)-C(5))-methyltransferase, mitochondrial	0.18527327606096156	182892	1	33885	1	1.0	False	0.3860733536636584	False
