OBO_ID	OBO_LABEL	COVERAGE	IGNORANCE-BASE (Y, N)	IGNORANCE (Y, N)	NOT IGNORANCE(Y, N)	GENERAL INDEX	GENERAL BONFERRONI P-VALUE	GENERAL BENGAMINI-HOCHBERG P-VALUE	IGNORANCE INDEX	IGNORANCE BONFERRONI P-VALUE	IGNORANCE BENGAMINI-HOCHBERG P-VALUE
GO_0001503	ossification	1	Y	Y	Y	77	1.8764617864853564e-117	2.40572023908379e-119	7115	1.0	1.0
GO_0006629	lipid metabolic process	1	Y	Y	Y	46	6.107184542959293e-225	1.2994009665870833e-226	52	0.00043039529978971186	8.12066603376815e-06
CHEBI_156082	lipid metabolic process	1	N	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A
GO_0051120	lipid metabolic process	1	N	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A
GO_0030838	lipid metabolic process	1	N	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A
CHEBI_133899	lipid metabolic process	1	N	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A
CHEBI_156131	lipid metabolic process	1	N	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A
GO_0050473	lipid metabolic process	1	N	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A
GO_0071277	lipid metabolic process	1	N	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A
GO_0042759	lipid metabolic process	1	N	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A
CHEBI_5759	Honokiol	1	Y	Y	Y	359	1.6897937405476046e-16	4.667938509800014e-19	8173	1.0	1.0
CHEBI_132062	Honokiol	1	N	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A
CHEBI_132076	Honokiol	1	N	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A
CHEBI_17395	Honokiol	1	N	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A
CHEBI_490095	Honokiol	1	N	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A
CHEBI_82626	Honokiol	1	N	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A
CHEBI_57410	Honokiol	1	N	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A
CHEBI_132068	Honokiol	1	N	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A
CHEBI_132073	Honokiol	1	N	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A
GO_0019369	Honokiol	1	N	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A
PR_000016357	Honokiol	1	N	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A
GO_0006936	muscle contraction	1	Y	Y	Y	34	3.846236032843966e-281	1.0683988980122125e-282	297	1.0	0.92517723262015
GO_0008217	regulation of blood pressure	1	Y	Y	Y	377	1.0680993146722672e-15	2.8182039964967474e-18	261	1.0	0.6409593093948207
UBERON_0001155	colon	2	Y	Y	Y	41	1.2957107781598798e-246	3.085025662285427e-248	8666	1.0	1.0
CL_0000815	regulatory T cell	1	Y	Y	Y	170	4.019418766872026e-38	2.3505372905684368e-40	241	1.0	0.5539124090848399
CL_0011108	colon epithelial cell	2	Y	Y	Y	1174	0.04372782157151316	3.7183521744483974e-05	8850	1.0	1.0
GO_0007165	colon epithelial cell	1	N	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A
UBERON_0001896	medulla oblongata	1	Y	Y	Y	2433	1.0	0.026406799210654797	6739	1.0	1.0
PR_O95399	medulla oblongata	1	N	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A
GO_0097746	medulla oblongata	1	N	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A
UBERON_0001898	hypothalamus	1	Y	Y	Y	23	0.0	0.0	32	1.0703815309466607e-08	3.243580396808063e-10
UBERON_0000988	pons	1	Y	Y	Y	245	1.0483707482175938e-23	4.261669708201602e-26	7099	1.0	1.0
GO_0005102	pons	1	N	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A
PR_000017210	pons	1	N	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A
CL_0000084	T cell	3	Y	Y	Y	29	0.0	0.0	146	1.0	0.08145975061878202
GO_0005179	T cell	1	N	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A
GO_0007268	chemical synaptic transmission	1	Y	Y	Y	337	2.67330620117754e-17	7.839607628086628e-20	7106	1.0	1.0
CL_0002535	epithelial cell of cervix	2	Y	Y	Y	2488	1.0	0.026406799210654797	6695	1.0	1.0
PR_000014108	epithelial cell of cervix	1	N	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A
UBERON_0000002	uterine cervix	2	Y	Y	N	5382	1.0	0.3342218204141381	3578	1.0	1.0
PR_Q8N6D2	uterine cervix	1	N	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A
GO_0016567	protein ubiquitination	1	Y	Y	Y	1936	1.0	0.0054672462985972045	7255	1.0	1.0
GO_0004842	protein ubiquitination	1	N	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A
PR_000014867	protein ubiquitination	1	N	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A
PR_Q08ET2	protein ubiquitination	1	N	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A
CL_0000782	myeloid dendritic cell	1	Y	Y	Y	434	2.697137864396738e-13	6.143822014571158e-16	233	1.0	0.4668568030884577
GO_0033691	myeloid dendritic cell	1	N	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A
GO_0101003	myeloid dendritic cell	3	N	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A
CL_0000898	naive T cell	1	Y	Y	Y	438	2.697137864396738e-13	6.143822014571158e-16	2829	1.0	1.0
PR_Q86Y46	naive T cell	1	N	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A
GO_0045095	naive T cell	1	N	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A
PR_000009488	naive T cell	1	N	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A
GO_0008150	biological_process	1	Y	Y	Y	81	1.9125267653607954e-113	2.3323497138546284e-115	585	1.0	1.0
GO_0000278	mitotic cell cycle	1	Y	Y	Y	1376	0.27631780941535045	0.00020037549631279943	6320	1.0	1.0
GO_0001764	neuron migration	1	Y	Y	Y	173	2.5417430690308262e-37	1.4607718787533489e-39	258	1.0	0.6409593093948207
GO_1903561	extracellular vesicle	1	Y	Y	Y	1981	1.0	0.0054672462985972045	2890	1.0	1.0
GO_0005200	extracellular vesicle	1	N	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A
CHEBI_35549	extracellular vesicle	2	N	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A
CHEBI_33217	extracellular vesicle	1	N	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A
GO_0005874	microtubule	1	Y	Y	Y	310	6.6904844798423e-19	2.1512811832290357e-21	7142	1.0	1.0
GO_0000226	microtubule	1	N	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A
CL_0000236	B cell	2	Y	Y	Y	45	2.3875272544339238e-227	5.190276640073749e-229	7136	1.0	1.0
PR_000016816	B cell	1	N	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A
CL_0002259	B cell	1	N	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A
GO_0003924	B cell	1	N	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A
PR_Q13885	B cell	1	N	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A
PR_O95497	B cell	1	N	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A
CL_0002328	bronchial epithelial cell	1	Y	Y	Y	864	0.00017328558757686134	2.0009883092016325e-07	6836	1.0	1.0
GO_0033089	bronchial epithelial cell	1	N	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A
UBERON_0002186	bronchiole	1	Y	Y	Y	146	1.5521439911371634e-48	1.055880266079703e-50	3059	1.0	1.0
PR_000017313	pantetheinase	1	Y	Y	N	8056	1.0	0.3342218204141381	5836	1.0	1.0
GO_0017159	pantetheinase	1	N	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A
GO_0006979	pantetheinase	1	N	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A
CHEBI_16753	pantetheinase	1	N	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A
CHEBI_58029	pantetheinase	1	N	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A
GO_0002544	chronic inflammatory response	1	Y	Y	N	2479	1.0	0.026406799210654797	1298	1.0	1.0
GO_0015939	chronic inflammatory response	1	N	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A
GO_0098609	chronic inflammatory response	1	N	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A
CHEBI_29032	chronic inflammatory response	1	N	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A
GO_1902176	chronic inflammatory response	1	N	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A
GO_0035577	chronic inflammatory response	2	N	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A
CL_0000066	epithelial cell	1	Y	Y	Y	126	1.4934234630717007e-60	1.1759239866706306e-62	8553	1.0	1.0
GO_0031225	epithelial cell	2	N	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A
CHEBI_34682	diazinon	1	Y	Y	Y	1164	0.04372782157151316	3.7183521744483974e-05	2821	1.0	1.0
GO_0002250	adaptive immune response	5	Y	Y	Y	551	2.720077688706975e-09	4.909887524741831e-12	1471	1.0	1.0
PR_Q8N6C8	adaptive immune response	1	N	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A
GO_0019221	cytokine-mediated signaling pathway	1	Y	Y	Y	449	1.7047193073372383e-12	3.771502892339022e-15	8672	1.0	1.0
GO_0032396	cytokine-mediated signaling pathway	1	N	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A
PR_000009805	cytokine-mediated signaling pathway	1	N	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A
GO_0010008	endosome membrane	1	Y	N	Y	8093	1.0	0.3342218204141381	9392	1.0	1.0
PR_P01920	endosome membrane	1	N	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A
GO_0019886	endosome membrane	1	N	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A
GO_0023026	endosome membrane	1	N	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A
GO_0002503	endosome membrane	1	N	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A
GO_0030666	endosome membrane	1	N	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A
GO_0030669	endosome membrane	1	N	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A
GO_0071556	endosome membrane	1	N	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A
GO_0006959	humoral immune response	2	Y	Y	Y	721	4.3390727418147066e-06	5.976684217375628e-09	749	1.0	1.0
GO_0050870	humoral immune response	1	N	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A
GO_0012507	humoral immune response	1	N	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A
GO_0032395	humoral immune response	1	N	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A
GO_0002381	humoral immune response	1	N	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A
GO_0030658	humoral immune response	1	N	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A
GO_0000139	humoral immune response	1	N	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A
GO_0050852	T cell receptor signaling pathway	1	Y	Y	N	5477	1.0	0.3342218204141381	4932	1.0	1.0
PR_000002017	MHC class II histocompatibility antigen beta chain DQB1	1	Y	N	Y	3649	1.0	0.11214271133478153	10211	1.0	1.0
GO_0042613	MHC class II protein complex	1	Y	Y	Y	676	6.865996855739535e-07	1.01268390202648e-09	7156	1.0	1.0
GO_0032588	trans-Golgi network membrane	1	Y	Y	Y	2525	1.0	0.026406799210654797	8361	1.0	1.0
GO_0042605	trans-Golgi network membrane	1	N	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A
PR_P31997	trans-Golgi network membrane	1	N	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A
GO_0007157	trans-Golgi network membrane	1	N	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A
CHEBI_32234	titanium dioxide	1	Y	Y	N	5936	1.0	0.3342218204141381	4405	1.0	1.0
GO_0046982	titanium dioxide	1	N	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A
PR_000001332	titanium dioxide	1	N	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A
CHEBI_36560	titanium dioxide	1	N	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A
UBERON_0001987	placenta	2	Y	Y	Y	20	0.0	0.0	15	5.808217714742247e-20	3.6301360717139046e-21
PR_000010657	placenta	1	N	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A
GO_0051726	regulation of cell cycle	1	Y	Y	Y	235	2.6230762382586956e-25	1.1114729823130067e-27	363	1.0	1.0
PR_Q96HJ5	regulation of cell cycle	1	N	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A
GO_0071549	regulation of cell cycle	1	N	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A
GO_0032964	collagen biosynthetic process	1	Y	Y	Y	858	0.00017328558757686134	2.0009883092016325e-07	2747	1.0	1.0
GO_0048678	collagen biosynthetic process	1	N	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A
GO_0070965	collagen biosynthetic process	1	N	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A
CHEBI_29035	collagen biosynthetic process	1	N	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A
GO_0060135	maternal process involved in female pregnancy	1	Y	Y	Y	1336	0.27631780941535045	0.00020037549631279943	1537	1.0	1.0
GO_0042130	maternal process involved in female pregnancy	1	N	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A
GO_0006527	maternal process involved in female pregnancy	1	N	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A
GO_0046686	maternal process involved in female pregnancy	1	N	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A
GO_0019547	maternal process involved in female pregnancy	1	N	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A
GO_2000552	maternal process involved in female pregnancy	1	N	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A
GO_0051597	maternal process involved in female pregnancy	1	N	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A
GO_0060336	maternal process involved in female pregnancy	1	N	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A
CHEBI_33118	boric acid	1	Y	Y	Y	3900	1.0	0.11214271133478153	7704	1.0	1.0
CL_0000945	boric acid	2	N	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A
PR_000001844	boric acid	1	N	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A
GO_0030324	lung development	1	Y	Y	Y	72	4.5863563469010716e-123	6.282679927261743e-125	245	1.0	0.561091185408336
GO_0010043	response to zinc ion	1	Y	Y	N	7058	1.0	0.3342218204141381	5343	1.0	1.0
CHEBI_16199	urea	1	Y	Y	Y	66	2.6760662424321314e-138	3.994128720047958e-140	9167	1.0	1.0
GO_0043005	neuron projection	1	Y	Y	Y	197	2.59673434207786e-29	1.3048916291848537e-31	8341	1.0	1.0
GO_0004053	neuron projection	1	N	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A
GO_0043200	neuron projection	1	N	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A
GO_0046007	neuron projection	1	N	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A
CHEBI_46911	neuron projection	1	N	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A
GO_0035578	neuron projection	2	N	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A
PR_P05089	neuron projection	1	N	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A
UBERON_0002372	tonsil	2	Y	Y	N	2523	1.0	0.026406799210654797	1289	1.0	1.0
GO_0007568	aging	1	Y	Y	Y	16	0.0	0.0	40	1.0994901696034178e-06	2.681683340496141e-08
GO_0042832	defense response to protozoan	1	Y	Y	Y	1581	1.0	0.001074482875515041	2550	1.0	1.0
GO_0010042	defense response to protozoan	1	N	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A
GO_0010269	defense response to protozoan	1	N	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A
GO_0030145	defense response to protozoan	1	N	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A
CHEBI_16811	defense response to protozoan	1	N	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A
GO_0043025	defense response to protozoan	1	N	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A
GO_0000050	urea cycle	1	Y	Y	Y	338	2.67330620117754e-17	7.839607628086628e-20	3034	1.0	1.0
GO_0033189	urea cycle	1	N	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A
CHEBI_32682	urea cycle	1	N	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A
GO_0014075	urea cycle	1	N	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A
GO_1905541	urea cycle	1	N	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A
GO_0060056	urea cycle	1	N	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A
CHEBI_39589	urea cycle	1	N	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A
CHEBI_16643	L-methionine	1	Y	Y	Y	2424	1.0	0.026406799210654797	8357	1.0	1.0
CHEBI_3090	L-methionine	1	N	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A
CHEBI_144094	L-methionine	1	N	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A
CHEBI_64558	L-methionine	1	N	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A
GO_0071377	L-methionine	1	N	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A
UBERON_0004867	L-methionine	2	N	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A
CHEBI_379896	L-methionine	1	N	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A
CHEBI_17842	trypanothione	1	Y	Y	Y	131	6.0561531206385514e-55	4.58799478836254e-57	183	1.0	0.17910609045269513
GO_0071353	trypanothione	1	N	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A
CHEBI_58290	trypanothione	1	N	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A
GO_0071560	trypanothione	1	N	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A
GO_0001889	liver development	1	Y	Y	Y	162	3.9738864491689215e-42	2.4379671467294e-44	189	1.0	0.2150175019840713
GO_0033197	response to vitamin E	1	Y	Y	N	6414	1.0	0.3342218204141381	4895	1.0	1.0
GO_0061564	axon development	1	Y	Y	N	3835	1.0	0.11214271133478153	1724	1.0	1.0
PR_Q8N300	axon development	1	N	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A
GO_0031397	axon development	1	N	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A
GO_0005856	cytoskeleton	1	Y	Y	Y	154	2.4838775953472867e-45	1.6025016744176047e-47	347	1.0	1.0
GO_0045177	apical part of cell	1	Y	Y	Y	595	1.7190788172817565e-08	2.8843604316807997e-11	8544	1.0	1.0
GO_0008017	apical part of cell	1	N	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A
GO_0009306	protein secretion	1	Y	Y	Y	724	4.3390727418147066e-06	5.976684217375628e-09	6971	1.0	1.0
GO_0010596	protein secretion	1	N	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A
GO_1905048	protein secretion	1	N	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A
PR_000031911	protein secretion	1	N	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A
GO_0006910	phagocytosis, recognition	1	Y	Y	N	5748	1.0	0.3342218204141381	4758	1.0	1.0
GO_0003823	phagocytosis, recognition	2	N	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A
GO_0001895	phagocytosis, recognition	2	N	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A
PR_P01834	phagocytosis, recognition	1	N	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A
GO_0050853	B cell receptor signaling pathway	1	Y	Y	Y	1599	1.0	0.001074482875515041	2570	1.0	1.0
GO_0042571	immunoglobulin complex, circulating	1	Y	Y	Y	2	0.0	0.0	9861	1.0	1.0
SO_0000460	immunoglobulin complex, circulating	1	N	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A
GO_0006911	phagocytosis, engulfment	1	Y	Y	N	3686	1.0	0.11214271133478153	2366	1.0	1.0
PR_000008966	phagocytosis, engulfment	1	N	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A
GO_0034987	phagocytosis, engulfment	2	N	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A
GO_0050871	phagocytosis, engulfment	1	N	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A
PR_000001442	phagocytosis, engulfment	1	N	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A
GO_0072488	phagocytosis, engulfment	1	N	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A
GO_0008519	phagocytosis, engulfment	1	N	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A
PR_Q02161	phagocytosis, engulfment	1	N	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A
SO_0001267	phagocytosis, engulfment	1	N	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A
GO_0032036	phagocytosis, engulfment	1	N	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A
GO_0005938	cell cortex	1	Y	N	Y	6702	1.0	0.3342218204141381	10320	1.0	1.0
GO_0001725	cell cortex	1	N	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A
CL_0002570	cell cortex	1	N	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A
CHEBI_16412	lipopolysaccharide	1	Y	Y	Y	10	0.0	0.0	9126	1.0	1.0
PR_000010841	lipopolysaccharide	1	N	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A
UBERON_0001135	smooth muscle tissue	1	Y	Y	Y	109	3.575034722882998e-74	3.250031566257269e-76	2680	1.0	1.0
PR_P24844	smooth muscle tissue	1	N	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A
GO_0006937	regulation of muscle contraction	1	Y	Y	N	7638	1.0	0.3342218204141381	4669	1.0	1.0
CHEBI_46762	(E,E,E)-geranylgeraniol	1	Y	N	Y	1931	1.0	0.0054672462985972045	10295	1.0	1.0
CHEBI_28600	(E,E,E)-geranylgeraniol	1	N	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A
GO_0005509	(E,E,E)-geranylgeraniol	1	N	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A
GO_0030018	Z disc	1	Y	Y	N	3422	1.0	0.11214271133478153	2290	1.0	1.0
CHEBI_66964	Z disc	1	N	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A
GO_0008307	Z disc	1	N	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A
CHEBI_78761	Z disc	1	N	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A
CHEBI_42680	Z disc	1	N	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A
GO_0005859	muscle myosin complex	1	Y	Y	N	2491	1.0	0.026406799210654797	1204	1.0	1.0
CHEBI_3387	carbamazepine	1	Y	Y	Y	165	1.5893360843906771e-40	9.574313761389623e-43	425	1.0	1.0
CHEBI_75393	Y-27632	1	Y	Y	Y	722	4.3390727418147066e-06	5.976684217375628e-09	8604	1.0	1.0
CHEBI_16975	Y-27632	1	N	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A
PR_Q8WTT0	Y-27632	1	N	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A
GO_0030667	Y-27632	1	N	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A
GO_0061760	Y-27632	1	N	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A
GO_0044419	biological process involved in interspecies interaction between organisms	1	Y	Y	Y	336	2.67330620117754e-17	7.839607628086628e-20	737	1.0	1.0
CL_0000542	lymphocyte	1	Y	Y	Y	40	2.9085819118905523e-260	7.0941022241233e-262	9069	1.0	1.0
CL_0000784	plasmacytoid dendritic cell	2	Y	Y	Y	123	2.360531987825089e-61	1.903654828891201e-63	2823	1.0	1.0
PR_000001292	plasmacytoid dendritic cell	1	N	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A
CL_0000787	memory B cell	1	Y	Y	N	7092	1.0	0.3342218204141381	5546	1.0	1.0
GO_0030674	protein-macromolecule adaptor activity	1	Y	Y	Y	788	2.742099513971655e-05	3.46662391146859e-08	8320	1.0	1.0
CHEBI_84069	protein-macromolecule adaptor activity	1	N	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A
PR_000008965	protein-macromolecule adaptor activity	1	N	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A
CHEBI_84268	nonanal	1	Y	Y	N	7865	1.0	0.3342218204141381	5196	1.0	1.0
GO_0042834	nonanal	1	N	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A
GO_0003697	nonanal	1	N	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A
GO_0071756	nonanal	1	N	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A
CHEBI_34787	nonanal	1	N	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A
GO_0042803	nonanal	1	N	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A
GO_0071757	nonanal	1	N	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A
CHEBI_17935	nonanal	1	N	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A
GO_0060267	nonanal	1	N	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A
GO_0071751	secretory IgA immunoglobulin complex	1	Y	Y	N	8029	1.0	0.3342218204141381	4053	1.0	1.0
GO_0031210	secretory IgA immunoglobulin complex	1	N	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A
GO_0019862	secretory IgA immunoglobulin complex	1	N	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A
CHEBI_88528	secretory IgA immunoglobulin complex	1	N	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A
GO_0065003	protein-containing complex assembly	1	Y	Y	Y	633	1.086433677420638e-07	1.713617787729713e-10	1025	1.0	1.0
GO_0071752	protein-containing complex assembly	1	N	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A
PR_P01591	protein-containing complex assembly	1	N	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A
GO_0003094	protein-containing complex assembly	1	N	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A
CHEBI_17153	protein-containing complex assembly	1	N	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A
CHEBI_15743	protein-containing complex assembly	1	N	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A
GO_0071750	protein-containing complex assembly	1	N	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A
GO_0071748	protein-containing complex assembly	1	N	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A
CHEBI_9012	Salmeterol xinafoate	1	Y	Y	Y	1358	0.27631780941535045	0.00020037549631279943	8015	1.0	1.0
CHEBI_10100	Salmeterol xinafoate	1	N	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A
