DATE,ARTICLE,SENTENCE,IGNORANCE_CATEGORIES,ANNOTATED LEXICAL CUES
8/2016,PMC4992225,"Researchers have studied the relationship between low serum vitamin D concentration and perinatal depression, although no clinical trial has been conducted on vitamin D’s effects on depression related to childbirth","{'ANOMALY_CURIOUS_FINDING', 'INCOMPLETE_EVIDENCE', 'SUPERFICIAL_RELATIONSHIP'}","[('relationship', 'SUPERFICIAL_RELATIONSHIP'), ('although', 'ANOMALY_CURIOUS_FINDING'), ('no...has_been_conducted', 'INCOMPLETE_EVIDENCE'), ('effects', 'SUPERFICIAL_RELATIONSHIP'), ('related', 'SUPERFICIAL_RELATIONSHIP')]"
8/2016,PMC4992225,The present trial showed that consuming 2000 IU vitamin D3daily during late pregnancy was effective in decreasing perinatal depression levels,{'INCOMPLETE_EVIDENCE'},"[('showed', 'INCOMPLETE_EVIDENCE')]"
8/2016,PMC4992225,"Several studies have revealed that vitamin D supplementation can raise vitamin D reserves gradually, according to baseline concentration of vitamin D, dose and duration of consumption [16–18]",{'INCOMPLETE_EVIDENCE'},"[('several_studies', 'INCOMPLETE_EVIDENCE'), ('revealed', 'INCOMPLETE_EVIDENCE')]"
8/2016,PMC4992225,"In accordance to a guideline by Holick et al., 6–8 weeks consumption of a high dose vitamin D supplement are essential to obtain an adequate blood reserves of vitamin D [19]","{'PROBABLE_UNDERSTANDING', 'IMPORTANT_CONSIDERATION', 'INCOMPLETE_EVIDENCE'}","[('in_accordance', 'INCOMPLETE_EVIDENCE'), ('guideline', 'PROBABLE_UNDERSTANDING'), ('essential', 'IMPORTANT_CONSIDERATION')]"
8/2016,PMC4992225,"Studies have shown that low serum 25-hydroxyvitamin D concentration is associated with psychological symptoms like anxiety, depression and reduced cognitive function [26,27]","{'INCOMPLETE_EVIDENCE', 'SUPERFICIAL_RELATIONSHIP'}","[('have_shown', 'INCOMPLETE_EVIDENCE'), ('associated', 'SUPERFICIAL_RELATIONSHIP')]"
8/2016,PMC4992225,"In a study by Mozaffari- Khosravi et al., high doses of vitamin D have been effective in men and women who were depressed [30]",{'INCOMPLETE_EVIDENCE'},"[('have_been', 'INCOMPLETE_EVIDENCE')]"
8/2016,PMC4992225,Li et al. suggested that more accurate clinical trials are required to reach a conclusion about the effectiveness of vitamin D on depression [31],"{'IMPORTANT_CONSIDERATION', 'INCOMPLETE_EVIDENCE'}","[('suggested', 'INCOMPLETE_EVIDENCE'), ('required', 'IMPORTANT_CONSIDERATION'), ('conclusion', 'INCOMPLETE_EVIDENCE')]"
8/2016,PMC4992225,"Considering the possible connection between low serum vitamin D and depression, researchers studied the relationship between low vitamin D and perinatal depression","{'INCOMPLETE_EVIDENCE', 'SUPERFICIAL_RELATIONSHIP'}","[('considering', 'INCOMPLETE_EVIDENCE'), ('possible', 'INCOMPLETE_EVIDENCE'), ('connection', 'SUPERFICIAL_RELATIONSHIP'), ('relationship', 'SUPERFICIAL_RELATIONSHIP')]"
8/2016,PMC4992225,"Murphy et al. in a study with a small sample size (97 participants), observed an association between maternal low serum concentrations of 25-hydroxyvitamin D and high depression scores within several post-partum visits [32]","{'INCOMPLETE_EVIDENCE', 'SUPERFICIAL_RELATIONSHIP'}","[('small', 'INCOMPLETE_EVIDENCE'), ('observed', 'INCOMPLETE_EVIDENCE'), ('association', 'SUPERFICIAL_RELATIONSHIP')]"
8/2016,PMC4992225,They found that low serum 25-hydroxyvitamin D levels in the second trimester were a risk factor for postnatal depression,{'INCOMPLETE_EVIDENCE'},"[('found', 'INCOMPLETE_EVIDENCE')]"
8/2016,PMC4992225,It has been shown that mothers with higher depression scores had lower levels of 25-hydroxyvitamin D compared to who had lower depression scores [34],{'INCOMPLETE_EVIDENCE'},"[('has_been_shown', 'INCOMPLETE_EVIDENCE')]"
8/2016,PMC4992225,"On the contrary to the above mentioned studies, Neilson et al., in a case–control study, found that an increase in 25-hydroxyvitamin D level can enhance the possibility of postnatal depression","{'ALTERNATIVE_OPTIONS_CONTROVERSY', 'INCOMPLETE_EVIDENCE'}","[('contrary', 'ALTERNATIVE_OPTIONS_CONTROVERSY'), ('found', 'INCOMPLETE_EVIDENCE'), ('can', 'INCOMPLETE_EVIDENCE'), ('enhance', 'INCOMPLETE_EVIDENCE'), ('possibility', 'INCOMPLETE_EVIDENCE')]"
8/2016,PMC4992225,"They have stated that, these unexpected results could be due to genetic differences which lead to a disturbance in conversion of 25-hydroxyvitamin D into its active form, calcitriol [35]","{'ANOMALY_CURIOUS_FINDING', 'ALTERNATIVE_OPTIONS_CONTROVERSY', 'INCOMPLETE_EVIDENCE'}","[('stated', 'INCOMPLETE_EVIDENCE'), ('unexpected', 'ANOMALY_CURIOUS_FINDING'), ('could_be', 'INCOMPLETE_EVIDENCE'), ('differences', 'ALTERNATIVE_OPTIONS_CONTROVERSY')]"
8/2016,PMC4992225,"According to our knowledge, there was no clinical trial that has evaluated the effectiveness of vitamin D on perinatal depression","{'PROBABLE_UNDERSTANDING', 'FULL_UNKNOWN', 'INCOMPLETE_EVIDENCE'}","[('according_to', 'INCOMPLETE_EVIDENCE'), ('to_our_knowledge', 'PROBABLE_UNDERSTANDING'), ('there_was_no', 'FULL_UNKNOWN')]"
8/2016,PMC4992225,"According to the Institute of Medicine (IOM), we considered vitamin D deficiency as a serum 25-hydroxyvitamin D of less than 20 ng/ml","{'PROBABLE_UNDERSTANDING', 'INCOMPLETE_EVIDENCE'}","[('according_to', 'INCOMPLETE_EVIDENCE'), ('considered', 'INCOMPLETE_EVIDENCE'), ('as', 'PROBABLE_UNDERSTANDING')]"
8/2016,PMC4992225,"We also considered vitamin D insufficiency as a serum 25-hydroxyvitamin D of 21–29 ng/ml, and the participants who had serum 25-hydroxyvitamin D of ≥ 30 ng/ml as sufficient [19,46]","{'PROBABLE_UNDERSTANDING', 'IMPORTANT_CONSIDERATION', 'INCOMPLETE_EVIDENCE'}","[('considered', 'INCOMPLETE_EVIDENCE'), ('insufficiency', 'IMPORTANT_CONSIDERATION'), ('as', 'PROBABLE_UNDERSTANDING'), ('as', 'PROBABLE_UNDERSTANDING')]"
8/2016,PMC4992225,"Results showed that in the vitamin D group the number of participants with depression scores of <9 were more than the control group at 38–40 weeks of gestation also, at 4 and 8 weeks after birth (Table 3)",{'INCOMPLETE_EVIDENCE'},"[('showed', 'INCOMPLETE_EVIDENCE')]"
8/2016,PMC4992225,"The results showed that in both subgroups, the vitamin D group had statistically significant higher 25-hydroxyvitamin D concentrations at childbirth and lower depression score at 4 and 8 weeks postpartum than the control group (Table 4)",{'INCOMPLETE_EVIDENCE'},"[('showed', 'INCOMPLETE_EVIDENCE')]"
8/2016,PMC4992225,"According to our knowledge, this study was the first trial held on vitamin D and perinatal depression","{'PROBABLE_UNDERSTANDING', 'INCOMPLETE_EVIDENCE'}","[('according_to', 'INCOMPLETE_EVIDENCE'), ('to_our_knowledge', 'PROBABLE_UNDERSTANDING'), ('first', 'INCOMPLETE_EVIDENCE')]"
8/2016,PMC4992225,"Results showed that at baseline, in 72.8 % of the participants, serum 25-hydroxyvitamin D concentrations were lower than20 ng/mL",{'INCOMPLETE_EVIDENCE'},"[('showed', 'INCOMPLETE_EVIDENCE')]"
8/2016,PMC4992225,"Vitamin D deficiency is a widespread global problem, which even can observe in the countries which get enough sunlight [49,51]","{'ANOMALY_CURIOUS_FINDING', 'IMPORTANT_CONSIDERATION', 'INCOMPLETE_EVIDENCE'}","[('global problem', 'IMPORTANT_CONSIDERATION'), ('even', 'ANOMALY_CURIOUS_FINDING'), ('can', 'INCOMPLETE_EVIDENCE')]"
8/2016,PMC4992225,The high prevalence of vitamin D deficiency in Iran was showed in numerous studies,{'INCOMPLETE_EVIDENCE'},"[('showed', 'INCOMPLETE_EVIDENCE')]"
8/2016,PMC4992225,"Saki et al., showed high prevalence of vitamin D deficiency in southern Iranian children, more than 80 % were deficient [53]",{'INCOMPLETE_EVIDENCE'},"[('showed', 'INCOMPLETE_EVIDENCE')]"
8/2016,PMC4992225,"Also, Omani et al. found vitamin D deficiency in 52.9 % of women aged 20–74 years in Shiraz, Iran [54]",{'INCOMPLETE_EVIDENCE'},"[('found', 'INCOMPLETE_EVIDENCE')]"
8/2016,PMC4992225,"In contrast, in the previous studies 2000 IU vitamin D supplementation was more sufficient to increase serum 25-hydroxyvitamin D concentrations up to the adequate amount (≥32 ng/mL) [18,57,58]","{'ALTERNATIVE_OPTIONS_CONTROVERSY', 'INCOMPLETE_EVIDENCE'}","[('in_contrast', 'ALTERNATIVE_OPTIONS_CONTROVERSY'), ('previous...studies', 'INCOMPLETE_EVIDENCE')]"
8/2016,PMC4992225,"While in a study by Cassidy- Bushrow et al., in African-American women, an inverse relationship was observed between maternal 25-hydroxyvitamin D concentration at the early stages of pregnancy and antenatal depression","{'ALTERNATIVE_OPTIONS_CONTROVERSY', 'INCOMPLETE_EVIDENCE', 'SUPERFICIAL_RELATIONSHIP'}","[('while', 'ALTERNATIVE_OPTIONS_CONTROVERSY'), ('relationship', 'SUPERFICIAL_RELATIONSHIP'), ('observed', 'INCOMPLETE_EVIDENCE')]"
8/2016,PMC4992225,"In another study in US, in 498 pregnant mothers with the mean gestational age of 15 weeks, generally there was an inverse relationship between 25-hydroxyvitamin D concentration and depression level","{'PROBABLE_UNDERSTANDING', 'INCOMPLETE_EVIDENCE', 'SUPERFICIAL_RELATIONSHIP'}","[('another_study', 'INCOMPLETE_EVIDENCE'), ('generally', 'PROBABLE_UNDERSTANDING'), ('relationship', 'SUPERFICIAL_RELATIONSHIP')]"
8/2016,PMC4992225,It was a possible reason that we did not observe any relationship between antenatal depression score and 25-hydroxyvitamin D concentration,"{'PROBABLE_UNDERSTANDING', 'INCOMPLETE_EVIDENCE'}","[('possible', 'INCOMPLETE_EVIDENCE'), ('reason', 'PROBABLE_UNDERSTANDING'), ('did_not', 'INCOMPLETE_EVIDENCE')]"
8/2016,PMC4992225,The present trial showed that consuming 2000 IU vitamin D3per day in late pregnancy was effective in decreasing depression scores in perinatal period,"{'QUESTION_ANSWERED_BY_THIS_WORK', 'INCOMPLETE_EVIDENCE'}","[('present_trial', 'QUESTION_ANSWERED_BY_THIS_WORK'), ('showed', 'INCOMPLETE_EVIDENCE')]"
8/2016,PMC4992225,"Previous clinical trials, in which vitamin D supplementations were consumed during pregnancy [18,58], have not evaluated the antenatal and postnatal depression disorders","{'FULL_UNKNOWN', 'INCOMPLETE_EVIDENCE'}","[('previous...trials', 'INCOMPLETE_EVIDENCE'), ('have_not', 'FULL_UNKNOWN'), ('not_evaluated', 'FULL_UNKNOWN')]"
8/2016,PMC4992225,Some clinical trials in non-pregnant people showed that vitamin D was effective in decreasing depression level,"{'INCOMPLETE_EVIDENCE', 'SUPERFICIAL_RELATIONSHIP'}","[('some', 'INCOMPLETE_EVIDENCE'), ('showed', 'INCOMPLETE_EVIDENCE'), ('effective', 'SUPERFICIAL_RELATIONSHIP')]"
8/2016,PMC4992225,"In contrast, in another study 40,000 IU vitamin D per week was used for 6 months, but vitamin D was not effective in decreasing depression level compared to the control group [68]","{'ALTERNATIVE_OPTIONS_CONTROVERSY', 'INCOMPLETE_EVIDENCE', 'SUPERFICIAL_RELATIONSHIP'}","[('in_contrast', 'ALTERNATIVE_OPTIONS_CONTROVERSY'), ('another_study', 'INCOMPLETE_EVIDENCE'), ('but', 'ALTERNATIVE_OPTIONS_CONTROVERSY'), ('effective', 'SUPERFICIAL_RELATIONSHIP')]"
8/2016,PMC4992225,Dean et al. found that 5000 IU vitamin D per day for 6 weeks had no effect on men and women’s cognitive and emotional function [69],{'INCOMPLETE_EVIDENCE'},"[('found', 'INCOMPLETE_EVIDENCE')]"
8/2016,PMC4992225,An increase in vitamin D can cause parathyroid hormones to decrease,{'INCOMPLETE_EVIDENCE'},"[('can', 'INCOMPLETE_EVIDENCE')]"
8/2016,PMC4992225,Vitamin D may act as an anti-inflammatory agent in the brain by keeping harmful pro-inflammatory cytokines in check,"{'PROBABLE_UNDERSTANDING', 'INCOMPLETE_EVIDENCE'}","[('may', 'INCOMPLETE_EVIDENCE'), ('as', 'PROBABLE_UNDERSTANDING')]"
8/2016,PMC4992225,"It is also possible that as a result of vascular changes in pregnancy the maternal cerebral environment is more vulnerable to inflammation perhaps, explaining in part the link between vitamin D and depression in pregnancy","{'PROBABLE_UNDERSTANDING', 'INCOMPLETE_EVIDENCE', 'SUPERFICIAL_RELATIONSHIP'}","[('possible', 'INCOMPLETE_EVIDENCE'), ('as', 'PROBABLE_UNDERSTANDING'), ('perhaps', 'INCOMPLETE_EVIDENCE'), ('explaining', 'PROBABLE_UNDERSTANDING'), ('in_part', 'INCOMPLETE_EVIDENCE'), ('link', 'SUPERFICIAL_RELATIONSHIP')]"
8/2016,PMC4992225,"In light of the inflammatory nature of depression and the strong role of vitamin D as an anti-inflammatory and immunomodulator, inflammation may mediate the relationship between vitamin D deficiency and depression during pregnancy [73,74]","{'PROBABLE_UNDERSTANDING', 'INCOMPLETE_EVIDENCE', 'SUPERFICIAL_RELATIONSHIP'}","[('in_light_of', 'PROBABLE_UNDERSTANDING'), ('role', 'SUPERFICIAL_RELATIONSHIP'), ('as', 'PROBABLE_UNDERSTANDING'), ('may', 'INCOMPLETE_EVIDENCE'), ('mediate', 'SUPERFICIAL_RELATIONSHIP'), ('relationship', 'SUPERFICIAL_RELATIONSHIP')]"
8/2016,PMC4992225,It was interesting to investigate trend of vitamin D effectiveness in the two primiparous and multiparous subgroups,"{'ANOMALY_CURIOUS_FINDING', 'QUESTION_ANSWERED_BY_THIS_WORK', 'INCOMPLETE_EVIDENCE', 'SUPERFICIAL_RELATIONSHIP'}","[('interesting', 'ANOMALY_CURIOUS_FINDING'), ('to_investigate', 'QUESTION_ANSWERED_BY_THIS_WORK'), ('trend', 'INCOMPLETE_EVIDENCE'), ('effectiveness', 'SUPERFICIAL_RELATIONSHIP')]"
8/2016,PMC4992225,"Meaning that over time, depression scores decreased much more in the vitamin D group in comparison to control group and this shows the possible effects of the vitamin D3supplementation","{'INCOMPLETE_EVIDENCE', 'SUPERFICIAL_RELATIONSHIP'}","[('shows', 'INCOMPLETE_EVIDENCE'), ('possible', 'INCOMPLETE_EVIDENCE'), ('effects', 'SUPERFICIAL_RELATIONSHIP')]"
8/2016,PMC4992225,Another finding of this study was that vitamin D3supplementation was effective in decreasing depression level in both nulliparous and multiparous subgroups,"{'QUESTION_ANSWERED_BY_THIS_WORK', 'INCOMPLETE_EVIDENCE', 'SUPERFICIAL_RELATIONSHIP'}","[('finding', 'INCOMPLETE_EVIDENCE'), ('this_study', 'QUESTION_ANSWERED_BY_THIS_WORK'), ('effective', 'SUPERFICIAL_RELATIONSHIP')]"
8/2016,PMC4992225,"Also, since more than 95 % of the mothers had lower than 30 ng/mL serum 25-hydroxyvitamin D concentration, it is not clear if the same results would be observed in mothers with higher levels of 25-hydroxyvitamin D","{'INCOMPLETE_EVIDENCE', 'PROBLEM_COMPLICATION', 'ALTERNATIVE_OPTIONS_CONTROVERSY', 'FUTURE_PREDICTION', 'FULL_UNKNOWN'}","[('since', 'PROBLEM_COMPLICATION'), ('not...clear', 'FULL_UNKNOWN'), ('if', 'ALTERNATIVE_OPTIONS_CONTROVERSY'), ('would_be', 'FUTURE_PREDICTION'), ('observed', 'INCOMPLETE_EVIDENCE')]"
8/2016,PMC4992225,"Therefore, we suggest further clinical trials, using 2000 IU vitamin D on a larger population, mothers with high levels of depression, and high serum 25-hydroxyvitamin D concentrations","{'PROBABLE_UNDERSTANDING', 'INCOMPLETE_EVIDENCE', 'FUTURE_WORK'}","[('therefore', 'PROBABLE_UNDERSTANDING'), ('suggest', 'INCOMPLETE_EVIDENCE'), ('further ... trials', 'FUTURE_WORK')]"
8/2016,PMC4992225,"In the present study, it was observed that 2000 IU vitamin D3per day for at least 8 weeks during late pregnancy, can be effective in decreasing perinatal depression levels (at 38–40 weeks of gestation also, at 4 and 8 weeks after birth)","{'QUESTION_ANSWERED_BY_THIS_WORK', 'PROBABLE_UNDERSTANDING', 'INCOMPLETE_EVIDENCE', 'SUPERFICIAL_RELATIONSHIP'}","[('present_study', 'QUESTION_ANSWERED_BY_THIS_WORK'), ('observed', 'INCOMPLETE_EVIDENCE'), ('at_least', 'PROBABLE_UNDERSTANDING'), ('can', 'INCOMPLETE_EVIDENCE'), ('effective', 'SUPERFICIAL_RELATIONSHIP')]"
1/2017,PMC5273824,Most of the patients took Vitamin D supplements which may help to maintain the nutritional balance of Vitamin D,{'INCOMPLETE_EVIDENCE'},"[('may', 'INCOMPLETE_EVIDENCE')]"
1/2017,PMC5273824,Vitamin D deficiency has been linked to rickets in children and osteomalacia in adults [1],"{'INCOMPLETE_EVIDENCE', 'SUPERFICIAL_RELATIONSHIP'}","[('has...been', 'INCOMPLETE_EVIDENCE'), ('linked', 'SUPERFICIAL_RELATIONSHIP')]"
1/2017,PMC5273824,"Study has shown that exposing edible mushroom to ultraviolet B light could increase its Vitamin D2 content and raise serum 25-OH VitD2 in healthy adults [2,3]",{'INCOMPLETE_EVIDENCE'},"[('has_shown', 'INCOMPLETE_EVIDENCE'), ('could', 'INCOMPLETE_EVIDENCE')]"
1/2017,PMC5273824,"Some researchers defined serum 25-OH Vitamin D lower than 50 nmol/L as diagnostic criteria for Vitamin D deficiency, 50–75 nmol/L as inadequate, and higher than 75 nmol/L as adequate [4,6,7]","{'PROBABLE_UNDERSTANDING', 'INCOMPLETE_EVIDENCE'}","[('some', 'INCOMPLETE_EVIDENCE'), ('defined', 'PROBABLE_UNDERSTANDING'), ('as', 'PROBABLE_UNDERSTANDING'), ('as', 'PROBABLE_UNDERSTANDING'), ('as', 'PROBABLE_UNDERSTANDING')]"
1/2017,PMC5273824,"Previously, ELISA was used to measure serum 25-OH Vitamin D level",{'INCOMPLETE_EVIDENCE'},"[('previously', 'INCOMPLETE_EVIDENCE')]"
1/2017,PMC5273824,"Recently, LC-MS/MS became the gold standard of measuring Vitamin D level due to its ability to differentiate and accurately quantify the two subgroups of 25-OH Vitamin D (25-OH Vitamin D2 and 25-OH Vitamin D3); (2) high specificity, which allows differentiation of the target molecule from other metabolic intermediates, as well as avoiding interference as seen in immunological methods; (3) high sensitivity, which allows detection at ng/mL level","{'PROBABLE_UNDERSTANDING', 'INCOMPLETE_EVIDENCE', 'SUPERFICIAL_RELATIONSHIP', 'PROBLEM_COMPLICATION'}","[('recently', 'INCOMPLETE_EVIDENCE'), ('gold_standard', 'INCOMPLETE_EVIDENCE'), ('due_to', 'PROBABLE_UNDERSTANDING'), ('differentiate', 'INCOMPLETE_EVIDENCE'), ('accurately', 'SUPERFICIAL_RELATIONSHIP'), ('differentiation', 'INCOMPLETE_EVIDENCE'), ('interference', 'PROBLEM_COMPLICATION'), ('seen', 'INCOMPLETE_EVIDENCE')]"
1/2017,PMC5273824,"Vitamin D is also a potential immunosuppressant, which down-regulates the expression of pro-inflammation markers, such as TNF-α and IL-2, among pregnant women with GDM [8]",{'INCOMPLETE_EVIDENCE'},"[('potential', 'INCOMPLETE_EVIDENCE')]"
1/2017,PMC5273824,Study has found that the prevalence of Vitamin D deficiency during pregnancy is 66–96% [7],{'INCOMPLETE_EVIDENCE'},"[('found', 'INCOMPLETE_EVIDENCE')]"
1/2017,PMC5273824,"Most women (66–96%) in their middle and late pregnancy in Beijing are Vitamin D deficient if diagnosed with the criteria of serum 25-OH Vitamin D level <50 nmol/L (ELISA method), as indicated in two studies from Department of Endocrinology and Department of Laboratory Medicine in Peking Union Medical College Hospital [6]","{'ALTERNATIVE_OPTIONS_CONTROVERSY', 'PROBABLE_UNDERSTANDING', 'INCOMPLETE_EVIDENCE'}","[('if', 'ALTERNATIVE_OPTIONS_CONTROVERSY'), ('as', 'PROBABLE_UNDERSTANDING'), ('indicated', 'INCOMPLETE_EVIDENCE')]"
1/2017,PMC5273824,"This is comparable with the prevalence of Vitamin D deficiency among the general population in Beijing area (LC-MS method, 11% if diagnosed with serum 25-OH Vitamin D level <25 nmol/L, or 55% if diagnosed with serum 25-OH Vitamin D level between 25 and 50 nmol/L method) [5]","{'ALTERNATIVE_OPTIONS_CONTROVERSY', 'INCOMPLETE_EVIDENCE'}","[('comparable', 'INCOMPLETE_EVIDENCE'), ('if', 'ALTERNATIVE_OPTIONS_CONTROVERSY'), ('if', 'ALTERNATIVE_OPTIONS_CONTROVERSY')]"
1/2017,PMC5273824,"The Vitamin D deficiency level identified in this study was 20.4%, which is lower than those identified in the studies discussed previously","{'QUESTION_ANSWERED_BY_THIS_WORK', 'INCOMPLETE_EVIDENCE'}","[('identified', 'INCOMPLETE_EVIDENCE'), ('this_study', 'QUESTION_ANSWERED_BY_THIS_WORK'), ('identified', 'INCOMPLETE_EVIDENCE'), ('previously', 'INCOMPLETE_EVIDENCE')]"
1/2017,PMC5273824,The seasonal variations of serum 25-OH Vitamin D level detected in these subjects are consistent with natural environmental changes in the area of residence,"{'INCOMPLETE_EVIDENCE', 'SUPERFICIAL_RELATIONSHIP'}","[('detected', 'INCOMPLETE_EVIDENCE'), ('consistent', 'SUPERFICIAL_RELATIONSHIP')]"
1/2017,PMC5273824,This study finds that 85.7% of pregnant women received supplements containing Vitamin D,"{'QUESTION_ANSWERED_BY_THIS_WORK', 'INCOMPLETE_EVIDENCE'}","[('this_study', 'QUESTION_ANSWERED_BY_THIS_WORK'), ('finds', 'INCOMPLETE_EVIDENCE')]"
1/2017,PMC5273824,"It is noted that the detection rate of serum 25-OH Vitamin D2 in the study is 19.4%, higher than the usual 5% in the general population [3]","{'ANOMALY_CURIOUS_FINDING', 'ALTERNATIVE_OPTIONS_CONTROVERSY', 'INCOMPLETE_EVIDENCE'}","[('noted', 'ANOMALY_CURIOUS_FINDING'), ('detection', 'INCOMPLETE_EVIDENCE'), ('than the usual', 'ALTERNATIVE_OPTIONS_CONTROVERSY')]"
1/2017,PMC5273824,"However, only four out of nineteen participants with supplement use who was also positive for Vitamin D2 received Vitamin D2-containing supplements","{'ALTERNATIVE_OPTIONS_CONTROVERSY', 'INCOMPLETE_EVIDENCE'}","[('however', 'ALTERNATIVE_OPTIONS_CONTROVERSY'), ('only', 'INCOMPLETE_EVIDENCE')]"
1/2017,PMC5273824,25-OH Vitamin D2 is also detected in the serum of these four participants,{'INCOMPLETE_EVIDENCE'},"[('detected', 'INCOMPLETE_EVIDENCE')]"
1/2017,PMC5273824,"Therefore, consumption of Vitamin D2-containing supplements is associated with higher Vitamin D2 detection rate among pregnant women","{'PROBABLE_UNDERSTANDING', 'INCOMPLETE_EVIDENCE', 'SUPERFICIAL_RELATIONSHIP'}","[('therefore', 'PROBABLE_UNDERSTANDING'), ('associated', 'SUPERFICIAL_RELATIONSHIP'), ('detection', 'INCOMPLETE_EVIDENCE')]"
1/2017,PMC5273824,Previous studies identify edible fungi as the primary plant-based dietary source of Vitamin D,"{'PROBABLE_UNDERSTANDING', 'INCOMPLETE_EVIDENCE'}","[('previous...studies', 'INCOMPLETE_EVIDENCE'), ('identify', 'INCOMPLETE_EVIDENCE'), ('as', 'PROBABLE_UNDERSTANDING')]"
1/2017,PMC5273824,Such low consumption rate and amount cannot be the leading cause of high Vitamin D detection rate in these participants,"{'IMPORTANT_CONSIDERATION', 'INCOMPLETE_EVIDENCE'}","[('cannot_be', 'INCOMPLETE_EVIDENCE'), ('leading_cause', 'IMPORTANT_CONSIDERATION'), ('detection', 'INCOMPLETE_EVIDENCE')]"
1/2017,PMC5273824,"As a result, higher egg consumption among participants in this study may explain the higher detection rate of Vitamin D2","{'PROBABLE_UNDERSTANDING', 'INCOMPLETE_EVIDENCE'}","[('as', 'PROBABLE_UNDERSTANDING'), ('may', 'INCOMPLETE_EVIDENCE'), ('explain', 'PROBABLE_UNDERSTANDING'), ('detection', 'INCOMPLETE_EVIDENCE')]"
1/2017,PMC5273824,"In addition, researchers find dairy products in China are mainly fortified with Vitamin D3, which will not translate into higher Vitamin D2 detection rate among participants","{'PROBABLE_UNDERSTANDING', 'INCOMPLETE_EVIDENCE', 'FUTURE_PREDICTION'}","[('mainly', 'PROBABLE_UNDERSTANDING'), ('will', 'FUTURE_PREDICTION'), ('detection', 'INCOMPLETE_EVIDENCE')]"
1/2017,PMC5273824,"In summary, 20.4% pregnant women with GDM in their middle and late pregnancy are deficient in Vitamin D, though their Vitamin D levels were higher than the general population","{'ANOMALY_CURIOUS_FINDING', 'INCOMPLETE_EVIDENCE'}","[('in_summary', 'INCOMPLETE_EVIDENCE'), ('though', 'ANOMALY_CURIOUS_FINDING')]"
1/2017,PMC5273824,"They also have a Vitamin D2 detection rate of 19.4%, which can be explained by consuming edible fungi or supplements containing Vitamin D2","{'PROBABLE_UNDERSTANDING', 'INCOMPLETE_EVIDENCE'}","[('detection', 'INCOMPLETE_EVIDENCE'), ('can', 'INCOMPLETE_EVIDENCE'), ('explained', 'PROBABLE_UNDERSTANDING')]"
10/2014,PMC5685050,"Vitamin D deficiency has received increased attention over the past several years since vitamin D may play an important role not only in bone metabolism but also in a variety of non-skeletal diseases such as diabetes mellitus, autoimmune diseases, infectious diseases, cardiovascular diseases and cancer1,2,3","{'IMPORTANT_CONSIDERATION', 'INCOMPLETE_EVIDENCE', 'SUPERFICIAL_RELATIONSHIP'}","[('increased_attention', 'INCOMPLETE_EVIDENCE'), ('may', 'INCOMPLETE_EVIDENCE'), ('important', 'IMPORTANT_CONSIDERATION'), ('role', 'SUPERFICIAL_RELATIONSHIP'), ('only', 'INCOMPLETE_EVIDENCE')]"
10/2014,PMC5685050,"However, according to the recent studies, vitamin D deficiency is also common in these countries10,11","{'ALTERNATIVE_OPTIONS_CONTROVERSY', 'INCOMPLETE_EVIDENCE'}","[('however', 'ALTERNATIVE_OPTIONS_CONTROVERSY'), ('recent_studies', 'INCOMPLETE_EVIDENCE')]"
10/2014,PMC5685050,Rojroongwasonkul et al.[18]showed in a recent study in Thai children that vitamin D deficiency was also highly prevalent in school children aged 3–12.9 years,{'INCOMPLETE_EVIDENCE'},"[('recent_study', 'INCOMPLETE_EVIDENCE')]"
10/2014,PMC5685050,The relatively high prevalence of vitamin D insufficiency may have important health implications for Thai people as the science of vitamin D continues to be unraveled,"{'IMPORTANT_CONSIDERATION', 'INCOMPLETE_EVIDENCE'}","[('may', 'INCOMPLETE_EVIDENCE'), ('important', 'IMPORTANT_CONSIDERATION'), ('implications', 'IMPORTANT_CONSIDERATION'), ('unraveled', 'INCOMPLETE_EVIDENCE')]"
2/2018,PMC5812027,"Thus, both higher vitamin D status in late pregnancy and gestational vitamin D status trajectory can be suspected to play a role in healthy pregnancy","{'PROBABLE_UNDERSTANDING', 'INCOMPLETE_EVIDENCE', 'SUPERFICIAL_RELATIONSHIP'}","[('thus', 'PROBABLE_UNDERSTANDING'), ('can', 'INCOMPLETE_EVIDENCE'), ('suspected', 'PROBABLE_UNDERSTANDING'), ('role', 'SUPERFICIAL_RELATIONSHIP')]"
2/2018,PMC5812027,We have previously shown that higher vitamin D status in late pregnancy and larger increase in vitamin D status during pregnancy is associated with lower risk of preeclampsia [3],"{'INCOMPLETE_EVIDENCE', 'SUPERFICIAL_RELATIONSHIP'}","[('previously_shown', 'INCOMPLETE_EVIDENCE'), ('associated', 'SUPERFICIAL_RELATIONSHIP')]"
2/2018,PMC5812027,Associations have also been shown between vitamin D insufficiency (< 50 nmol/L) and increased risk of infant small for gestational age (SGA) and low birth weight (LBW) [4],"{'INCOMPLETE_EVIDENCE', 'SUPERFICIAL_RELATIONSHIP'}","[('associations', 'SUPERFICIAL_RELATIONSHIP'), ('have...been', 'INCOMPLETE_EVIDENCE'), ('shown', 'INCOMPLETE_EVIDENCE')]"
